model_id,model_name,model_version,model_type,training_dataset_version,artifact_uri,deployment_status
fda27875-6d06-406e-a90e-cbe3880c6454,eta-regressor,v3.4.3,Anomaly,exim-ds-2025-07,s3://allcargo-exim-models/anomaly/441edffb6be1,Production
4131f916-f50f-4324-bd28-a6cc0a0283fd,eta-regressor,v4.2.1,LLM,exim-ds-2024-10,s3://allcargo-exim-models/llm/c98be33184a0,Production
08cedb14-2acd-4f98-996b-a819a7697309,eta-regressor,v4.5.5,Classifier,exim-ds-2024-04,s3://allcargo-exim-models/classifier/b68420f03be1,Draft
bc4e258f-fbea-4253-833f-3326ca0203cf,delay-risk-classifier,v4.4.5,Classifier,exim-ds-2026-05,s3://allcargo-exim-models/classifier/957b3cc6c197,Production
45fb707b-fc59-44d0-bccd-0da1b29063ab,anomaly-detector,v3.7.6,Regressor,exim-ds-2024-04,s3://allcargo-exim-models/regressor/37a6dd864ecf,Draft
65ea68fd-e13e-4511-85da-9b3428c85d50,risk-summary-llm,v4.7.9,Anomaly,exim-ds-2026-02,s3://allcargo-exim-models/anomaly/e68544b88e70,Testing
c61592da-3899-4532-8151-f81d9ced5cab,eta-regressor,v4.1.0,Classifier,exim-ds-2024-09,s3://allcargo-exim-models/classifier/f1ea3113dcc0,Production
70182ef6-28f4-408e-ab2c-de82ffef7199,delay-risk-classifier,v2.3.5,NLP,exim-ds-2026-08,s3://allcargo-exim-models/nlp/d855e66b6969,Testing
3372e514-1153-4d8d-bd54-4fe7c12b3608,delay-risk-classifier,v2.1.6,NLP,exim-ds-2024-06,s3://allcargo-exim-models/nlp/59d3b54c90e8,Testing
0c3a3b99-b802-45a9-ae4f-0dda98067f30,eta-regressor,v2.4.8,Regressor,exim-ds-2025-08,s3://allcargo-exim-models/regressor/d8af186c56f4,Testing
861a563e-b18f-43b2-a904-6d030de7940f,document-intelligence,v3.3.9,Regressor,exim-ds-2025-02,s3://allcargo-exim-models/regressor/f96585caba69,Testing
325efc8e-7d70-4112-8376-4a0e81a897b0,delay-risk-classifier,v1.5.9,Classifier,exim-ds-2026-05,s3://allcargo-exim-models/classifier/ef8517ed50bf,Production
2ca597c6-322c-4c6a-af57-fe052049f0e0,document-intelligence,v4.6.5,Regressor,exim-ds-2025-09,s3://allcargo-exim-models/regressor/e725b9f23780,Testing
1590da67-4fff-4476-8a7e-194fd6f74a92,eta-regressor,v3.9.1,Regressor,exim-ds-2024-11,s3://allcargo-exim-models/regressor/95ed9a5d6e65,Retired
7a34fcd8-2936-482b-8664-72e9cbf28396,document-intelligence,v1.1.1,Classifier,exim-ds-2024-08,s3://allcargo-exim-models/classifier/a8801d489226,Production
6af3f58d-df20-4592-b032-21492fde19d2,delay-risk-classifier,v2.0.3,Regressor,exim-ds-2025-03,s3://allcargo-exim-models/regressor/0ca7a2d23282,Draft
594da33c-ec67-4c27-9f1f-acfb57816c2b,document-intelligence,v1.3.3,Anomaly,exim-ds-2026-06,s3://allcargo-exim-models/anomaly/d8c073a2ea89,Testing
3b127cb5-67c2-4f68-8655-b1ea57359e71,anomaly-detector,v4.3.7,NLP,exim-ds-2025-10,s3://allcargo-exim-models/nlp/1c9e2cd06860,Retired
aa9435c2-d739-4008-affe-fb8dce7a5a47,risk-summary-llm,v2.6.1,Classifier,exim-ds-2026-10,s3://allcargo-exim-models/classifier/8d17fbdca100,Production
dc39bc4e-93e1-432d-a4be-d6bcb11ab394,document-intelligence,v1.8.0,Regressor,exim-ds-2024-12,s3://allcargo-exim-models/regressor/7bf658c46bfa,Production
0980fbbe-e3b7-47f1-a08c-a9717f2fca5a,document-intelligence,v3.4.2,Anomaly,exim-ds-2026-05,s3://allcargo-exim-models/anomaly/445de86ab29f,Draft
bb642453-05f4-4962-9bd6-72644db8d0b2,delay-risk-classifier,v4.9.6,Regressor,exim-ds-2026-09,s3://allcargo-exim-models/regressor/7de5c503ec93,Production
485dbfcd-dbab-40ea-8289-6631bd4b13f1,document-intelligence,v3.4.8,Classifier,exim-ds-2026-04,s3://allcargo-exim-models/classifier/52b4b8db34ec,Draft
45096285-6bb1-4619-9d74-12e8c7ec0693,document-intelligence,v1.8.3,Classifier,exim-ds-2025-10,s3://allcargo-exim-models/classifier/4a291a9146b7,Testing
170a6fb7-aa75-431e-9490-3299a415ee79,delay-risk-classifier,v1.4.9,Classifier,exim-ds-2026-11,s3://allcargo-exim-models/classifier/f52febb73f89,Testing
9b94c1a0-4261-44b9-afd9-37f27da44210,document-intelligence,v4.3.4,Classifier,exim-ds-2025-10,s3://allcargo-exim-models/classifier/984517c48ad6,Production
a7754c21-46e2-4de2-918e-5d6c3616dca8,eta-regressor,v2.8.0,Classifier,exim-ds-2026-08,s3://allcargo-exim-models/classifier/c455c64d95c2,Retired
3a8c36e1-a155-41d1-8e6f-a3f8e9b32200,risk-summary-llm,v3.8.6,Anomaly,exim-ds-2026-05,s3://allcargo-exim-models/anomaly/8297e3af8eed,Production
3718d758-0793-40e5-ab49-c39efb985d30,eta-regressor,v1.2.7,NLP,exim-ds-2024-06,s3://allcargo-exim-models/nlp/7272823aaa18,Draft
ca99d88d-348a-4cbf-9068-8de118f9f5a0,risk-summary-llm,v4.8.3,Classifier,exim-ds-2024-02,s3://allcargo-exim-models/classifier/aea5dad006f2,Production
d913adf4-bb75-49e3-ae16-cc6cefb51b96,document-intelligence,v3.7.4,Anomaly,exim-ds-2024-03,s3://allcargo-exim-models/anomaly/9793fb3d6e9c,Draft
0aeea9fe-6612-4fec-98da-8efbbba30e6b,document-intelligence,v4.4.9,NLP,exim-ds-2026-04,s3://allcargo-exim-models/nlp/b8ab9fefef2a,Production
33fe2e1b-922c-46a1-95d3-1f2a90223482,eta-regressor,v3.1.0,Classifier,exim-ds-2026-12,s3://allcargo-exim-models/classifier/8d90cfa07412,Production
925b8a0f-6eca-4252-aacd-8e98c91f0513,anomaly-detector,v1.0.5,Regressor,exim-ds-2025-01,s3://allcargo-exim-models/regressor/159b2820017c,Production
e9e152c0-700c-48df-96dd-8582a228725c,delay-risk-classifier,v2.9.8,Anomaly,exim-ds-2026-07,s3://allcargo-exim-models/anomaly/40ac3b979bcb,Testing
cfab9c8d-fa54-42c8-ac5c-933603fb3ab5,delay-risk-classifier,v2.2.8,Classifier,exim-ds-2024-12,s3://allcargo-exim-models/classifier/776d866dd9d8,Production
01bfbb25-6baa-4115-a36c-b2c0dce577d1,risk-summary-llm,v2.8.3,Anomaly,exim-ds-2026-09,s3://allcargo-exim-models/anomaly/bb6227387ef9,Draft
6b2f03e3-22db-43d5-acfd-54acb79949cf,risk-summary-llm,v2.4.2,Anomaly,exim-ds-2024-09,s3://allcargo-exim-models/anomaly/5a62a338d3e8,Production
fcedbdaf-1393-4c9c-8e03-8beebd57dd23,delay-risk-classifier,v3.8.4,NLP,exim-ds-2024-06,s3://allcargo-exim-models/nlp/32629b5f8df5,Retired
035fa31d-3b0c-4b27-b54c-8c494a0f35c5,eta-regressor,v3.7.9,Classifier,exim-ds-2024-07,s3://allcargo-exim-models/classifier/bc318692df82,Testing
1544a125-c31b-4c7d-a4cb-9081cf03382a,document-intelligence,v2.6.0,Classifier,exim-ds-2024-10,s3://allcargo-exim-models/classifier/6357b96c952f,Production
802f36bc-f3cb-41ab-8037-584639f823b2,anomaly-detector,v3.4.4,NLP,exim-ds-2025-01,s3://allcargo-exim-models/nlp/f0e6539e0585,Retired
06a930a0-c22e-4639-b5e7-3bf5f4614b01,anomaly-detector,v1.0.8,Regressor,exim-ds-2026-04,s3://allcargo-exim-models/regressor/0c7deed9f68a,Production
72ec09f0-de2e-4e52-ab16-e353ddd755e7,risk-summary-llm,v3.7.4,Classifier,exim-ds-2024-05,s3://allcargo-exim-models/classifier/6c0eb08d973a,Production
bcb58dea-afa1-40d9-b9b3-6ba77cbc571d,risk-summary-llm,v3.7.7,Regressor,exim-ds-2026-05,s3://allcargo-exim-models/regressor/f32b9b207d00,Production
22ed0ace-1c6d-43b4-be1c-53ea7b783705,anomaly-detector,v1.1.4,Classifier,exim-ds-2025-10,s3://allcargo-exim-models/classifier/b5609b6f4544,Production
6096caaf-96d0-428c-b68e-ffce8b222b3d,delay-risk-classifier,v1.0.5,NLP,exim-ds-2026-04,s3://allcargo-exim-models/nlp/a380a0dc2f30,Production
2d64fd00-6df3-40cc-a248-eeda339764ff,risk-summary-llm,v1.0.2,Classifier,exim-ds-2024-06,s3://allcargo-exim-models/classifier/5565acaf15c3,Retired
fce71050-8215-4772-a90e-596fb5a80f78,delay-risk-classifier,v2.3.7,Classifier,exim-ds-2024-05,s3://allcargo-exim-models/classifier/adb3bf5bc8be,Production
016f72e4-53a3-40c0-85a5-f2aefd31d4a8,delay-risk-classifier,v4.9.8,Regressor,exim-ds-2025-01,s3://allcargo-exim-models/regressor/33c59bd9a7d0,Testing
f8822183-89e3-4bb3-9aff-1f7517581313,anomaly-detector,v2.8.7,Classifier,exim-ds-2026-07,s3://allcargo-exim-models/classifier/56690e939f55,Testing
74e9bfea-4579-4ca4-a9c2-198f22bad34d,eta-regressor,v4.2.0,Classifier,exim-ds-2024-10,s3://allcargo-exim-models/classifier/999800f47c72,Production
41b3b0de-7048-40c8-82a5-60147e13a3d2,anomaly-detector,v4.9.5,NLP,exim-ds-2024-12,s3://allcargo-exim-models/nlp/88b79c1452f4,Production
c99204b9-4841-48fe-b82d-ccc4dbcafcd2,document-intelligence,v1.2.9,Classifier,exim-ds-2024-01,s3://allcargo-exim-models/classifier/586f35ccc75c,Testing
3e6916c0-d334-4133-8427-a6743060c291,eta-regressor,v4.2.1,Classifier,exim-ds-2026-09,s3://allcargo-exim-models/classifier/9c9390ccaa71,Production
bdcceea1-b9af-48b3-9c39-3e4c41a14bb7,anomaly-detector,v1.3.5,Anomaly,exim-ds-2024-02,s3://allcargo-exim-models/anomaly/f929780b3bd7,Testing
48be6f3a-7792-4f96-9a83-4c6c38b2ad24,delay-risk-classifier,v3.9.3,NLP,exim-ds-2026-06,s3://allcargo-exim-models/nlp/f95c32348f4b,Production
0667832e-a94b-4a07-8c7d-913427a09f7a,delay-risk-classifier,v1.0.2,Anomaly,exim-ds-2024-06,s3://allcargo-exim-models/anomaly/9c50b40aa5ae,Production
f6a509de-0e38-4375-aa5a-2c6d366f08e7,document-intelligence,v3.2.6,NLP,exim-ds-2025-06,s3://allcargo-exim-models/nlp/1d52c593a1f3,Testing
1529d14c-8333-4dc2-a50d-5c8ebb62beb6,risk-summary-llm,v3.6.1,NLP,exim-ds-2026-10,s3://allcargo-exim-models/nlp/83dee98c150e,Draft
1844aaf4-8e14-4633-b8d1-892e5e39e454,eta-regressor,v2.3.7,Anomaly,exim-ds-2026-09,s3://allcargo-exim-models/anomaly/491597f704c8,Draft
8632f961-c5e5-47bd-82b7-ae7e1f792233,eta-regressor,v3.5.6,Classifier,exim-ds-2024-06,s3://allcargo-exim-models/classifier/658e72e6aff9,Production
8e95616a-535e-4eda-b839-24abb8fab238,document-intelligence,v1.0.4,Classifier,exim-ds-2026-05,s3://allcargo-exim-models/classifier/27f34a980f95,Production
1e6124b5-632e-4150-9382-cbf0cae0d66d,delay-risk-classifier,v1.5.0,LLM,exim-ds-2025-06,s3://allcargo-exim-models/llm/c0305f997abc,Draft
966f3f93-ae49-43bf-9604-26399645c7d9,document-intelligence,v3.2.1,NLP,exim-ds-2026-08,s3://allcargo-exim-models/nlp/8c0437e1291a,Testing
64c3362f-aeb0-4725-a5fb-272b37b00c30,delay-risk-classifier,v2.2.6,Anomaly,exim-ds-2025-07,s3://allcargo-exim-models/anomaly/135a5de0a7a5,Production
3b19c4b1-be54-43c3-82a2-7e8fbae815db,delay-risk-classifier,v1.3.0,Regressor,exim-ds-2024-08,s3://allcargo-exim-models/regressor/c4a60547d880,Retired
1697804e-3bcb-41b4-84f1-5d1fd7073aa5,anomaly-detector,v1.2.0,Classifier,exim-ds-2025-04,s3://allcargo-exim-models/classifier/165e0e5dc52b,Testing
1f64ca75-bc6e-418f-8b4e-4f1fa783e5e6,document-intelligence,v3.9.9,LLM,exim-ds-2024-02,s3://allcargo-exim-models/llm/20a2b6dbdff8,Testing
e7c5219a-9813-458d-8700-f052540794c5,anomaly-detector,v3.7.2,Regressor,exim-ds-2026-01,s3://allcargo-exim-models/regressor/445fff39e1b6,Testing
250c3e80-7178-4f38-9de4-e380cb17ed0c,eta-regressor,v1.6.1,NLP,exim-ds-2024-09,s3://allcargo-exim-models/nlp/9b8789bac23b,Draft
ee12ef78-90cf-45f3-b9b1-9b31d902fbd4,document-intelligence,v3.7.0,LLM,exim-ds-2024-08,s3://allcargo-exim-models/llm/315155488038,Testing
85c6700a-bcd3-409b-ae8f-c2ea079bf724,eta-regressor,v1.1.2,Classifier,exim-ds-2026-06,s3://allcargo-exim-models/classifier/714a16d753ee,Production
dcdbe451-d964-4fee-acd9-904da0683c6f,document-intelligence,v2.6.7,Anomaly,exim-ds-2024-05,s3://allcargo-exim-models/anomaly/9b84a78705d1,Draft
103e97e8-b15d-43d9-a798-cd0b9573b545,anomaly-detector,v3.9.2,Regressor,exim-ds-2024-05,s3://allcargo-exim-models/regressor/b850dd6b5322,Testing
d49427d7-5230-4885-b61f-b40e7ce60af8,delay-risk-classifier,v4.1.9,Anomaly,exim-ds-2025-05,s3://allcargo-exim-models/anomaly/4a7645460e65,Production
888cc043-b71a-4c8c-87cc-2fd82746cbf9,anomaly-detector,v3.3.1,Classifier,exim-ds-2024-01,s3://allcargo-exim-models/classifier/a05df1763593,Testing
a3334906-e0c2-4bea-b84a-f17b242d3cf0,anomaly-detector,v3.0.8,Regressor,exim-ds-2026-06,s3://allcargo-exim-models/regressor/837c4979bc46,Draft
64080494-7754-41d0-b964-09c1064a86fb,eta-regressor,v3.0.5,Anomaly,exim-ds-2024-01,s3://allcargo-exim-models/anomaly/6547167238b1,Testing
47529e86-9dcd-4444-970e-e01df9938e4e,eta-regressor,v2.3.5,Classifier,exim-ds-2024-11,s3://allcargo-exim-models/classifier/b99c5c1eba89,Retired
355b624e-79d7-41ef-b774-dd3aaf1f7654,document-intelligence,v1.9.4,Anomaly,exim-ds-2026-08,s3://allcargo-exim-models/anomaly/145db49cacbb,Draft
da373683-fa3e-474d-a90c-3b0898750be6,eta-regressor,v1.5.8,NLP,exim-ds-2024-04,s3://allcargo-exim-models/nlp/bd5667ebcdef,Production
97a43817-2a88-4a9c-b83d-ab49482ea64f,anomaly-detector,v4.0.2,Classifier,exim-ds-2025-04,s3://allcargo-exim-models/classifier/7a92e103445a,Production
78361efd-ed04-4325-a7e6-ad9002d7e79b,eta-regressor,v3.9.9,Anomaly,exim-ds-2026-10,s3://allcargo-exim-models/anomaly/02fb8834906b,Retired
b68c5789-e6a6-4f38-9361-f670308050cb,risk-summary-llm,v4.3.8,Anomaly,exim-ds-2025-11,s3://allcargo-exim-models/anomaly/5cbd2f0f5bb7,Draft
c8b81704-ec9b-4434-a4fa-10ccc75caae7,eta-regressor,v2.0.2,NLP,exim-ds-2026-03,s3://allcargo-exim-models/nlp/1ba52b14f4d0,Retired
4d189eae-5f6d-43e8-838b-d0a16fdbad96,risk-summary-llm,v3.2.1,Classifier,exim-ds-2024-06,s3://allcargo-exim-models/classifier/d0f9b2d503e4,Draft
17cff586-0fb4-4341-beaf-27ff35b975cf,delay-risk-classifier,v3.1.5,Anomaly,exim-ds-2026-06,s3://allcargo-exim-models/anomaly/2a65cfc5b269,Retired
a89b91de-1b7b-4ae9-8c08-ca02a4b2ac4f,document-intelligence,v4.3.2,Regressor,exim-ds-2025-02,s3://allcargo-exim-models/regressor/2347a6b917a9,Retired
46159c80-4d4d-4da3-b880-3cc5a98788b6,eta-regressor,v2.4.8,Anomaly,exim-ds-2026-02,s3://allcargo-exim-models/anomaly/4067bbc4a7ea,Retired
9f2f5e80-3d16-4fdc-9b89-6f21bf945724,document-intelligence,v1.8.6,Regressor,exim-ds-2026-06,s3://allcargo-exim-models/regressor/52ca186102db,Production
938c3a63-0f38-49ad-bc8c-432e40e77341,risk-summary-llm,v4.8.8,LLM,exim-ds-2026-02,s3://allcargo-exim-models/llm/8efc9a809c4f,Draft
b48faf4b-c2d6-4043-b88a-06c842dbc245,anomaly-detector,v3.2.2,Classifier,exim-ds-2026-04,s3://allcargo-exim-models/classifier/d15e994f166b,Draft
e5690515-c657-4f48-9133-26fdecc18a82,anomaly-detector,v2.2.1,Classifier,exim-ds-2025-04,s3://allcargo-exim-models/classifier/33b6ed1d7cdc,Production
8d456626-6416-4166-8ec1-b4ba2aa89f98,eta-regressor,v1.0.3,Classifier,exim-ds-2025-12,s3://allcargo-exim-models/classifier/42b9d734d766,Testing
fba27c8a-8099-4ba1-a4e3-6680e6c82a0e,document-intelligence,v2.7.6,Classifier,exim-ds-2025-10,s3://allcargo-exim-models/classifier/fd3652e33d18,Production
3adcbcf8-2305-4865-a49a-f14f60cc693e,anomaly-detector,v3.1.7,NLP,exim-ds-2026-08,s3://allcargo-exim-models/nlp/de5288e9e27a,Retired
940ef89b-7b5e-4537-b3c5-cbaf109d13eb,risk-summary-llm,v2.2.9,Classifier,exim-ds-2024-03,s3://allcargo-exim-models/classifier/73b8685ff0c0,Testing
c90b7b61-4d19-4905-9ff0-eb6109b20afc,anomaly-detector,v1.8.3,Regressor,exim-ds-2024-06,s3://allcargo-exim-models/regressor/c18254a3a971,Production
56b7ab17-acf8-4926-9d7e-a14a5e6cadd3,document-intelligence,v1.3.0,Regressor,exim-ds-2024-11,s3://allcargo-exim-models/regressor/8b01b3d2b108,Production
864514d5-192b-48d4-ba4e-30c695d0b1fb,document-intelligence,v4.9.8,Classifier,exim-ds-2024-01,s3://allcargo-exim-models/classifier/64b78bb91f0b,Production
a72fe5d1-d0bc-44d6-bac7-6051ffb34da5,eta-regressor,v2.5.6,Classifier,exim-ds-2025-06,s3://allcargo-exim-models/classifier/adaaa4fafea0,Testing
018a8d7a-89a4-45c0-b51f-047e15f4583b,document-intelligence,v4.6.4,Regressor,exim-ds-2025-04,s3://allcargo-exim-models/regressor/ba92d0acb2d3,Testing
0e6fad7b-66e1-4483-9f26-2e33697bae06,risk-summary-llm,v1.8.0,Classifier,exim-ds-2025-01,s3://allcargo-exim-models/classifier/b298f75c3df7,Draft
a71b1d9d-b194-4be0-adbb-bb355dda1d45,anomaly-detector,v2.9.7,Classifier,exim-ds-2024-11,s3://allcargo-exim-models/classifier/5ffa76c7820f,Retired
d0dad524-691e-4327-8eae-e8db4f3fe64b,document-intelligence,v2.3.7,Classifier,exim-ds-2026-07,s3://allcargo-exim-models/classifier/2ea879ac8ab1,Production
5357895c-049b-46c3-8eda-5573d159f43d,anomaly-detector,v2.0.1,Classifier,exim-ds-2026-02,s3://allcargo-exim-models/classifier/18b3e2db3adf,Retired
cde26042-4bbf-4f03-b805-6b1d5cd4b786,anomaly-detector,v2.4.5,Anomaly,exim-ds-2025-11,s3://allcargo-exim-models/anomaly/2996655dbc5c,Testing
42474359-e7a5-4d66-88b6-57df3662f6a7,document-intelligence,v2.1.4,LLM,exim-ds-2026-12,s3://allcargo-exim-models/llm/b74c9c044fc4,Production
0d74a397-56d7-44d7-95c8-b03e2b82b6a2,anomaly-detector,v3.6.8,Classifier,exim-ds-2026-02,s3://allcargo-exim-models/classifier/15caa4fdb9a9,Draft
e07a7c09-660f-4ca4-8a80-e202b96ec065,risk-summary-llm,v3.8.7,NLP,exim-ds-2026-10,s3://allcargo-exim-models/nlp/763fbc4a63e0,Draft
2ad98156-f49d-4801-9b89-461417a9ffe3,delay-risk-classifier,v2.9.4,Regressor,exim-ds-2026-02,s3://allcargo-exim-models/regressor/d8b0a47a988a,Testing
b9824420-e44a-4577-b946-4630538ee032,anomaly-detector,v3.5.7,NLP,exim-ds-2025-02,s3://allcargo-exim-models/nlp/92e13f749642,Retired
a3a67da2-d60f-452e-b297-1a8d5ca12464,document-intelligence,v4.4.3,Anomaly,exim-ds-2024-07,s3://allcargo-exim-models/anomaly/3fae4afabcab,Draft
2d71dcbf-1243-42c9-b6e9-ab641550ee32,risk-summary-llm,v2.9.4,NLP,exim-ds-2026-05,s3://allcargo-exim-models/nlp/cf5639b96f65,Testing
1dabd0dc-af92-4ace-91f8-057e3b16b520,delay-risk-classifier,v2.5.8,Regressor,exim-ds-2026-11,s3://allcargo-exim-models/regressor/12f3b92b3554,Production
ea394f21-2afc-4334-9c18-96727b05922f,risk-summary-llm,v3.0.7,Classifier,exim-ds-2024-08,s3://allcargo-exim-models/classifier/3182a6f7128e,Testing
255176f9-dc12-4061-b822-587130159e8f,document-intelligence,v1.9.7,NLP,exim-ds-2026-10,s3://allcargo-exim-models/nlp/89244fec70d2,Production
c5367c14-55da-4d2c-b831-09f11eb528ce,delay-risk-classifier,v1.4.0,Classifier,exim-ds-2026-02,s3://allcargo-exim-models/classifier/bb990110881d,Testing
96763a96-423e-4c59-b12a-4b2494d864b7,risk-summary-llm,v3.7.6,Anomaly,exim-ds-2024-05,s3://allcargo-exim-models/anomaly/df8b92689eb7,Production
5dab1416-0158-4fdd-bfec-1a3567d7462c,eta-regressor,v4.8.9,Classifier,exim-ds-2025-05,s3://allcargo-exim-models/classifier/ced2b91f1700,Testing
43d3182f-b973-4d68-80c2-3fcd497df0f7,eta-regressor,v3.7.0,Anomaly,exim-ds-2024-08,s3://allcargo-exim-models/anomaly/8666b443131f,Testing
73999a44-14a4-4556-9a52-8a16ebf2abb2,eta-regressor,v4.6.9,Anomaly,exim-ds-2026-05,s3://allcargo-exim-models/anomaly/ad1a0f28400e,Production
b090fc9d-7c01-496b-9ccf-73e23e2df63c,document-intelligence,v3.9.7,NLP,exim-ds-2024-01,s3://allcargo-exim-models/nlp/21532632ebd6,Production
27df3eaf-6c65-4e79-8310-12688effbd51,anomaly-detector,v1.3.2,Classifier,exim-ds-2025-03,s3://allcargo-exim-models/classifier/f9a85322aab1,Testing
093e4ded-1eca-4ab3-9451-7912709b10db,eta-regressor,v2.0.7,Classifier,exim-ds-2026-07,s3://allcargo-exim-models/classifier/4a671ed53e34,Retired
c2637664-84b0-4196-80e7-b44b03824dea,document-intelligence,v2.9.9,Anomaly,exim-ds-2024-03,s3://allcargo-exim-models/anomaly/6dd915a81fc9,Testing
c987ae92-b979-4c3c-b898-08696868c2cb,risk-summary-llm,v1.7.3,Regressor,exim-ds-2024-09,s3://allcargo-exim-models/regressor/068ff91fc782,Draft
486e75e6-a501-4aea-a9f5-017224a6263d,risk-summary-llm,v2.4.1,LLM,exim-ds-2026-10,s3://allcargo-exim-models/llm/eed9289369b7,Draft
c94fb0d8-d6f3-469e-876d-162d3fb3d0c4,anomaly-detector,v3.2.8,NLP,exim-ds-2026-02,s3://allcargo-exim-models/nlp/193dad2ccda8,Production
a844d035-851d-4394-a7f8-aeaa96574456,anomaly-detector,v1.5.5,NLP,exim-ds-2024-05,s3://allcargo-exim-models/nlp/cce7012f87ff,Draft
ca43d536-94cd-4089-aaa9-d5fe4dc33ebc,delay-risk-classifier,v4.6.9,Classifier,exim-ds-2024-11,s3://allcargo-exim-models/classifier/a4cf4f2788b9,Testing
c4360c3f-5d0b-4eda-b07f-50f5fc86d017,document-intelligence,v2.4.1,NLP,exim-ds-2026-08,s3://allcargo-exim-models/nlp/a2d45b5a21df,Production
c9e15ed3-816f-42a0-a408-e4abfded1c0b,delay-risk-classifier,v3.4.4,Anomaly,exim-ds-2026-03,s3://allcargo-exim-models/anomaly/6e57d28ec712,Draft
cf584c36-cabe-45b4-af21-a5036831fa1b,anomaly-detector,v3.9.5,Anomaly,exim-ds-2024-04,s3://allcargo-exim-models/anomaly/8e06bcad1839,Draft
b88fdb15-1794-4e70-b923-6cd8318a6229,anomaly-detector,v1.7.2,LLM,exim-ds-2026-03,s3://allcargo-exim-models/llm/fdc527995686,Draft
5a8e33f5-83cd-4650-89a4-5e3917c0c59f,eta-regressor,v2.4.0,Regressor,exim-ds-2025-12,s3://allcargo-exim-models/regressor/03e1bc172056,Testing
9ebb6266-ddcd-4a1b-96f1-a2ec797b54fb,eta-regressor,v4.7.0,Classifier,exim-ds-2024-10,s3://allcargo-exim-models/classifier/8c269ef96f28,Production
900768aa-c5e6-4349-86bb-47dbedaabf3a,risk-summary-llm,v4.0.8,Regressor,exim-ds-2025-07,s3://allcargo-exim-models/regressor/03d0d5325ee6,Draft
4d1e33bb-6c3f-4bde-8e34-c7a3cde45c9b,delay-risk-classifier,v1.8.9,Regressor,exim-ds-2026-10,s3://allcargo-exim-models/regressor/542116117f80,Production
7806115f-cc0e-4f63-97b3-b5b2e9b0033d,risk-summary-llm,v1.7.9,Regressor,exim-ds-2024-11,s3://allcargo-exim-models/regressor/b824a6990263,Retired
48307e1b-bc79-41a3-a129-d205c4b5ca7e,eta-regressor,v1.5.1,Classifier,exim-ds-2026-08,s3://allcargo-exim-models/classifier/bafd0f000e78,Retired
2214c940-9293-4eb8-8558-aa3897262e5f,risk-summary-llm,v2.1.7,LLM,exim-ds-2025-12,s3://allcargo-exim-models/llm/a55266793d65,Testing
02d9068b-b469-40a5-9389-ee63743ab64d,anomaly-detector,v2.3.1,NLP,exim-ds-2024-03,s3://allcargo-exim-models/nlp/e381dd58fad1,Production
7429006b-87cc-4e41-8d85-3ab28dcd927b,anomaly-detector,v3.8.4,Anomaly,exim-ds-2026-05,s3://allcargo-exim-models/anomaly/c0c28704a343,Production
2746c00c-1c53-4a76-85dd-3b0335a58ec1,eta-regressor,v2.0.0,Regressor,exim-ds-2025-07,s3://allcargo-exim-models/regressor/916592f4b659,Testing
63477d78-8187-4359-8ea6-501fcaecdd3e,risk-summary-llm,v2.9.8,LLM,exim-ds-2024-05,s3://allcargo-exim-models/llm/46601dd85309,Retired
1d5285ed-479f-4f64-9faa-ec9870e888cf,eta-regressor,v2.1.0,NLP,exim-ds-2026-11,s3://allcargo-exim-models/nlp/2fd42dd55c0d,Draft
1f7fe025-77a2-4db2-95f4-df4ba02c0255,document-intelligence,v2.5.0,LLM,exim-ds-2024-01,s3://allcargo-exim-models/llm/79c29b319822,Testing
b5bae712-a6e0-46e2-a717-ef327a0ca7ae,document-intelligence,v2.0.6,LLM,exim-ds-2025-06,s3://allcargo-exim-models/llm/27fb0847afe6,Testing
c64d9a3a-34ed-4cab-96f4-5b4a2bc7dfe7,document-intelligence,v1.6.1,Regressor,exim-ds-2024-11,s3://allcargo-exim-models/regressor/91b6f16e4803,Testing
0aeedd1a-ef2b-4d18-901b-ad1edda6bcd6,risk-summary-llm,v2.0.7,Classifier,exim-ds-2024-08,s3://allcargo-exim-models/classifier/cfed38abf08f,Testing
b6015e35-e7fd-4650-a617-e0d06038e9f0,risk-summary-llm,v2.5.6,Regressor,exim-ds-2025-11,s3://allcargo-exim-models/regressor/88d0b3a7c870,Production
12a65290-c09c-423d-b4d2-0758520edd08,delay-risk-classifier,v4.5.7,Classifier,exim-ds-2024-11,s3://allcargo-exim-models/classifier/590708e06949,Production
e3d1e9b5-bb6d-43ab-a912-9621e45623bd,delay-risk-classifier,v2.3.2,Classifier,exim-ds-2024-04,s3://allcargo-exim-models/classifier/9bda23a28180,Draft
f62977ba-7547-44d4-9060-259dbe5025c5,document-intelligence,v3.1.2,Classifier,exim-ds-2025-12,s3://allcargo-exim-models/classifier/35d3ad945fca,Testing
6c8e4e74-5e12-4527-899b-2faf6ca17722,eta-regressor,v1.8.9,LLM,exim-ds-2024-01,s3://allcargo-exim-models/llm/6bcd88efbe48,Production
3c74e456-8cc5-4f1a-82e4-81ec1db16c43,eta-regressor,v4.6.4,Regressor,exim-ds-2025-10,s3://allcargo-exim-models/regressor/075e1b621a70,Retired
6427c6ed-a72d-46e8-818d-d997a03e3f3c,anomaly-detector,v4.6.6,NLP,exim-ds-2024-11,s3://allcargo-exim-models/nlp/f9e8945cfd20,Production
