vehicle_id,vehicle_number,vehicle_type,capacity_kg,fuel_type,maintenance_status,vehicle_age
c13edf05-1855-4fe5-8ec0-8094526a469c,TR-3377-2478,Truck,15364.13,Diesel,Good,11
4ec9b831-1a71-47ec-97fe-d43635433da3,TR-2804-2479,Truck,27628.8,Diesel,Good,7
0c121b08-7f38-4fbf-b284-b97a98d46a30,TR-3228-2480,Truck,26570.79,Marine Fuel,Due Soon,17
b84327d3-a61e-4ebb-99de-e1ea4fbe7874,AI-3941-2481,Aircraft,69005.64,Diesel,Good,10
7e36e7b1-a755-4431-8f7e-a45736e5a38a,SH-4147-2482,Ship,8369276.94,Diesel,Good,10
cb2b1c7c-1c4a-4e75-9355-bbd09c5eef12,TR-9747-2483,Truck,22047.58,Diesel,Good,17
949a5160-589a-496d-bb0e-59bc792c20c3,AI-9472-2484,Aircraft,133369.1,Marine Fuel,Under Maintenance,8
a1bb344e-0cfc-4b44-9d16-c5e5a062d4c5,SH-2042-2485,Ship,11877321.03,Diesel,Good,6
f773b274-a87f-43e0-8c6a-f9cc26fd293c,SH-9307-2486,Ship,7160481.44,Diesel,Good,15
df8475a6-c9ea-4a50-9095-fd1034dd2fdd,TR-4291-2487,Truck,6404.69,Diesel,Good,1
be0d1325-7cb5-4107-b0a1-4f729d0183b5,AI-8426-2488,Aircraft,57904.13,Marine Fuel,Good,8
a66ff891-8dc7-42bb-9d3d-9552175fde19,SH-2485-2489,Ship,1258253.33,Diesel,Good,2
ae5ee7c2-804d-4b14-8514-8c577203408a,SH-6319-2490,Ship,24648784.14,Diesel,Good,10
5f2fccd7-de67-4ea9-a4c4-d243cf97f4cd,TR-5463-2491,Truck,16267.51,Diesel,Good,8
c7e63980-c25b-4f09-8d15-1048189bcd34,RA-6771-2492,Rail,413350.33,Diesel,Good,9
22a39188-eb2d-4849-b32e-b7e3b696195e,TR-2684-2493,Truck,19384.74,Diesel,Good,8
715e1471-40e6-4636-b6fd-414755bf2858,AI-7883-2494,Aircraft,85921.7,Diesel,Good,3
67fde110-8d0b-451d-a813-1357732f3cb2,SH-3150-2495,Ship,10214966.26,Diesel,Good,16
c034799a-f768-41b4-aef5-142103468c22,SH-6222-2496,Ship,22007704.81,Electric,Under Maintenance,6
4ed0fae1-02a3-41bc-8469-7def236c0b53,TR-1427-2497,Truck,18119.06,Marine Fuel,Good,3
16292988-a5bd-4ba3-839b-51101ef345ed,TR-4257-2498,Truck,6974.28,Marine Fuel,Good,1
455b2f69-f7cd-4da4-999e-506b3a52dfca,TR-4347-2499,Truck,9577.79,Electric,Good,8
44d945cf-0243-4bc2-853e-3ffbd377368b,TR-2945-2500,Truck,9769.25,Diesel,Good,6
0a1b2c16-5ec7-4bcf-8c3c-d8bda557608a,TR-7868-2501,Truck,14029.57,Diesel,Good,5
8e583377-e423-4276-8ccc-47220d34b7c1,TR-5145-2502,Truck,8536.53,Marine Fuel,Due Soon,6
3b7b6407-3758-42c4-a441-4693c1270026,TR-6212-2503,Truck,24583.43,Electric,Good,13
11745a32-2932-488b-89f5-52359ada0636,SH-4423-2504,Ship,23986281.38,Diesel,Good,17
2889f7ec-fa7d-47b9-bf01-0babd3c12a78,AI-4619-2505,Aircraft,105044.33,Diesel,Good,3
b30013ea-c252-4a8d-927c-6188b072cd76,SH-8040-2506,Ship,20086823.27,Marine Fuel,Good,7
6c4dba84-3470-48cb-b321-dc77f25d90f2,SH-2589-2507,Ship,3227682.87,Diesel,Good,6
1a3223d7-2ebc-44ad-94fb-10800edd28d2,SH-1731-2508,Ship,8957249.27,Marine Fuel,Good,13
9144f7c0-5ef5-4c10-8f11-3653b718543c,RA-8212-2509,Rail,354536.46,CNG,Due Soon,7
12249c98-b597-46b0-841c-ab90456a7cb5,TR-1034-2510,Truck,9078.68,Diesel,Good,11
260e035a-b30f-4f99-9f02-6abe2cb8bee3,TR-6095-2511,Truck,15861.88,CNG,Good,1
7570f771-c2ab-4dd5-915b-15685409b02c,TR-9021-2512,Truck,11646.94,Diesel,Good,8
835f2168-cc76-4338-b7a1-82613042e415,TR-7259-2513,Truck,12702.49,Diesel,Due Soon,5
664d44c1-7211-4e89-969d-ec1221e7832d,RA-4710-2514,Rail,192955.18,Diesel,Due Soon,10
be27bd9b-1a86-4790-ad68-7935a8d2203b,TR-1072-2515,Truck,25866.12,Diesel,Good,8
4709c580-8eb1-4339-944b-1d0d6d402e69,TR-1077-2516,Truck,10886.74,Diesel,Good,7
563637c7-9918-4518-aa07-35cb362f1139,AI-2648-2517,Aircraft,61792.93,Jet Fuel,Good,3
e4d0fb5a-a972-4eb6-ba8a-75f88db63e51,TR-4056-2518,Truck,16219.56,Diesel,Good,10
82491453-f41c-4986-a267-c7eb67ac8049,TR-9865-2519,Truck,14737.32,Electric,Good,2
d9df2f5c-65b7-4ca4-bd70-477caa14f057,AI-9832-2520,Aircraft,128892.94,Diesel,Due Soon,18
3423c2fd-c7fd-4475-b958-ee69fa63bbef,TR-4746-2521,Truck,4373.86,Diesel,Due Soon,6
65abf9d3-5b1d-4068-b814-3a87f34bc384,TR-4590-2522,Truck,20187.54,Diesel,Good,4
3f21513a-6297-4587-9b9f-5c6cd0c4350a,RA-9195-2523,Rail,327130.69,Electric,Good,18
90bbc173-4767-4c5d-a796-ed07bc4db050,TR-4200-2524,Truck,27102.62,Marine Fuel,Good,9
8033d755-c4cb-45b1-83fc-3d078b80eb77,SH-1731-2525,Ship,22901149.33,Diesel,Good,14
eaecbc94-eb77-42b1-845a-3062143ffd7d,TR-2440-2526,Truck,21119.11,Marine Fuel,Good,12
a9ffea85-c298-4d47-84c6-89cf2aa4b904,TR-6648-2527,Truck,14107.52,Diesel,Good,14
70efc589-3ef4-4c2a-8ed5-e04a8f3e5bd2,SH-9307-2528,Ship,8428977.62,Diesel,Good,2
7232b7ca-99c6-4a81-af52-e9b29d838a5f,TR-1904-2529,Truck,15716.15,Electric,Due Soon,4
22567ff7-386e-4efd-be2a-6a2ed09d5d03,TR-3859-2530,Truck,3472.7,Diesel,Good,12
83a97cc8-dc95-4ac2-a463-61b6c0a04205,TR-5744-2531,Truck,15113.46,Electric,Under Maintenance,12
b6d9a90b-32da-48da-9109-66fbc3c2ff49,TR-2643-2532,Truck,20815.07,Marine Fuel,Good,8
bd63cf60-350c-4645-973e-6501c6cf455c,TR-5631-2533,Truck,14170.19,Diesel,Good,14
5e845280-e564-4948-a1d3-608ec3406e81,SH-1470-2534,Ship,3206849.36,Diesel,Due Soon,4
33e315bd-972c-4f62-adf9-f1d6a3809b23,SH-2871-2535,Ship,18921980.42,Diesel,Due Soon,15
2f52dcf5-dde6-49bd-a0fc-2a3bef1a9530,TR-5346-2536,Truck,12679.33,Marine Fuel,Due Soon,18
0a0d5294-72db-4081-83af-3fa51a71035a,TR-1557-2537,Truck,3652.6,Diesel,Good,5
03528d23-c129-4d3f-aa85-aa34afef3004,TR-8322-2538,Truck,16462.23,Diesel,Due Soon,1
1320c6db-9d53-4f14-8ff2-cf8af2743027,TR-3743-2539,Truck,16074.64,Marine Fuel,Good,7
d307a8e1-a652-4836-aa35-2bac52dfa5ff,SH-2934-2540,Ship,4861848.57,Diesel,Good,18
07a69107-d493-42ac-b974-7c820672ac17,RA-7953-2541,Rail,169615.69,Jet Fuel,Good,9
67bec3ce-e572-4630-9247-a3438d841410,SH-1767-2542,Ship,16270584.34,Diesel,Good,6
6ca458d8-ee61-4ec9-bf4e-a5b343090640,SH-9247-2543,Ship,20564812.83,Marine Fuel,Due Soon,17
9d0ed7de-5128-414c-a256-8e0fd7338d55,TR-9467-2544,Truck,11206.03,CNG,Good,2
e72407c5-ac78-4deb-a4ca-049e3489330b,AI-3385-2545,Aircraft,36089.6,Diesel,Good,17
81a65feb-31dc-4e71-88fd-30ff30dae4f1,RA-8051-2546,Rail,286195.99,Jet Fuel,Good,17
242a4548-9162-400d-9ccc-3c47986d69b2,TR-7508-2547,Truck,20856.89,CNG,Good,18
3d9bcc83-d015-47ed-a3bb-2a63a68bbce0,SH-7716-2548,Ship,3650407.9,Diesel,Under Maintenance,13
40e783fb-0e8b-4a6b-bb69-8ca48ff52894,TR-1439-2549,Truck,15808.54,Diesel,Under Maintenance,10
65f9b701-f092-4b8d-9a1f-f9bf0e30ee8b,SH-4940-2550,Ship,22799065.4,CNG,Due Soon,17
4f22624a-9fe9-4c86-86ce-b8422926af5f,AI-9484-2551,Aircraft,53067.74,Diesel,Good,9
bafe52b4-4c8d-46be-b849-b6d1aa250ae6,SH-9936-2552,Ship,1696433.59,Diesel,Good,8
353a61b3-0dea-4736-ad2f-15fda747ea02,TR-5589-2553,Truck,25176.07,Diesel,Good,4
faa7fad7-5545-4358-a3b9-8614777e1210,SH-6948-2554,Ship,5775553.24,Marine Fuel,Good,14
98efcf20-96ab-4759-8f5a-9bdef5e21ded,AI-1858-2555,Aircraft,18866.01,Diesel,Good,4
71cd53c4-8375-4e75-b58e-568c934f1402,TR-7627-2556,Truck,9934.35,Electric,Good,14
f7438bcf-748b-4856-a6c4-aa42c26911fe,AI-1656-2557,Aircraft,36627.49,Diesel,Due Soon,15
eb93b4fa-ca19-4a6d-bbd6-ac4e2a37a620,TR-1671-2558,Truck,27160.88,Marine Fuel,Good,13
4cee987a-eb08-4980-99de-7fc2dd66ca2d,SH-7097-2559,Ship,14855433.86,Marine Fuel,Under Maintenance,10
9e8f0594-c4bf-4ede-a072-887a8954401f,TR-5294-2560,Truck,14984.49,Diesel,Good,12
fc67e2d5-430a-4c57-bf12-c3789fb44d6d,TR-3141-2561,Truck,21641.38,Diesel,Good,18
1e1b9a85-aa17-424d-96b5-c1523a59ef75,TR-4747-2562,Truck,22489.46,Jet Fuel,Good,13
ca211f14-4f39-4e06-b282-ed0e255f0c9a,TR-7276-2563,Truck,26512.8,Electric,Good,1
0667736b-0ab3-4298-8b9f-78f6e2cf2ed2,TR-9355-2564,Truck,12888.38,CNG,Under Maintenance,14
4b452cb7-2ee9-4673-bec9-98a1c7a11621,TR-4053-2565,Truck,25322.03,Diesel,Good,3
a3695960-b794-4bc7-924e-6f1e05ee59c8,SH-8823-2566,Ship,10954049.88,Diesel,Good,15
74b68f63-b053-421b-8f9c-71b8b92cdb45,RA-2500-2567,Rail,340370.89,Diesel,Due Soon,5
912393d3-219a-41e5-86d0-693c1c297ca2,TR-5930-2568,Truck,16043.02,Diesel,Due Soon,18
564c5cb1-4363-4167-8007-ac2663d53dcc,RA-1433-2569,Rail,530467.43,Diesel,Due Soon,14
b1474091-04af-4aad-9ae7-69d870156884,RA-2024-2570,Rail,486275.83,Jet Fuel,Good,7
5819d22e-b07d-4181-a921-8a056f91e2e3,SH-9779-2571,Ship,18341079.49,Diesel,Under Maintenance,9
003b91b7-e440-4f83-b81d-4379370f6a0e,AI-8722-2572,Aircraft,118190.04,Diesel,Due Soon,8
213c7cac-6348-4d96-87c3-e0d34d291521,SH-3263-2573,Ship,19699097.43,CNG,Good,18
4c87b9d5-74af-4937-90b9-aa61f520267b,TR-3201-2574,Truck,21931.84,Diesel,Good,15
cf49635b-ea67-488a-b618-97085f0ec5a3,SH-3446-2575,Ship,10032595.27,Diesel,Under Maintenance,2
8b5990ef-3a44-4b8f-b934-83dcb3009735,TR-6279-2576,Truck,5906.19,Diesel,Due Soon,12
0c059d2a-14c7-4eb3-a38a-8398d37f47c4,TR-4718-2577,Truck,17252.86,Diesel,Due Soon,15
78de0603-753d-47a2-bf88-8da4057f06b7,SH-8130-2578,Ship,4400575.11,CNG,Good,9
0ac0c4e3-cf06-40fe-8c47-acbb98e6e070,TR-9341-2579,Truck,25588.55,Diesel,Good,7
27ddfc51-4976-4486-b6fd-0d7e54a72299,SH-8380-2580,Ship,16938197.14,Diesel,Under Maintenance,4
eb88e474-a580-46d3-8880-e352be8af1f6,TR-2006-2581,Truck,4770.48,Marine Fuel,Good,12
526d11e1-85b1-44a4-aa46-af7ab31d6c12,TR-6063-2582,Truck,4286.03,Marine Fuel,Good,13
bda95e69-bd16-4dca-853d-5fbb190a7eab,TR-2284-2583,Truck,5995.62,CNG,Good,18
3361b6dc-5f6b-46b4-8f33-f8666e814362,TR-4984-2584,Truck,25975.35,Diesel,Good,10
9619e9fd-ddf4-48cb-8b00-dfc06fdaa257,AI-9439-2585,Aircraft,134997.3,CNG,Due Soon,15
6b73758b-78fb-4106-9588-066df283ac9b,TR-1859-2586,Truck,14459.05,Diesel,Good,11
512618b6-3b1e-4f49-bcb9-fada13c3791a,TR-2261-2587,Truck,16032.08,Electric,Good,4
0ea2a71a-142e-45de-9b20-bed0beeddd25,TR-3175-2588,Truck,9357.95,Diesel,Good,1
3542e1ac-75c4-4e39-a52b-fc37c8d9c25b,TR-7377-2589,Truck,23599.56,Diesel,Due Soon,14
b6ac5d69-eb7a-4ae7-8633-ea3ef725dfd9,AI-3592-2590,Aircraft,63953.96,Marine Fuel,Good,7
544beb20-8bc6-4fe6-a2ff-ca2801b8b3d5,TR-9659-2591,Truck,7023.65,Diesel,Good,7
2e3a8b00-7839-45ac-a419-eeb0b5a9fd24,AI-2725-2592,Aircraft,13293.54,Diesel,Under Maintenance,13
e7a2066c-6aba-4d53-aee5-9367aef38e58,TR-4605-2593,Truck,24047.12,Marine Fuel,Good,14
5858c7c2-2fd0-4fd5-b0ab-6bbe5ba838c4,TR-6775-2594,Truck,25995.63,Jet Fuel,Good,12
abdc53e0-f0f9-4278-8ac8-8828c68c1942,SH-8402-2595,Ship,19421828.77,Diesel,Due Soon,6
19d1c0d2-4567-412d-96fa-2acad346acd9,TR-2601-2596,Truck,11769.93,Diesel,Under Maintenance,7
c8d99298-2861-4fea-9f57-b12a17a837be,TR-8235-2597,Truck,23801.81,CNG,Good,16
4e002719-0ccc-44b7-be92-f5061996e106,SH-2309-2598,Ship,3183765.53,Marine Fuel,Good,9
da5a7440-bceb-4882-b1bf-7987ea986d11,SH-5140-2599,Ship,1121058.78,Diesel,Good,8
62d09021-e184-493d-b0f9-b00249a4779b,SH-2452-2600,Ship,969873.92,Jet Fuel,Good,14
88189787-174d-4347-82f4-60799c5fec2f,TR-3340-2601,Truck,17938.3,Diesel,Good,10
bad2b438-94c8-4686-88f0-896b90f1c236,TR-2830-2602,Truck,14600.42,CNG,Good,7
dfdd0449-5249-4e96-ab82-80ba92dc6140,TR-1552-2603,Truck,14389.13,Marine Fuel,Good,1
5ec73dd8-377e-410f-a773-12d70c84fa9a,RA-5643-2604,Rail,165854.2,Jet Fuel,Due Soon,10
83a490f0-67b0-4afb-9cff-2cb3d43e840b,RA-6927-2605,Rail,292608.94,Diesel,Good,8
14101c52-c302-43c1-9f8e-eb4129ac3166,TR-9088-2606,Truck,25889.48,Diesel,Under Maintenance,8
bc9d9e23-e255-4b9c-b061-8c8197d2893e,RA-9086-2607,Rail,601426.03,CNG,Due Soon,9
2dfb84e6-70a6-4753-87e7-c384a599a840,TR-1659-2608,Truck,6773.93,Diesel,Due Soon,8
6b29f628-3948-4eb7-930f-b046166988af,AI-7687-2609,Aircraft,126881.91,Marine Fuel,Good,1
6ecba1b2-67bb-4e6d-ae4d-d7f940bf0575,TR-8740-2610,Truck,12794.48,Jet Fuel,Good,11
8b3a4e0c-c8ce-4078-b077-650fb5302f06,TR-3814-2611,Truck,18329.09,Diesel,Good,16
79c3e019-8762-4ece-a1ef-b0546ca2f016,TR-5186-2612,Truck,23789.45,Diesel,Good,1
db3dc4da-f4bd-42a6-b94c-914ad1c84015,TR-5886-2613,Truck,22648.15,CNG,Good,16
d5e8734c-8dfd-46e7-ae1b-873afda2106d,TR-6922-2614,Truck,26432.22,Electric,Good,6
6c7d581b-0f7a-406c-8c95-3151202dd76a,SH-4326-2615,Ship,9869351.77,Electric,Good,13
d12f7c57-f216-45d9-bddb-c873c6847cca,TR-9384-2616,Truck,11582.76,Marine Fuel,Under Maintenance,1
17f48212-60d9-427f-9f78-c3a29ddcae8b,SH-1341-2617,Ship,13045659.86,Diesel,Good,14
37c1debd-dbc8-4aa7-a87b-0befc54fc03a,TR-4052-2618,Truck,18343.34,CNG,Good,18
f1f4a5a3-aae5-44d7-9579-ceb53f7f4c64,AI-4062-2619,Aircraft,117653.96,Diesel,Under Maintenance,10
68c67561-50e7-4cc1-8055-c945e239cb09,TR-6633-2620,Truck,22170.1,Diesel,Good,15
710c3224-0fc0-44af-bb99-b0a42cc69986,AI-3755-2621,Aircraft,12474.8,Diesel,Good,17
04d79809-f18c-4808-86f8-b43f7c5c72ba,TR-2156-2622,Truck,3209.99,Electric,Good,1
6e87024c-56cc-4e10-80e0-a58c04b046ad,TR-5842-2623,Truck,12795.08,Jet Fuel,Good,5
341fe1ae-21a2-4e86-9f46-c25d2a984e76,SH-4863-2624,Ship,16092200.95,Diesel,Good,14
d374e37f-df78-4544-9f40-7fbd7c0ce904,AI-1272-2625,Aircraft,128784.81,Marine Fuel,Good,9
988ebe16-e7f3-4272-8b11-e4220ae62f76,TR-3431-2626,Truck,12167.32,Diesel,Due Soon,11
42c64489-79d3-441c-b6a0-c94480e99477,SH-8136-2627,Ship,6458799.96,Diesel,Good,15
597ccb67-5abb-424d-8ea6-3c29116c471d,RA-9479-2628,Rail,677840.62,CNG,Good,16
2a3b8b33-9194-4c59-a23c-8da2c66aaed1,AI-2917-2629,Aircraft,108947.75,Diesel,Good,9
9344a3f4-c148-41eb-84f4-59daa39e24f3,AI-4602-2630,Aircraft,15857.49,Marine Fuel,Good,8
3ffabdb7-7b85-4c6d-a26e-a98165894f4b,TR-4691-2631,Truck,11507.97,Marine Fuel,Good,17
f458628b-72b7-42b8-ae66-d6a288537729,TR-4008-2632,Truck,16914.43,Diesel,Good,8
ee0e16aa-c6be-40b1-8148-ee87bf9eda29,AI-2084-2633,Aircraft,91514.78,Diesel,Due Soon,9
0514ccdd-4e21-4429-9219-74702cf6b598,TR-9273-2634,Truck,3238.45,Marine Fuel,Good,11
6b79967c-8f03-403a-9586-c80c42443438,TR-3790-2635,Truck,18311.03,Diesel,Under Maintenance,13
66d05531-034d-4b08-838f-786271483996,TR-2092-2636,Truck,10414.15,Diesel,Due Soon,16
93ad4023-bbd2-4839-b79d-7b037818ae53,SH-2457-2637,Ship,18062486.98,CNG,Due Soon,16
cfc503c2-10a0-4258-a840-83eb8e53cfee,AI-4302-2638,Aircraft,102075.94,Diesel,Due Soon,17
92bc2cae-d85c-43ff-9d7d-3afdc552b5b1,TR-7493-2639,Truck,16013.29,Diesel,Good,18
1c9dfdbc-9942-463b-8269-07a5ba8b28c6,TR-3929-2640,Truck,18451.59,Diesel,Good,17
1faf6b29-fd23-440a-b43a-9dc0abb67c5a,SH-4991-2641,Ship,23093106.89,Diesel,Good,11
bc851ed1-55be-4b10-a34a-4aff37afd35f,AI-4918-2642,Aircraft,135572.13,Marine Fuel,Due Soon,10
2d69bc1b-6db0-4d20-a6df-4b5de27a7027,AI-3317-2643,Aircraft,31567.84,Diesel,Good,8
97e77664-fd7a-4f8b-bcf2-5ea7e6df513f,SH-9730-2644,Ship,11567213.89,Marine Fuel,Due Soon,6
c75067e8-223a-46cd-abc5-59556072a195,SH-6796-2645,Ship,22123422.6,Marine Fuel,Due Soon,5
a90fe325-49de-4372-bb06-a9f978f00491,AI-5560-2646,Aircraft,24118.02,Diesel,Due Soon,11
0960cc01-60fb-49fa-b1da-80334d61a24e,SH-3272-2647,Ship,5945013.76,Diesel,Good,18
1dfb68d8-8393-42bc-a476-2ef9dbd60d46,TR-7190-2648,Truck,10251.85,Diesel,Due Soon,16
99049193-e018-4a2f-acb3-d786609a15dc,TR-5470-2649,Truck,21157.74,Diesel,Good,6
778931b1-c61c-4a2b-b820-a088db4e24a9,TR-1120-2650,Truck,9637.91,Diesel,Due Soon,14
1fdd6470-dc75-4bed-a4ea-17f0b6f16519,TR-6337-2651,Truck,4911.41,Diesel,Due Soon,10
6a0968ad-8c1d-4441-8653-8803c314c4f8,TR-8646-2652,Truck,11723.77,CNG,Good,11
ff5c34c3-c306-4766-9db9-d6e01281a4c6,TR-4542-2653,Truck,9204.56,Diesel,Good,16
0795edae-5b9d-46d0-b92b-9d60221ef12b,SH-8141-2654,Ship,3192196.87,Diesel,Under Maintenance,2
fd7f212f-126a-4aee-9094-22747e08d384,SH-6204-2655,Ship,16930972.71,Diesel,Due Soon,17
87d119ea-15ea-4188-98a2-9833e5edebe1,SH-7377-2656,Ship,15661076.44,Jet Fuel,Good,18
852853b8-8fc2-4f60-a492-c52cb35258cf,TR-3239-2657,Truck,23274.94,Diesel,Due Soon,11
b9933069-ae07-4c79-95d0-6db8cc09d971,TR-1890-2658,Truck,3229.45,Jet Fuel,Good,8
1fc3a0f2-d01b-4ae1-9752-cffa61d32f35,TR-3563-2659,Truck,14853.67,Diesel,Under Maintenance,3
c5a7f197-0d6f-46ba-adfe-fc2d3765649f,TR-7292-2660,Truck,17163.46,CNG,Good,18
e4ebe6aa-58c5-4f5a-94d1-56f3fa494965,SH-1972-2661,Ship,24302474.79,Diesel,Good,9
c0fdab16-470f-4c04-b893-9eef9cf6a8b1,SH-1007-2662,Ship,6639977.22,Diesel,Due Soon,5
6a1ee741-3d9a-45e2-bb3f-42bb20ce304f,TR-4298-2663,Truck,3964.22,Diesel,Good,14
9a08ef67-0f00-45bf-916d-1c5717aa4dbb,TR-5100-2664,Truck,26745.14,Marine Fuel,Under Maintenance,6
9c924200-6d23-4509-bd7a-bb01940fee96,AI-7831-2665,Aircraft,102429.26,Diesel,Good,7
ecd8334f-bcf2-4e0c-ad5e-79cc4b812278,TR-3618-2666,Truck,23611.2,Diesel,Good,14
fc201dc1-6c19-49c8-81f4-fabf17afd09b,TR-6365-2667,Truck,24385.46,Marine Fuel,Good,16
8c852f08-196c-4865-a145-cd0b9712714e,TR-9809-2668,Truck,19096.85,Diesel,Under Maintenance,18
f75a0ff4-1dbb-4556-9cad-d1f6292ada30,AI-9556-2669,Aircraft,137944.09,Diesel,Under Maintenance,12
b065a2bb-d527-44ed-a5a8-ac6390207226,SH-7414-2670,Ship,9301635.86,Diesel,Good,8
c5807553-c19a-4fdb-9fe0-01099d38a446,TR-3187-2671,Truck,6777.36,Electric,Good,9
13cfaafa-579a-49bc-bfab-60de7479287f,TR-5170-2672,Truck,9966.29,CNG,Good,6
54b304f6-b97d-4088-8950-2de6237e9c09,TR-1789-2673,Truck,8665.68,CNG,Good,6
851a4f07-125b-4bea-b919-e6fd6c845448,SH-9842-2674,Ship,14215041.26,Diesel,Good,4
074fe0ac-5220-40bb-9041-8de02cb464ff,SH-4037-2675,Ship,7933805.05,Diesel,Due Soon,17
03816690-9f5b-41f6-a8a0-35fc237d8f4b,TR-2655-2676,Truck,12487.43,Marine Fuel,Good,6
667b5990-268f-4ff0-b65a-659f52da361c,TR-9788-2677,Truck,24496.41,Diesel,Good,5
9b3dd8a2-04c9-4119-bfeb-044f7d385b7a,SH-2648-2678,Ship,10312360.05,CNG,Due Soon,5
0dbe5737-cf6e-4405-b9e6-bf80702a8d81,SH-2937-2679,Ship,10837884.15,CNG,Good,10
53e4f121-31ee-48de-afc9-cbb70f4cc82c,RA-9171-2680,Rail,265846.38,Diesel,Good,4
00a8e599-6e5d-4b0b-90c5-64fe55c2063b,TR-1547-2681,Truck,4315.95,Marine Fuel,Good,8
2fd7065d-a976-4726-897f-f5301fb05868,TR-3882-2682,Truck,12157.66,Marine Fuel,Due Soon,11
ac3999a4-2325-411d-8da9-1689da899ccb,SH-2678-2683,Ship,16612115.23,CNG,Due Soon,4
35dbddf8-66a8-4935-9ebe-fe08e1816d15,SH-4918-2684,Ship,15660626.69,Jet Fuel,Good,7
13aa883b-7f8b-4239-9244-ea894abf719f,TR-1136-2685,Truck,9159.81,Diesel,Good,17
b2462d17-8e09-4839-b586-2b1829820bf0,SH-4909-2686,Ship,12306124.39,Marine Fuel,Good,7
89224f9b-663e-466f-b196-7ecb21ba2d9f,TR-7520-2687,Truck,4473.67,Jet Fuel,Good,12
d609fb8f-70da-4c2f-83e3-99c9ad1b5971,TR-1901-2688,Truck,7833.0,Diesel,Good,2
d2ba5fc9-7730-4e24-a2dc-d1c1e962f56b,AI-6721-2689,Aircraft,126538.51,Marine Fuel,Under Maintenance,15
6e43755a-f6f7-41c3-8af7-bcb1a837adbe,TR-6765-2690,Truck,13621.39,Diesel,Good,11
b0535eaf-507c-4672-b7ff-ef1b9fcb939c,SH-6787-2691,Ship,10037000.7,Jet Fuel,Good,11
68921590-7e86-4715-8e08-2760399d3b00,TR-9421-2692,Truck,5383.35,Marine Fuel,Good,2
ea51149a-e912-4d67-b89d-4f4d4d0990c8,TR-4482-2693,Truck,14351.11,Diesel,Due Soon,3
bab95f3f-754f-4e15-8278-ae74996d82cc,AI-6126-2694,Aircraft,29044.97,Marine Fuel,Good,1
ed61c238-ffe8-44c8-91ed-ad51ab92b389,TR-7455-2695,Truck,8930.75,Diesel,Good,5
e9ced528-1ded-4bbe-837e-4239aafc18f9,TR-3988-2696,Truck,7619.0,Marine Fuel,Under Maintenance,14
f905950c-ae74-4096-914e-7c46f3caff28,TR-1100-2697,Truck,25365.01,Electric,Good,11
425e1325-96be-4fa2-a2ea-3c01b3aad0f1,TR-2793-2698,Truck,17202.74,CNG,Good,14
31525bf7-1aad-4152-a746-dcf87ffaed53,SH-9064-2699,Ship,19810538.79,Jet Fuel,Good,3
76537e02-1363-4282-9346-a321115af4db,TR-4075-2700,Truck,15902.4,Diesel,Good,1
f233021f-dde3-43d1-b40c-67ff1242d5ef,TR-4368-2701,Truck,15938.81,CNG,Good,13
bcd577c1-5695-4905-be30-1465782b4fa9,TR-6036-2702,Truck,5449.06,CNG,Good,2
398b5ea3-c50e-4e5c-9c49-63e841ba01e1,TR-1801-2703,Truck,22985.61,Diesel,Good,11
dc4b9749-eda2-477b-a878-ab7f0366b2a7,RA-1679-2704,Rail,310584.38,Diesel,Due Soon,8
dfb25c63-3485-49bb-a7cf-9a1759655bd5,AI-8555-2705,Aircraft,25164.44,Diesel,Good,8
3c1acd4b-f6e9-4b92-9291-e002154a15a6,SH-2100-2706,Ship,10622540.18,Marine Fuel,Good,15
d5368ba2-402a-4697-a994-44f4b8dae536,TR-6380-2707,Truck,5760.24,Diesel,Good,6
f8e4db44-3341-454c-8f75-7406c51d3e46,TR-1260-2708,Truck,7055.84,Jet Fuel,Good,2
be525a71-01aa-4e33-8a62-431353f10a32,AI-5442-2709,Aircraft,71036.36,Diesel,Good,8
8eef9433-e138-4c74-b1f4-98a85e992fd4,TR-3104-2710,Truck,23623.3,Marine Fuel,Due Soon,11
dd949a9a-b333-48cd-8905-a962b46d5d98,TR-5742-2711,Truck,15569.29,Diesel,Good,5
751d2677-8e0d-49a1-9491-542eb76a3d9c,TR-7192-2712,Truck,20810.55,Diesel,Good,5
d090d400-6360-4003-8278-07aab8d85d93,TR-7684-2713,Truck,15985.83,Electric,Good,3
cbebece8-5f27-413e-a00a-b0a3c8c20947,SH-2750-2714,Ship,8100463.98,CNG,Good,9
41bdaa94-e4f0-494d-9b5a-1a44ee520321,TR-6927-2715,Truck,24364.58,Diesel,Good,13
409d478d-00d2-4760-bf57-8df4b1c4fb8e,TR-4249-2716,Truck,6043.07,Marine Fuel,Good,11
3e909d33-33a1-4e84-98dd-81a35e091f19,TR-2078-2717,Truck,11112.67,Marine Fuel,Good,8
5c75d630-50cb-43b0-bf59-f004497a0f1d,TR-8957-2718,Truck,5218.63,Diesel,Good,12
534a4075-fcd0-481a-8179-7500e89407e5,RA-1932-2719,Rail,438343.99,Diesel,Good,9
635963d8-13ae-4437-992b-c7a45a78570f,SH-6454-2720,Ship,17386952.73,Diesel,Good,7
10c2d299-1391-474f-95ee-b29731ac6231,AI-4948-2721,Aircraft,108166.77,Diesel,Due Soon,4
