carrier_id,carrier_name,carrier_type,average_rating,fleet_size,years_of_service,headquarters
9ad687bf-31ba-40e0-9566-15df6bc11ee5,MSC 2687,Road,3.73,3695,25,South Korea
1d55e704-4ea9-4761-bf25-a8faab33af5e,CMA CGM 2688,Sea,4.68,3259,24,China
f21e37fa-a2f1-48c5-83dd-af5ce1a7aa9b,CMA CGM 2689,Road,3.97,1701,21,Germany
07de5230-fa5e-46c1-bbdf-50475e2f82a1,Maersk 2690,Sea,3.11,1819,5,United States
7df3fdfe-bdfb-4886-beeb-e1300da1fda1,MSC 2691,Air,4.19,117,24,United States
8f60be57-4c5c-4e18-8dd9-9471e4aad8e1,MSC 2692,Air,4.05,3679,6,United States
1a963277-3c35-48ec-a111-988624a084a1,CMA CGM 2693,Road,3.74,164,28,Japan
e839cbc6-7967-40f9-ae77-872cad8f284b,DHL 2694,Sea,4.09,2720,12,UAE
28969726-2bc7-478b-b496-891f76fe933f,Allcargo Express 2695,Road,4.24,1901,35,Netherlands
969d1c36-0abf-46b3-bf09-4dc45ded0771,Emirates SkyCargo 2696,Sea,4.13,1005,20,China
ca3ea81b-8323-4d0c-bbbf-2e14c6a57e09,Kuehne Nagel 2697,Sea,3.34,1062,9,Netherlands
817c0cf1-674c-4234-9f5c-06358e7fc1c7,Blue Dart 2698,Sea,4.37,3360,28,Singapore
e0a27367-fbcf-458d-9911-b35284219f66,Kuehne Nagel 2699,Air,3.41,353,11,India
8dbc98d6-56a4-45fd-bb99-377d5a11615a,DP World Logistics 2700,Sea,3.58,1527,38,Singapore
d71a885b-b199-4460-86a8-e87eaae3976b,DB Schenker 2701,Sea,4.27,1137,28,Netherlands
cf7025af-d142-4299-b5aa-bf30d67290b2,DHL 2702,Sea,4.72,1108,17,India
7fa2dbca-245c-40c6-a381-47cc50ea2c60,DB Schenker 2703,Sea,3.82,3623,16,Germany
ee80071a-1d37-4b5b-810f-5930026a0c5f,DP World Logistics 2704,Sea,4.28,2848,22,Singapore
33c29e0a-af77-40af-b71e-99125bf22981,Hapag-Lloyd 2705,Air,3.81,110,28,Singapore
ad74f8f6-55e2-4c68-b184-2521fe2d1e68,FedEx 2706,Road,3.5,1395,33,China
2bbe429d-1aed-454c-9408-1342178fdbb1,DHL 2707,Air,3.49,726,4,Singapore
0e86b5d2-4387-45cb-a5ac-b442db67b16a,Maersk 2708,Road,3.64,1706,3,Netherlands
0583d17f-b473-4aa2-985a-8c287b56fa02,FedEx 2709,Sea,3.75,4086,13,Singapore
55ca81a0-b164-4086-af1f-efebf0f85003,DB Schenker 2710,Rail,3.97,3259,10,South Korea
30aadee5-c0d1-425b-9c76-427ea43d93cf,CMA CGM 2711,Road,4.85,938,25,Singapore
265a13f3-f68f-4d4e-9aae-5c016a01b589,Emirates SkyCargo 2712,Sea,4.05,3388,38,South Korea
7a96a19b-cca6-4d6e-bdd8-fc0d3a3df7e9,FedEx 2713,Sea,4.17,2051,16,Singapore
299884f6-1679-422b-be66-64c35040938b,Emirates SkyCargo 2714,Air,3.45,2429,3,China
903312a9-2c43-4411-9df4-1b26d69458f9,Emirates SkyCargo 2715,Sea,3.12,2100,17,Netherlands
d2120b24-df17-4a2a-8e7e-4c3b8e41d3a1,Emirates SkyCargo 2716,Road,4.76,1899,22,India
c459e8c8-b1bf-440b-a628-869376c66b27,Hapag-Lloyd 2717,Sea,4.08,939,13,Singapore
a6e2988c-55ae-4d41-93a0-d30ed49428d8,Hapag-Lloyd 2718,Sea,3.31,2359,30,Japan
4d059ea1-ec61-4730-98e1-09c1104b6198,FedEx 2719,Sea,3.82,1096,36,South Korea
99a8af18-d151-47d1-b19b-399484b64222,Maersk 2720,Sea,4.05,3002,5,India
6f6d1d4d-2009-42fa-a554-5837547d17a6,Blue Dart 2721,Sea,4.5,645,11,India
8e168139-3b13-47eb-a4cb-da864ce4b0f5,DB Schenker 2722,Sea,3.75,126,12,Singapore
474015a7-506c-49f7-9f0a-413b819228d7,DP World Logistics 2723,Air,3.23,848,9,Japan
d5a49aa3-6bbb-4556-964f-43ed8c901677,DP World Logistics 2724,Sea,4.36,4059,34,China
2f9c8584-9eb1-4591-9945-3dccf6f4c3c4,CMA CGM 2725,Sea,4.08,1086,29,Germany
e3d9a547-5532-4e5a-80ed-77b287d1e8bd,DP World Logistics 2726,Sea,4.16,3084,29,Germany
9e56b7e0-3565-4392-8d0e-101c4d117e01,DHL 2727,Rail,4.29,145,18,Germany
9d3d6803-ef7c-453a-8b71-a846c8b75f62,Allcargo Express 2728,Sea,3.2,786,11,Japan
ef83642b-016a-4c23-961c-89bea91d0620,Kuehne Nagel 2729,Sea,4.07,416,7,China
95de5309-3b46-4f7c-89ad-48088943a39e,Maersk 2730,Sea,3.32,3312,37,UAE
71d98183-f54b-455e-b268-260d2eef77cc,FedEx 2731,Road,3.92,3359,19,India
a557317a-bace-4ee4-ba82-af298ce96928,Kuehne Nagel 2732,Sea,3.34,3407,5,Japan
336914d0-481a-4d5f-92d4-c2889f7c23c4,Emirates SkyCargo 2733,Road,3.76,4070,34,Germany
715c5504-e865-46f7-8326-a9efe4727739,Blue Dart 2734,Air,4.16,3947,34,United Kingdom
e4b199be-26f5-480f-bce6-d74bc5549dbc,Maersk 2735,Road,3.33,3015,9,UAE
6dd7a4e5-d830-4dc1-8a0e-4e3d47e0657f,Hapag-Lloyd 2736,Road,3.71,673,9,United States
9f27e2a6-1dea-4570-a684-6974451ebc8c,Blue Dart 2737,Road,4.19,4046,19,Netherlands
3e517b12-1423-408b-b8f6-d22ca69a7fed,MSC 2738,Rail,3.12,922,34,South Korea
6b9c134b-a425-4311-a909-5d559ba1baff,Emirates SkyCargo 2739,Sea,4.22,788,21,Japan
3afa7cd3-02b0-4bdd-9697-9a7c0ddbfcd4,CMA CGM 2740,Sea,3.54,1836,27,Singapore
30734e21-e32f-4e69-936b-6038fda2b4c8,MSC 2741,Road,3.12,2432,33,UAE
f1b161d5-92b8-4501-bb6c-019bf6f958ea,DB Schenker 2742,Sea,4.82,4197,12,Netherlands
7898e1ea-ec69-47ee-aadb-427f36cdc571,DHL 2743,Road,3.36,1037,28,China
a3556e82-7380-4ad7-a068-7cc92a11f810,FedEx 2744,Road,3.77,356,38,South Korea
c7b395c8-67cc-43ea-bdd7-db5ec3eb23e7,Kuehne Nagel 2745,Air,3.14,3472,19,China
f489a543-26d6-4c6b-aa82-938ab4bd4379,FedEx 2746,Road,3.99,2844,17,United States
535866cd-f853-49cb-9311-11b887ce5c7b,DP World Logistics 2747,Road,3.37,536,4,United States
b092bd24-acfa-4fd0-9336-70f07527721b,DHL 2748,Road,3.48,1397,9,Netherlands
2a9bbea3-82de-4324-910c-aa9114cc73c1,Allcargo Express 2749,Rail,3.23,2240,24,Germany
4d5d71b9-d794-46a5-acce-46403222750b,Kuehne Nagel 2750,Road,4.35,1926,25,United Kingdom
eeb0c947-61cb-4cb5-954a-c8efa3183bf2,MSC 2751,Road,4.78,2300,16,India
4578e36f-16da-41e5-8e32-5247ac6400dd,DP World Logistics 2752,Sea,3.86,2525,38,United Kingdom
338b9168-c42e-45d0-8268-7048a2bd4bee,Kuehne Nagel 2753,Sea,3.5,3121,37,Singapore
bb6dbe48-08b1-49eb-9b39-ac4a3c382a7b,Blue Dart 2754,Road,3.42,3233,18,United States
2c8dd4ad-8784-48ea-9049-cd9940f73fa6,FedEx 2755,Road,4.2,1945,19,Japan
41423b72-963b-43d9-9f62-8ea7dc0aab17,Maersk 2756,Air,3.65,1500,35,Japan
79030028-d6c7-4c5f-ac25-4d5909f3e3cc,Maersk 2757,Road,4.45,1320,26,Japan
e74c3dae-7411-4e7c-9e36-51d0acfca711,MSC 2758,Road,3.49,1984,28,Netherlands
ba686df0-33a2-469f-b32c-2a63fb57c7a0,Maersk 2759,Sea,4.34,2503,12,India
7e6b2d83-2ce4-4d89-962e-d879c2382b7b,DHL 2760,Air,4.61,2481,6,India
26550308-24d1-4edd-870c-99b3133ac831,MSC 2761,Air,3.86,4181,27,United States
6e994888-e33d-4fca-8e94-e88ed4a1f096,Allcargo Express 2762,Sea,4.33,606,31,Netherlands
5aa8a371-cbd5-4ff7-9bd0-9a3a8f59e12f,DHL 2763,Sea,3.77,1496,20,Japan
eb307e81-9bf6-4f69-8229-94b033e961a2,DHL 2764,Sea,4.45,4000,14,Netherlands
a9f0e744-565f-4e9f-bf95-f14e25f07ac3,FedEx 2765,Road,4.6,1808,24,Germany
769d3db2-82ad-4e7e-aafb-eb53fd0d5a6d,FedEx 2766,Road,4.02,600,17,Germany
4b33e547-4121-42bf-a5d2-46cada6ce51b,CMA CGM 2767,Road,4.66,2942,9,China
7280447f-7122-4b9b-90cc-333d3568e19f,Kuehne Nagel 2768,Road,3.42,524,3,China
53e36fa8-aab3-4c35-8df5-2debacb90267,Hapag-Lloyd 2769,Sea,3.23,3939,27,Germany
ade8121a-fc44-4204-a862-340d1765b495,DP World Logistics 2770,Sea,3.12,1196,15,China
c6f0e9bd-d2f0-4df8-862a-ae8db2489bef,CMA CGM 2771,Road,3.87,1797,11,UAE
715a21b8-a053-49fb-a8be-ad6f782dcd20,CMA CGM 2772,Road,3.84,709,9,Singapore
194eea57-3e28-4318-9ed9-167a9959644e,DHL 2773,Sea,4.11,1435,12,Germany
a2bfe78e-c542-49fa-9fdd-cac5a67133ff,Hapag-Lloyd 2774,Road,4.2,681,12,United States
fe940adc-404a-41c0-bf76-f9bdaf90e3e0,Kuehne Nagel 2775,Sea,3.54,3180,32,United Kingdom
4d8bb2b9-ed59-4685-92a4-b2b2a0439117,CMA CGM 2776,Rail,3.6,3205,36,Germany
b160871a-953b-4b72-bd20-8a0e32de2c2e,Kuehne Nagel 2777,Sea,4.85,2461,26,Netherlands
40cb0921-b17c-4308-9695-9e1f81d6ebf3,Blue Dart 2778,Sea,4.35,833,11,Germany
91654339-b3a8-4c1b-8bbd-f4008eff06e6,DP World Logistics 2779,Air,3.42,3255,37,India
81d627b3-07a2-47de-8d7a-0743aa4d591d,CMA CGM 2780,Sea,4.25,2374,36,United Kingdom
9cd3237e-5a01-4b09-b8eb-f76455a56baa,Hapag-Lloyd 2781,Air,4.17,1267,6,Netherlands
9723e8b1-a253-48b5-939d-64463751dda9,Allcargo Express 2782,Sea,3.74,986,21,South Korea
cdbcdaf4-786f-47af-a1f0-ac6f9b3c8a5b,DB Schenker 2783,Sea,3.19,4022,29,United States
4bf59db4-4428-4a43-9325-4a41dabfeec7,CMA CGM 2784,Sea,3.25,2123,14,Germany
0f0cb1bc-2193-45a8-b4ac-819e4e6cac21,FedEx 2785,Road,3.62,726,30,UAE
114a2459-c26a-4dd5-b4a0-ced434512d38,MSC 2786,Sea,3.17,2761,33,Singapore
33fa7cc1-c6a0-4c3e-867d-a45ef2e73aec,DP World Logistics 2787,Sea,4.72,1469,21,Germany
53b4e47c-0c9a-4f90-82f6-b3f706f8b82b,Allcargo Express 2788,Road,3.99,1041,6,Singapore
c704fa32-0c01-40d9-ab21-20df5634503b,MSC 2789,Air,3.2,3344,8,South Korea
391e806b-2437-4906-852b-534f2553df1f,Emirates SkyCargo 2790,Sea,3.77,971,38,Germany
9ebda2cd-7716-4b62-926e-58c2f20f1846,FedEx 2791,Sea,3.52,1102,6,China
ef13fb1b-a929-465c-b3ee-1aebde69e416,DB Schenker 2792,Sea,3.22,1759,22,UAE
fca5dac2-ddb1-4885-ad96-aab5f4486845,Emirates SkyCargo 2793,Sea,3.66,1864,14,India
08e39aa5-132a-4858-a80d-82b8c9f61b6e,CMA CGM 2794,Road,3.66,3447,7,South Korea
f4af39b4-71ce-479d-acc5-39ae6e75e9ac,DHL 2795,Sea,4.13,1523,7,Japan
763b33a6-eea7-4348-8d13-cce503320b7b,Kuehne Nagel 2796,Sea,4.5,2715,25,United Kingdom
19cfb790-42d5-4955-9c70-db72a8bc8f6e,DP World Logistics 2797,Air,3.53,1635,22,United Kingdom
f256560b-5104-426d-8393-935885e97c6b,FedEx 2798,Sea,4.1,271,29,South Korea
a4847bab-2171-4171-9199-fef61fdcd4cc,Maersk 2799,Sea,3.74,275,25,Netherlands
746679c9-22e8-4424-a90c-f72df28b75d4,DP World Logistics 2800,Sea,3.46,3504,37,Germany
49de525c-e8ce-4eb2-aaca-bcb90b6508cb,Emirates SkyCargo 2801,Sea,3.89,818,24,UAE
0c3209e5-db2f-4e26-82dc-3275b4467d27,Blue Dart 2802,Sea,4.09,3103,33,Singapore
81b4188c-80f9-418a-bab5-546c07fe8dff,Blue Dart 2803,Sea,3.81,2707,37,China
45743806-c6cc-40ae-a32d-128628579a96,FedEx 2804,Sea,3.87,1460,15,China
5ad39289-604b-43a8-9323-fbe73705bf90,CMA CGM 2805,Sea,4.53,3908,30,Singapore
fe687590-70bb-4d13-9559-51f0ec9e3e10,Hapag-Lloyd 2806,Sea,4.58,2243,28,United States
59f5d49b-1b73-42cc-b99d-79af67bc3e2a,DP World Logistics 2807,Sea,4.61,2089,14,South Korea
b1122533-7cb3-47a7-a091-3f9fe0c04ee7,FedEx 2808,Air,4.19,1587,29,India
b6b927f4-0d7a-4a01-bea5-61e41227312f,Blue Dart 2809,Sea,3.82,3275,33,Germany
e052eaa7-5628-4d62-85d8-5a6bea435b3d,FedEx 2810,Sea,4.38,3009,16,United Kingdom
7dcdacd0-b0c8-41fd-8d9d-a1cad8fa8b0d,Maersk 2811,Sea,3.9,2409,23,Netherlands
1d73a7f5-9ee4-43e1-bffe-5bf60a78b66f,Hapag-Lloyd 2812,Road,4.57,2072,11,South Korea
ef8727f1-5639-4898-b5e3-38642890d59b,Blue Dart 2813,Air,4.54,2130,32,China
c58bde6f-e556-4b92-95dd-41ca530d1644,DP World Logistics 2814,Sea,4.49,4075,6,Germany
f912aca8-bd6b-465f-84fa-a6d26e702e2c,Emirates SkyCargo 2815,Sea,4.56,2395,35,Germany
0cd488cd-f7d6-4ee8-822f-ac39f258cec5,MSC 2816,Road,3.3,2820,14,United Kingdom
cc8fadc6-c74b-4037-9f87-45439b3ac16d,MSC 2817,Air,3.93,87,19,China
3894a82e-b013-41eb-a54c-0112ca649444,DHL 2818,Road,3.79,2228,26,South Korea
ef49d24f-6e3e-4dc3-b864-4d9180baffdd,Maersk 2819,Air,4.83,3451,9,India
4a02d956-6358-49ae-ba5e-be6b7769920b,DHL 2820,Sea,4.51,3624,28,Germany
2d78155a-8ffd-4dda-9772-d5e9944f9a52,Allcargo Express 2821,Road,3.69,2501,17,India
453cf721-297d-423c-8766-b157ab7ee283,DP World Logistics 2822,Sea,3.51,4188,19,China
e9ee13c2-404b-4907-857e-de1ca013c385,Allcargo Express 2823,Road,3.52,977,33,United Kingdom
79e44fc1-655d-4aa3-a0a1-b0ed3b5ed79b,DB Schenker 2824,Road,4.46,172,7,UAE
2ddcde4b-b1e1-44dc-9def-7431c6fd600b,Emirates SkyCargo 2825,Air,3.7,699,34,Japan
b1400e6d-d4e0-4089-9405-e98ff49e345c,DHL 2826,Sea,4.46,3797,8,Germany
ab7b61b3-f354-4b30-9cd3-6bf6a7dd4243,MSC 2827,Sea,3.15,1616,33,Singapore
6fbcd830-05e6-4151-b4d7-0f72a974f60a,Blue Dart 2828,Sea,4.53,2388,10,Japan
a1babacd-1c36-48d8-9fd2-9c70120e76ad,Allcargo Express 2829,Sea,3.41,2239,3,China
de5a9c57-edbd-4e38-934c-1c851d3e8d7f,CMA CGM 2830,Rail,3.12,1636,26,United Kingdom
8c2ad7c9-e594-471c-a396-269115fb0411,FedEx 2831,Air,4.14,2923,25,China
8551d090-0606-437d-828e-f7a5c4abefe3,Emirates SkyCargo 2832,Sea,3.12,2379,24,Singapore
fee72efd-50ea-4f38-9842-69f03ad344be,Blue Dart 2833,Rail,4.15,2142,19,Japan
a7e1a84c-d856-4ed6-a20b-64dea045cf53,Kuehne Nagel 2834,Rail,3.51,724,25,United Kingdom
c64e0852-8807-42ba-9473-a7642ced39c4,FedEx 2835,Air,4.43,576,30,United States
1394ef2f-6a50-4a5f-9a33-1a7bca586c13,Hapag-Lloyd 2836,Air,4.19,1267,7,Singapore
e0d03d23-215d-48c2-b36e-904edddc921a,DB Schenker 2837,Air,4.18,2919,17,UAE
73edce2a-6f2c-4d2c-8ca9-4fc86b650ad6,DP World Logistics 2838,Air,3.84,394,5,United States
01d653ec-795c-4227-8830-ff8eaab1ff2a,Kuehne Nagel 2839,Sea,3.27,2556,28,South Korea
ba3cf361-e09e-47f9-a455-a8af6f9058a4,FedEx 2840,Sea,3.48,1382,14,Germany
b14c7a8c-f23c-44c2-a3bd-64e0afd2b037,DP World Logistics 2841,Air,3.38,3225,22,China
1f1f2d8c-3045-4106-8536-1e564cde2436,Emirates SkyCargo 2842,Road,4.76,2652,26,South Korea
81837f10-1b3e-4d76-920f-94f5ec3faedc,CMA CGM 2843,Air,3.32,2029,9,Japan
d8cf856e-f1ee-49e2-b727-2718c9f8adc0,Emirates SkyCargo 2844,Air,3.42,1696,29,South Korea
59f5f7bb-a60c-4c94-a703-6312f0cfee31,DP World Logistics 2845,Road,4.3,1231,5,India
09b1ab3b-dc33-4052-a7c9-4479047a5196,Hapag-Lloyd 2846,Road,4.08,4080,30,Germany
350c5871-95f3-4394-831b-566046581c8b,DHL 2847,Road,3.11,2924,27,UAE
b2e71e6a-b401-4bde-af82-a9dca6e66579,FedEx 2848,Sea,4.12,3786,36,South Korea
2a7ef1db-3a0b-454a-9430-4030c7bd3147,DP World Logistics 2849,Sea,3.54,4152,8,China
714e802c-a168-43a7-8497-10fbaa747ad7,Allcargo Express 2850,Air,4.3,804,19,Singapore
13c0e081-6102-4bbb-8931-a203d4874bf1,Blue Dart 2851,Road,3.62,3190,16,Japan
adb3f5f7-0eec-430c-bfd9-15c71c3a4245,FedEx 2852,Road,3.24,2065,32,United Kingdom
62e57f6e-5353-4af1-9dab-983753026813,CMA CGM 2853,Air,3.63,3311,8,United Kingdom
0660b5be-0110-4511-bd6b-e4bf70f159ae,DP World Logistics 2854,Road,3.78,837,26,United States
9e1eab9a-c997-4ca7-a437-b0f6fb7aa459,Maersk 2855,Rail,4.55,2511,20,South Korea
866ea1c5-0f37-4b3c-852f-b6d33000cf96,MSC 2856,Sea,3.43,2634,33,India
cdd7d8dc-d5cc-43ca-8334-a19bd2c3994b,CMA CGM 2857,Road,3.28,2710,31,Singapore
afd88f76-f8ff-41ee-bd3b-bf7a4b548ec1,Emirates SkyCargo 2858,Sea,3.97,1467,30,Germany
c7569b66-d30f-471d-97c5-030853120274,FedEx 2859,Sea,3.88,319,13,China
ac0d4ae2-6307-4dfe-b126-3d3e2cd7544c,DP World Logistics 2860,Road,4.12,1030,33,UAE
789014e7-b640-42b2-bc17-c3147ed024f0,Hapag-Lloyd 2861,Air,4.1,758,4,United Kingdom
fc7d5c9a-002f-4d97-8031-ffd6c6f47853,Kuehne Nagel 2862,Air,4.66,1501,25,United States
a847b464-bcb1-464e-a2b3-b87aeefdbccf,CMA CGM 2863,Sea,4.0,849,12,Germany
347b36ef-5276-4b89-95f5-03a5cbf082aa,Hapag-Lloyd 2864,Sea,3.54,2808,17,China
caab5e29-ff56-4d2c-b917-b58e18e8a22f,MSC 2865,Sea,4.66,182,36,India
059460d0-c3d5-4901-8f03-6136b2fdcada,Allcargo Express 2866,Air,4.32,4083,20,India
c9486184-c0f2-4994-87d4-e3a6875983c5,DHL 2867,Air,3.83,3422,38,India
0cf59507-b3ea-4af5-ab1c-8310e1fcf165,MSC 2868,Sea,4.26,1288,34,Japan
5f4aeca6-3310-48ee-874f-8c52d4674915,Blue Dart 2869,Road,3.57,1823,12,Japan
0e3cb1ab-64f1-445d-961d-1bd04d584e24,DB Schenker 2870,Road,3.8,1200,9,South Korea
d47ff6cb-6ddd-4140-9804-c203f8eb81fa,FedEx 2871,Road,4.63,2497,10,Singapore
dd8c5a0d-02d0-4e9e-a275-687c26d9b871,DHL 2872,Sea,4.41,3058,38,UAE
3e3e1304-91ed-41a1-b9dc-74fa4dbc71f6,MSC 2873,Sea,3.44,523,30,UAE
5cff566d-f446-4ded-b014-461fa941aa38,Kuehne Nagel 2874,Sea,3.6,1296,17,Japan
8c2533bb-121f-48a2-af9f-b1f482ff8cde,Maersk 2875,Sea,4.89,823,34,United States
ff7bc23b-cea3-479c-99e2-53043ab821c1,CMA CGM 2876,Air,3.57,1975,38,United States
357a1ef6-0a9a-474b-a307-337484991397,Hapag-Lloyd 2877,Air,4.66,1879,22,Japan
9a1d276b-b5a6-4aad-8ab8-b8d6bc76a0a5,Kuehne Nagel 2878,Road,4.78,1298,8,United Kingdom
43064d4d-3138-48d4-aeef-ec918ee74417,Maersk 2879,Sea,4.27,657,3,South Korea
62a51b77-4486-4ea3-86f3-6502dd87fb01,MSC 2880,Sea,4.07,1814,5,South Korea
4e85736e-bbdc-4d69-a8aa-635e05b73336,Emirates SkyCargo 2881,Road,3.8,3149,27,United Kingdom
ca4f277b-87e6-4864-b7c8-d9d37709e2ef,DHL 2882,Air,4.26,660,10,Singapore
3ac86a19-ebfa-484d-b60b-630fec86c0fe,Kuehne Nagel 2883,Air,4.67,2038,38,China
c492e56f-bcc2-4547-9454-18e62c09018c,DHL 2884,Sea,4.12,766,3,India
672d18d0-e41e-4e36-bca2-83066bf9dfa8,DB Schenker 2885,Sea,3.12,466,6,South Korea
85fc4e70-55d3-4096-a63c-b42b35818bd3,MSC 2886,Road,4.02,462,16,United States
d15199ee-15bf-463c-811a-1162b4bb14a5,CMA CGM 2887,Road,4.75,1760,23,Germany
39ce2e91-c480-4fa4-a2f4-eb16feac8fb3,FedEx 2888,Sea,3.78,1634,26,South Korea
5df066c7-8315-40f9-b0c9-90cf5d29d913,Hapag-Lloyd 2889,Sea,4.26,409,4,South Korea
2cade5ac-3c84-402f-8493-d69334dce395,DP World Logistics 2890,Rail,3.29,1192,11,China
3f0c86b7-b9bb-45c0-a751-a853d641a97b,Emirates SkyCargo 2891,Rail,4.01,1312,38,United States
a7fa4ffb-d415-4f7f-84a5-49ec447026a1,DHL 2892,Road,3.73,2713,29,Germany
494f86a2-e00c-48de-b386-eacb59f34c5e,Hapag-Lloyd 2893,Road,4.79,2459,11,China
c4da7f4e-dcb2-4145-b14b-5cc9347e8fbd,Kuehne Nagel 2894,Road,3.59,2512,19,China
3685f289-daf8-4bcb-bd93-3568a68808ae,Kuehne Nagel 2895,Sea,4.19,3894,33,Singapore
9ac0db30-9f19-4d7d-a002-118f0b8f5a44,Kuehne Nagel 2896,Air,3.91,506,28,United States
865a4a6b-e37e-40b1-9962-e2ccf3bbe421,Hapag-Lloyd 2897,Road,3.59,1941,5,UAE
12e3b486-c5cf-48c6-9f9e-955e4ffc9b83,Hapag-Lloyd 2898,Sea,3.62,1562,25,United States
296ba638-1095-42e4-8cf8-1a64aa3e58a9,Emirates SkyCargo 2899,Road,3.23,3209,12,China
12d6f10a-ce93-4229-978e-f7cb79348baf,FedEx 2900,Rail,4.19,3370,19,Japan
73bbefc8-92dd-4a92-ab48-5e26ce8203e6,Kuehne Nagel 2901,Rail,3.8,3386,12,Netherlands
f039bb5d-39f9-4b7f-b942-0879c2265777,Kuehne Nagel 2902,Sea,4.47,1450,7,UAE
344e9ffe-101d-4d08-8ab5-4a388e89bbbb,DP World Logistics 2903,Road,3.8,134,31,China
81784d04-1967-458b-8cea-9e5308bf8e5b,DHL 2904,Sea,4.65,2420,17,Netherlands
60499b2a-0194-45dd-a179-3c0dfa237d98,DB Schenker 2905,Road,4.02,2678,27,Netherlands
5e24ef58-3b0b-4c3c-9dd1-18fe3a7c3e24,CMA CGM 2906,Sea,4.89,4158,27,India
ad3649f6-1e33-4068-abe7-e3c0a7b9d4de,DHL 2907,Sea,3.52,3189,4,Germany
d28e0c02-d9ac-4363-8623-c17e165b7221,DHL 2908,Rail,4.9,915,34,United States
c600cf10-c629-47a7-8adb-318606385c69,CMA CGM 2909,Air,4.5,3694,35,United Kingdom
10a0bca1-995e-42ff-80e9-a1c61693a2eb,FedEx 2910,Sea,3.9,2436,37,Netherlands
062dce81-bef0-4ce0-98c5-2848c8aeddaf,Hapag-Lloyd 2911,Road,4.14,3656,24,South Korea
2ec21844-b67d-470c-8d4a-72ef6dcaecdf,DHL 2912,Road,4.43,4096,4,United States
066a06ca-f0c3-47ce-a89e-89b41c1c643f,Kuehne Nagel 2913,Road,3.31,3481,15,United States
9377c16f-5f25-4657-b4a3-3ee92be0c335,Emirates SkyCargo 2914,Road,4.67,1487,15,United Kingdom
e2655beb-46df-4b47-bb0d-1cfac8e605e7,Maersk 2915,Road,3.87,3834,27,United States
73c33337-95da-42f8-af2d-e04b320e0b60,DP World Logistics 2916,Sea,3.55,3373,31,South Korea
b104ed0d-5000-445b-8046-6db73aba6e4e,Emirates SkyCargo 2917,Air,4.23,534,14,Japan
ca044044-9ec2-4336-8923-7ccfb0a0ebfa,Hapag-Lloyd 2918,Road,4.43,838,24,Japan
5eef0c65-d9ff-4a53-b29c-9b0f43f547a9,Kuehne Nagel 2919,Road,4.14,3440,5,India
907ffd46-cbf5-4552-8912-020876754179,DB Schenker 2920,Sea,3.66,1963,3,UAE
99a22511-2d4c-4c56-965a-52a02f8d2c8c,Hapag-Lloyd 2921,Air,3.14,1208,32,Germany
d7f5aa05-f85a-4567-8475-490fa910591f,DHL 2922,Rail,4.88,2614,37,United States
6e9119b4-eba1-4825-b0d0-a6506d40f40a,Blue Dart 2923,Sea,4.66,3559,20,South Korea
df597536-cbcb-4ba9-a9a3-6dc7cb80b7d0,DP World Logistics 2924,Sea,3.39,2779,19,Netherlands
01ba9272-5984-4b64-8bba-1196017265f3,DB Schenker 2925,Road,4.85,1965,22,South Korea
dc1fe947-ff2e-435b-959f-8dedb96dede9,Hapag-Lloyd 2926,Air,3.35,295,30,Netherlands
793994b2-db30-4932-8b58-9cedac872f05,DP World Logistics 2927,Air,3.76,1024,9,United States
744e51f6-d1df-43f4-95f1-c3b706184668,CMA CGM 2928,Sea,3.76,1523,20,China
18fbb69a-b4bf-4f30-9a5e-56d8c0abe1dd,MSC 2929,Road,3.5,272,16,Netherlands
62adb9ac-9850-4816-b1c4-0f459a0fa185,CMA CGM 2930,Sea,4.48,1686,16,Singapore
1b31aca8-102b-49ce-bd51-70d527fc123f,Kuehne Nagel 2931,Road,3.95,1270,23,United Kingdom
e088af36-ce6f-4c6a-ad45-b14d82794f55,DB Schenker 2932,Rail,4.48,68,18,UAE
56e0e54e-03d2-4107-9679-ee09beaba4d8,Blue Dart 2933,Rail,4.24,2776,4,United Kingdom
804aa4e7-9479-464a-9c70-ebb8e1c75029,DB Schenker 2934,Sea,3.62,4001,31,UAE
59e6585a-8104-4e65-9f36-25d4cc8108b7,Hapag-Lloyd 2935,Rail,3.82,3498,27,India
a33fee9f-6852-4c47-9746-b5750e9d89eb,CMA CGM 2936,Sea,4.86,294,28,Japan
61c3d48a-a7a4-4c03-9611-13376c5c7a65,Hapag-Lloyd 2937,Air,4.55,4178,18,South Korea
9847d9cb-98d4-4f48-a9b2-285805450262,Allcargo Express 2938,Rail,3.38,1620,17,UAE
c7d96498-86f7-41b3-9c59-9f7f24765612,Maersk 2939,Rail,4.85,1766,23,Japan
91919cf8-01a5-4d85-a123-7c1d95faa185,Maersk 2940,Sea,4.49,3666,21,China
e1b4f435-a1b5-45ce-b32b-543a4281290f,Maersk 2941,Sea,4.79,1241,31,Germany
b48716f5-51fb-43ba-8c90-4c1e75004480,Emirates SkyCargo 2942,Rail,3.14,957,14,India
7a60ce73-da9b-40d2-ac69-0228d55737d8,DP World Logistics 2943,Sea,3.74,3098,21,South Korea
82c5f397-0629-41a3-9197-5073c8c136bd,Hapag-Lloyd 2944,Road,3.42,3200,28,Singapore
