Sheet Name: Carriers

carrier_id: cedba817-bbfa-4736-96d3-6588736ea61d | carrier_name: Maersk 1 | carrier_type: Air | average_rating: 4.08 | fleet_size: 1635 | years_of_service: 19 | headquarters: Netherlands
carrier_id: f912aca8-bd6b-465f-84fa-a6d26e702e2c | carrier_name: Emirates SkyCargo 2815 | carrier_type: Sea | average_rating: 4.56 | fleet_size: 2395 | years_of_service: 35 | headquarters: Germany
carrier_id: 0cd488cd-f7d6-4ee8-822f-ac39f258cec5 | carrier_name: MSC 2816 | carrier_type: Road | average_rating: 3.3 | fleet_size: 2820 | years_of_service: 14 | headquarters: United Kingdom
carrier_id: cc8fadc6-c74b-4037-9f87-45439b3ac16d | carrier_name: MSC 2817 | carrier_type: Air | average_rating: 3.93 | fleet_size: 87 | years_of_service: 19 | headquarters: China
carrier_id: 3894a82e-b013-41eb-a54c-0112ca649444 | carrier_name: DHL 2818 | carrier_type: Road | average_rating: 3.79 | fleet_size: 2228 | years_of_service: 26 | headquarters: South Korea
carrier_id: ef49d24f-6e3e-4dc3-b864-4d9180baffdd | carrier_name: Maersk 2819 | carrier_type: Air | average_rating: 4.83 | fleet_size: 3451 | years_of_service: 9 | headquarters: India
carrier_id: 4a02d956-6358-49ae-ba5e-be6b7769920b | carrier_name: DHL 2820 | carrier_type: Sea | average_rating: 4.51 | fleet_size: 3624 | years_of_service: 28 | headquarters: Germany
carrier_id: 2d78155a-8ffd-4dda-9772-d5e9944f9a52 | carrier_name: Allcargo Express 2821 | carrier_type: Road | average_rating: 3.69 | fleet_size: 2501 | years_of_service: 17 | headquarters: India
carrier_id: 453cf721-297d-423c-8766-b157ab7ee283 | carrier_name: DP World Logistics 2822 | carrier_type: Sea | average_rating: 3.51 | fleet_size: 4188 | years_of_service: 19 | headquarters: China
carrier_id: e9ee13c2-404b-4907-857e-de1ca013c385 | carrier_name: Allcargo Express 2823 | carrier_type: Road | average_rating: 3.52 | fleet_size: 977 | years_of_service: 33 | headquarters: United Kingdom
carrier_id: 79e44fc1-655d-4aa3-a0a1-b0ed3b5ed79b | carrier_name: DB Schenker 2824 | carrier_type: Road | average_rating: 4.46 | fleet_size: 172 | years_of_service: 7 | headquarters: UAE
carrier_id: 2ddcde4b-b1e1-44dc-9def-7431c6fd600b | carrier_name: Emirates SkyCargo 2825 | carrier_type: Air | average_rating: 3.7 | fleet_size: 699 | years_of_service: 34 | headquarters: Japan
carrier_id: b1400e6d-d4e0-4089-9405-e98ff49e345c | carrier_name: DHL 2826 | carrier_type: Sea | average_rating: 4.46 | fleet_size: 3797 | years_of_service: 8 | headquarters: Germany
carrier_id: ab7b61b3-f354-4b30-9cd3-6bf6a7dd4243 | carrier_name: MSC 2827 | carrier_type: Sea | average_rating: 3.15 | fleet_size: 1616 | years_of_service: 33 | headquarters: Singapore
carrier_id: 6fbcd830-05e6-4151-b4d7-0f72a974f60a | carrier_name: Blue Dart 2828 | carrier_type: Sea | average_rating: 4.53 | fleet_size: 2388 | years_of_service: 10 | headquarters: Japan
carrier_id: a1babacd-1c36-48d8-9fd2-9c70120e76ad | carrier_name: Allcargo Express 2829 | carrier_type: Sea | average_rating: 3.41 | fleet_size: 2239 | years_of_service: 3 | headquarters: China
carrier_id: de5a9c57-edbd-4e38-934c-1c851d3e8d7f | carrier_name: CMA CGM 2830 | carrier_type: Rail | average_rating: 3.12 | fleet_size: 1636 | years_of_service: 26 | headquarters: United Kingdom
carrier_id: 8c2ad7c9-e594-471c-a396-269115fb0411 | carrier_name: FedEx 2831 | carrier_type: Air | average_rating: 4.14 | fleet_size: 2923 | years_of_service: 25 | headquarters: China
carrier_id: 8551d090-0606-437d-828e-f7a5c4abefe3 | carrier_name: Emirates SkyCargo 2832 | carrier_type: Sea | average_rating: 3.12 | fleet_size: 2379 | years_of_service: 24 | headquarters: Singapore
carrier_id: fee72efd-50ea-4f38-9842-69f03ad344be | carrier_name: Blue Dart 2833 | carrier_type: Rail | average_rating: 4.15 | fleet_size: 2142 | years_of_service: 19 | headquarters: Japan
carrier_id: a7e1a84c-d856-4ed6-a20b-64dea045cf53 | carrier_name: Kuehne Nagel 2834 | carrier_type: Rail | average_rating: 3.51 | fleet_size: 724 | years_of_service: 25 | headquarters: United Kingdom
carrier_id: c64e0852-8807-42ba-9473-a7642ced39c4 | carrier_name: FedEx 2835 | carrier_type: Air | average_rating: 4.43 | fleet_size: 576 | years_of_service: 30 | headquarters: United States
carrier_id: 1394ef2f-6a50-4a5f-9a33-1a7bca586c13 | carrier_name: Hapag-Lloyd 2836 | carrier_type: Air | average_rating: 4.19 | fleet_size: 1267 | years_of_service: 7 | headquarters: Singapore
carrier_id: e0d03d23-215d-48c2-b36e-904edddc921a | carrier_name: DB Schenker 2837 | carrier_type: Air | average_rating: 4.18 | fleet_size: 2919 | years_of_service: 17 | headquarters: UAE
carrier_id: 73edce2a-6f2c-4d2c-8ca9-4fc86b650ad6 | carrier_name: DP World Logistics 2838 | carrier_type: Air | average_rating: 3.84 | fleet_size: 394 | years_of_service: 5 | headquarters: United States
carrier_id: 01d653ec-795c-4227-8830-ff8eaab1ff2a | carrier_name: Kuehne Nagel 2839 | carrier_type: Sea | average_rating: 3.27 | fleet_size: 2556 | years_of_service: 28 | headquarters: South Korea
carrier_id: ba3cf361-e09e-47f9-a455-a8af6f9058a4 | carrier_name: FedEx 2840 | carrier_type: Sea | average_rating: 3.48 | fleet_size: 1382 | years_of_service: 14 | headquarters: Germany
carrier_id: b14c7a8c-f23c-44c2-a3bd-64e0afd2b037 | carrier_name: DP World Logistics 2841 | carrier_type: Air | average_rating: 3.38 | fleet_size: 3225 | years_of_service: 22 | headquarters: China
carrier_id: 1f1f2d8c-3045-4106-8536-1e564cde2436 | carrier_name: Emirates SkyCargo 2842 | carrier_type: Road | average_rating: 4.76 | fleet_size: 2652 | years_of_service: 26 | headquarters: South Korea
carrier_id: 81837f10-1b3e-4d76-920f-94f5ec3faedc | carrier_name: CMA CGM 2843 | carrier_type: Air | average_rating: 3.32 | fleet_size: 2029 | years_of_service: 9 | headquarters: Japan
carrier_id: d8cf856e-f1ee-49e2-b727-2718c9f8adc0 | carrier_name: Emirates SkyCargo 2844 | carrier_type: Air | average_rating: 3.42 | fleet_size: 1696 | years_of_service: 29 | headquarters: South Korea
carrier_id: 59f5f7bb-a60c-4c94-a703-6312f0cfee31 | carrier_name: DP World Logistics 2845 | carrier_type: Road | average_rating: 4.3 | fleet_size: 1231 | years_of_service: 5 | headquarters: India
carrier_id: 09b1ab3b-dc33-4052-a7c9-4479047a5196 | carrier_name: Hapag-Lloyd 2846 | carrier_type: Road | average_rating: 4.08 | fleet_size: 4080 | years_of_service: 30 | headquarters: Germany
carrier_id: 350c5871-95f3-4394-831b-566046581c8b | carrier_name: DHL 2847 | carrier_type: Road | average_rating: 3.11 | fleet_size: 2924 | years_of_service: 27 | headquarters: UAE
carrier_id: b2e71e6a-b401-4bde-af82-a9dca6e66579 | carrier_name: FedEx 2848 | carrier_type: Sea | average_rating: 4.12 | fleet_size: 3786 | years_of_service: 36 | headquarters: South Korea
carrier_id: 2a7ef1db-3a0b-454a-9430-4030c7bd3147 | carrier_name: DP World Logistics 2849 | carrier_type: Sea | average_rating: 3.54 | fleet_size: 4152 | years_of_service: 8 | headquarters: China
carrier_id: 714e802c-a168-43a7-8497-10fbaa747ad7 | carrier_name: Allcargo Express 2850 | carrier_type: Air | average_rating: 4.3 | fleet_size: 804 | years_of_service: 19 | headquarters: Singapore
carrier_id: 13c0e081-6102-4bbb-8931-a203d4874bf1 | carrier_name: Blue Dart 2851 | carrier_type: Road | average_rating: 3.62 | fleet_size: 3190 | years_of_service: 16 | headquarters: Japan
carrier_id: adb3f5f7-0eec-430c-bfd9-15c71c3a4245 | carrier_name: FedEx 2852 | carrier_type: Road | average_rating: 3.24 | fleet_size: 2065 | years_of_service: 32 | headquarters: United Kingdom
carrier_id: 62e57f6e-5353-4af1-9dab-983753026813 | carrier_name: CMA CGM 2853 | carrier_type: Air | average_rating: 3.63 | fleet_size: 3311 | years_of_service: 8 | headquarters: United Kingdom
carrier_id: 0660b5be-0110-4511-bd6b-e4bf70f159ae | carrier_name: DP World Logistics 2854 | carrier_type: Road | average_rating: 3.78 | fleet_size: 837 | years_of_service: 26 | headquarters: United States
carrier_id: 9e1eab9a-c997-4ca7-a437-b0f6fb7aa459 | carrier_name: Maersk 2855 | carrier_type: Rail | average_rating: 4.55 | fleet_size: 2511 | years_of_service: 20 | headquarters: South Korea
carrier_id: 866ea1c5-0f37-4b3c-852f-b6d33000cf96 | carrier_name: MSC 2856 | carrier_type: Sea | average_rating: 3.43 | fleet_size: 2634 | years_of_service: 33 | headquarters: India
carrier_id: cdd7d8dc-d5cc-43ca-8334-a19bd2c3994b | carrier_name: CMA CGM 2857 | carrier_type: Road | average_rating: 3.28 | fleet_size: 2710 | years_of_service: 31 | headquarters: Singapore
carrier_id: afd88f76-f8ff-41ee-bd3b-bf7a4b548ec1 | carrier_name: Emirates SkyCargo 2858 | carrier_type: Sea | average_rating: 3.97 | fleet_size: 1467 | years_of_service: 30 | headquarters: Germany
carrier_id: c7569b66-d30f-471d-97c5-030853120274 | carrier_name: FedEx 2859 | carrier_type: Sea | average_rating: 3.88 | fleet_size: 319 | years_of_service: 13 | headquarters: China
carrier_id: ac0d4ae2-6307-4dfe-b126-3d3e2cd7544c | carrier_name: DP World Logistics 2860 | carrier_type: Road | average_rating: 4.12 | fleet_size: 1030 | years_of_service: 33 | headquarters: UAE
carrier_id: 789014e7-b640-42b2-bc17-c3147ed024f0 | carrier_name: Hapag-Lloyd 2861 | carrier_type: Air | average_rating: 4.1 | fleet_size: 758 | years_of_service: 4 | headquarters: United Kingdom
carrier_id: fc7d5c9a-002f-4d97-8031-ffd6c6f47853 | carrier_name: Kuehne Nagel 2862 | carrier_type: Air | average_rating: 4.66 | fleet_size: 1501 | years_of_service: 25 | headquarters: United States
carrier_id: a847b464-bcb1-464e-a2b3-b87aeefdbccf | carrier_name: CMA CGM 2863 | carrier_type: Sea | average_rating: 4.0 | fleet_size: 849 | years_of_service: 12 | headquarters: Germany
carrier_id: 347b36ef-5276-4b89-95f5-03a5cbf082aa | carrier_name: Hapag-Lloyd 2864 | carrier_type: Sea | average_rating: 3.54 | fleet_size: 2808 | years_of_service: 17 | headquarters: China
carrier_id: caab5e29-ff56-4d2c-b917-b58e18e8a22f | carrier_name: MSC 2865 | carrier_type: Sea | average_rating: 4.66 | fleet_size: 182 | years_of_service: 36 | headquarters: India
carrier_id: 059460d0-c3d5-4901-8f03-6136b2fdcada | carrier_name: Allcargo Express 2866 | carrier_type: Air | average_rating: 4.32 | fleet_size: 4083 | years_of_service: 20 | headquarters: India
carrier_id: c9486184-c0f2-4994-87d4-e3a6875983c5 | carrier_name: DHL 2867 | carrier_type: Air | average_rating: 3.83 | fleet_size: 3422 | years_of_service: 38 | headquarters: India
carrier_id: 0cf59507-b3ea-4af5-ab1c-8310e1fcf165 | carrier_name: MSC 2868 | carrier_type: Sea | average_rating: 4.26 | fleet_size: 1288 | years_of_service: 34 | headquarters: Japan
carrier_id: 5f4aeca6-3310-48ee-874f-8c52d4674915 | carrier_name: Blue Dart 2869 | carrier_type: Road | average_rating: 3.57 | fleet_size: 1823 | years_of_service: 12 | headquarters: Japan
carrier_id: 0e3cb1ab-64f1-445d-961d-1bd04d584e24 | carrier_name: DB Schenker 2870 | carrier_type: Road | average_rating: 3.8 | fleet_size: 1200 | years_of_service: 9 | headquarters: South Korea
carrier_id: d47ff6cb-6ddd-4140-9804-c203f8eb81fa | carrier_name: FedEx 2871 | carrier_type: Road | average_rating: 4.63 | fleet_size: 2497 | years_of_service: 10 | headquarters: Singapore
carrier_id: dd8c5a0d-02d0-4e9e-a275-687c26d9b871 | carrier_name: DHL 2872 | carrier_type: Sea | average_rating: 4.41 | fleet_size: 3058 | years_of_service: 38 | headquarters: UAE
carrier_id: 3e3e1304-91ed-41a1-b9dc-74fa4dbc71f6 | carrier_name: MSC 2873 | carrier_type: Sea | average_rating: 3.44 | fleet_size: 523 | years_of_service: 30 | headquarters: UAE
carrier_id: 5cff566d-f446-4ded-b014-461fa941aa38 | carrier_name: Kuehne Nagel 2874 | carrier_type: Sea | average_rating: 3.6 | fleet_size: 1296 | years_of_service: 17 | headquarters: Japan
carrier_id: 8c2533bb-121f-48a2-af9f-b1f482ff8cde | carrier_name: Maersk 2875 | carrier_type: Sea | average_rating: 4.89 | fleet_size: 823 | years_of_service: 34 | headquarters: United States
carrier_id: ff7bc23b-cea3-479c-99e2-53043ab821c1 | carrier_name: CMA CGM 2876 | carrier_type: Air | average_rating: 3.57 | fleet_size: 1975 | years_of_service: 38 | headquarters: United States
carrier_id: 357a1ef6-0a9a-474b-a307-337484991397 | carrier_name: Hapag-Lloyd 2877 | carrier_type: Air | average_rating: 4.66 | fleet_size: 1879 | years_of_service: 22 | headquarters: Japan
carrier_id: 9a1d276b-b5a6-4aad-8ab8-b8d6bc76a0a5 | carrier_name: Kuehne Nagel 2878 | carrier_type: Road | average_rating: 4.78 | fleet_size: 1298 | years_of_service: 8 | headquarters: United Kingdom
carrier_id: 43064d4d-3138-48d4-aeef-ec918ee74417 | carrier_name: Maersk 2879 | carrier_type: Sea | average_rating: 4.27 | fleet_size: 657 | years_of_service: 3 | headquarters: South Korea
carrier_id: 62a51b77-4486-4ea3-86f3-6502dd87fb01 | carrier_name: MSC 2880 | carrier_type: Sea | average_rating: 4.07 | fleet_size: 1814 | years_of_service: 5 | headquarters: South Korea
carrier_id: 4e85736e-bbdc-4d69-a8aa-635e05b73336 | carrier_name: Emirates SkyCargo 2881 | carrier_type: Road | average_rating: 3.8 | fleet_size: 3149 | years_of_service: 27 | headquarters: United Kingdom
carrier_id: ca4f277b-87e6-4864-b7c8-d9d37709e2ef | carrier_name: DHL 2882 | carrier_type: Air | average_rating: 4.26 | fleet_size: 660 | years_of_service: 10 | headquarters: Singapore
carrier_id: 3ac86a19-ebfa-484d-b60b-630fec86c0fe | carrier_name: Kuehne Nagel 2883 | carrier_type: Air | average_rating: 4.67 | fleet_size: 2038 | years_of_service: 38 | headquarters: China
carrier_id: c492e56f-bcc2-4547-9454-18e62c09018c | carrier_name: DHL 2884 | carrier_type: Sea | average_rating: 4.12 | fleet_size: 766 | years_of_service: 3 | headquarters: India
carrier_id: 672d18d0-e41e-4e36-bca2-83066bf9dfa8 | carrier_name: DB Schenker 2885 | carrier_type: Sea | average_rating: 3.12 | fleet_size: 466 | years_of_service: 6 | headquarters: South Korea
carrier_id: 85fc4e70-55d3-4096-a63c-b42b35818bd3 | carrier_name: MSC 2886 | carrier_type: Road | average_rating: 4.02 | fleet_size: 462 | years_of_service: 16 | headquarters: United States
carrier_id: d15199ee-15bf-463c-811a-1162b4bb14a5 | carrier_name: CMA CGM 2887 | carrier_type: Road | average_rating: 4.75 | fleet_size: 1760 | years_of_service: 23 | headquarters: Germany
carrier_id: 39ce2e91-c480-4fa4-a2f4-eb16feac8fb3 | carrier_name: FedEx 2888 | carrier_type: Sea | average_rating: 3.78 | fleet_size: 1634 | years_of_service: 26 | headquarters: South Korea
carrier_id: 5df066c7-8315-40f9-b0c9-90cf5d29d913 | carrier_name: Hapag-Lloyd 2889 | carrier_type: Sea | average_rating: 4.26 | fleet_size: 409 | years_of_service: 4 | headquarters: South Korea
carrier_id: 2cade5ac-3c84-402f-8493-d69334dce395 | carrier_name: DP World Logistics 2890 | carrier_type: Rail | average_rating: 3.29 | fleet_size: 1192 | years_of_service: 11 | headquarters: China
carrier_id: 3f0c86b7-b9bb-45c0-a751-a853d641a97b | carrier_name: Emirates SkyCargo 2891 | carrier_type: Rail | average_rating: 4.01 | fleet_size: 1312 | years_of_service: 38 | headquarters: United States
carrier_id: a7fa4ffb-d415-4f7f-84a5-49ec447026a1 | carrier_name: DHL 2892 | carrier_type: Road | average_rating: 3.73 | fleet_size: 2713 | years_of_service: 29 | headquarters: Germany
carrier_id: 494f86a2-e00c-48de-b386-eacb59f34c5e | carrier_name: Hapag-Lloyd 2893 | carrier_type: Road | average_rating: 4.79 | fleet_size: 2459 | years_of_service: 11 | headquarters: China
carrier_id: c4da7f4e-dcb2-4145-b14b-5cc9347e8fbd | carrier_name: Kuehne Nagel 2894 | carrier_type: Road | average_rating: 3.59 | fleet_size: 2512 | years_of_service: 19 | headquarters: China
carrier_id: 3685f289-daf8-4bcb-bd93-3568a68808ae | carrier_name: Kuehne Nagel 2895 | carrier_type: Sea | average_rating: 4.19 | fleet_size: 3894 | years_of_service: 33 | headquarters: Singapore
carrier_id: 9ac0db30-9f19-4d7d-a002-118f0b8f5a44 | carrier_name: Kuehne Nagel 2896 | carrier_type: Air | average_rating: 3.91 | fleet_size: 506 | years_of_service: 28 | headquarters: United States
carrier_id: 865a4a6b-e37e-40b1-9962-e2ccf3bbe421 | carrier_name: Hapag-Lloyd 2897 | carrier_type: Road | average_rating: 3.59 | fleet_size: 1941 | years_of_service: 5 | headquarters: UAE
carrier_id: 12e3b486-c5cf-48c6-9f9e-955e4ffc9b83 | carrier_name: Hapag-Lloyd 2898 | carrier_type: Sea | average_rating: 3.62 | fleet_size: 1562 | years_of_service: 25 | headquarters: United States
carrier_id: 296ba638-1095-42e4-8cf8-1a64aa3e58a9 | carrier_name: Emirates SkyCargo 2899 | carrier_type: Road | average_rating: 3.23 | fleet_size: 3209 | years_of_service: 12 | headquarters: China
carrier_id: 12d6f10a-ce93-4229-978e-f7cb79348baf | carrier_name: FedEx 2900 | carrier_type: Rail | average_rating: 4.19 | fleet_size: 3370 | years_of_service: 19 | headquarters: Japan
carrier_id: 73bbefc8-92dd-4a92-ab48-5e26ce8203e6 | carrier_name: Kuehne Nagel 2901 | carrier_type: Rail | average_rating: 3.8 | fleet_size: 3386 | years_of_service: 12 | headquarters: Netherlands
carrier_id: f039bb5d-39f9-4b7f-b942-0879c2265777 | carrier_name: Kuehne Nagel 2902 | carrier_type: Sea | average_rating: 4.47 | fleet_size: 1450 | years_of_service: 7 | headquarters: UAE
carrier_id: 344e9ffe-101d-4d08-8ab5-4a388e89bbbb | carrier_name: DP World Logistics 2903 | carrier_type: Road | average_rating: 3.8 | fleet_size: 134 | years_of_service: 31 | headquarters: China
carrier_id: 81784d04-1967-458b-8cea-9e5308bf8e5b | carrier_name: DHL 2904 | carrier_type: Sea | average_rating: 4.65 | fleet_size: 2420 | years_of_service: 17 | headquarters: Netherlands
carrier_id: 60499b2a-0194-45dd-a179-3c0dfa237d98 | carrier_name: DB Schenker 2905 | carrier_type: Road | average_rating: 4.02 | fleet_size: 2678 | years_of_service: 27 | headquarters: Netherlands
carrier_id: 5e24ef58-3b0b-4c3c-9dd1-18fe3a7c3e24 | carrier_name: CMA CGM 2906 | carrier_type: Sea | average_rating: 4.89 | fleet_size: 4158 | years_of_service: 27 | headquarters: India
carrier_id: ad3649f6-1e33-4068-abe7-e3c0a7b9d4de | carrier_name: DHL 2907 | carrier_type: Sea | average_rating: 3.52 | fleet_size: 3189 | years_of_service: 4 | headquarters: Germany
carrier_id: d28e0c02-d9ac-4363-8623-c17e165b7221 | carrier_name: DHL 2908 | carrier_type: Rail | average_rating: 4.9 | fleet_size: 915 | years_of_service: 34 | headquarters: United States
carrier_id: c600cf10-c629-47a7-8adb-318606385c69 | carrier_name: CMA CGM 2909 | carrier_type: Air | average_rating: 4.5 | fleet_size: 3694 | years_of_service: 35 | headquarters: United Kingdom
carrier_id: 10a0bca1-995e-42ff-80e9-a1c61693a2eb | carrier_name: FedEx 2910 | carrier_type: Sea | average_rating: 3.9 | fleet_size: 2436 | years_of_service: 37 | headquarters: Netherlands
carrier_id: 062dce81-bef0-4ce0-98c5-2848c8aeddaf | carrier_name: Hapag-Lloyd 2911 | carrier_type: Road | average_rating: 4.14 | fleet_size: 3656 | years_of_service: 24 | headquarters: South Korea
carrier_id: 2ec21844-b67d-470c-8d4a-72ef6dcaecdf | carrier_name: DHL 2912 | carrier_type: Road | average_rating: 4.43 | fleet_size: 4096 | years_of_service: 4 | headquarters: United States
carrier_id: 066a06ca-f0c3-47ce-a89e-89b41c1c643f | carrier_name: Kuehne Nagel 2913 | carrier_type: Road | average_rating: 3.31 | fleet_size: 3481 | years_of_service: 15 | headquarters: United States
carrier_id: 9377c16f-5f25-4657-b4a3-3ee92be0c335 | carrier_name: Emirates SkyCargo 2914 | carrier_type: Road | average_rating: 4.67 | fleet_size: 1487 | years_of_service: 15 | headquarters: United Kingdom
carrier_id: e2655beb-46df-4b47-bb0d-1cfac8e605e7 | carrier_name: Maersk 2915 | carrier_type: Road | average_rating: 3.87 | fleet_size: 3834 | years_of_service: 27 | headquarters: United States
carrier_id: 73c33337-95da-42f8-af2d-e04b320e0b60 | carrier_name: DP World Logistics 2916 | carrier_type: Sea | average_rating: 3.55 | fleet_size: 3373 | years_of_service: 31 | headquarters: South Korea
carrier_id: b104ed0d-5000-445b-8046-6db73aba6e4e | carrier_name: Emirates SkyCargo 2917 | carrier_type: Air | average_rating: 4.23 | fleet_size: 534 | years_of_service: 14 | headquarters: Japan
carrier_id: ca044044-9ec2-4336-8923-7ccfb0a0ebfa | carrier_name: Hapag-Lloyd 2918 | carrier_type: Road | average_rating: 4.43 | fleet_size: 838 | years_of_service: 24 | headquarters: Japan
carrier_id: 5eef0c65-d9ff-4a53-b29c-9b0f43f547a9 | carrier_name: Kuehne Nagel 2919 | carrier_type: Road | average_rating: 4.14 | fleet_size: 3440 | years_of_service: 5 | headquarters: India
carrier_id: 907ffd46-cbf5-4552-8912-020876754179 | carrier_name: DB Schenker 2920 | carrier_type: Sea | average_rating: 3.66 | fleet_size: 1963 | years_of_service: 3 | headquarters: UAE
carrier_id: 99a22511-2d4c-4c56-965a-52a02f8d2c8c | carrier_name: Hapag-Lloyd 2921 | carrier_type: Air | average_rating: 3.14 | fleet_size: 1208 | years_of_service: 32 | headquarters: Germany
carrier_id: d7f5aa05-f85a-4567-8475-490fa910591f | carrier_name: DHL 2922 | carrier_type: Rail | average_rating: 4.88 | fleet_size: 2614 | years_of_service: 37 | headquarters: United States
carrier_id: 6e9119b4-eba1-4825-b0d0-a6506d40f40a | carrier_name: Blue Dart 2923 | carrier_type: Sea | average_rating: 4.66 | fleet_size: 3559 | years_of_service: 20 | headquarters: South Korea
carrier_id: df597536-cbcb-4ba9-a9a3-6dc7cb80b7d0 | carrier_name: DP World Logistics 2924 | carrier_type: Sea | average_rating: 3.39 | fleet_size: 2779 | years_of_service: 19 | headquarters: Netherlands
carrier_id: 01ba9272-5984-4b64-8bba-1196017265f3 | carrier_name: DB Schenker 2925 | carrier_type: Road | average_rating: 4.85 | fleet_size: 1965 | years_of_service: 22 | headquarters: South Korea
carrier_id: dc1fe947-ff2e-435b-959f-8dedb96dede9 | carrier_name: Hapag-Lloyd 2926 | carrier_type: Air | average_rating: 3.35 | fleet_size: 295 | years_of_service: 30 | headquarters: Netherlands
carrier_id: 793994b2-db30-4932-8b58-9cedac872f05 | carrier_name: DP World Logistics 2927 | carrier_type: Air | average_rating: 3.76 | fleet_size: 1024 | years_of_service: 9 | headquarters: United States
carrier_id: 744e51f6-d1df-43f4-95f1-c3b706184668 | carrier_name: CMA CGM 2928 | carrier_type: Sea | average_rating: 3.76 | fleet_size: 1523 | years_of_service: 20 | headquarters: China
carrier_id: 18fbb69a-b4bf-4f30-9a5e-56d8c0abe1dd | carrier_name: MSC 2929 | carrier_type: Road | average_rating: 3.5 | fleet_size: 272 | years_of_service: 16 | headquarters: Netherlands
carrier_id: 62adb9ac-9850-4816-b1c4-0f459a0fa185 | carrier_name: CMA CGM 2930 | carrier_type: Sea | average_rating: 4.48 | fleet_size: 1686 | years_of_service: 16 | headquarters: Singapore
carrier_id: 1b31aca8-102b-49ce-bd51-70d527fc123f | carrier_name: Kuehne Nagel 2931 | carrier_type: Road | average_rating: 3.95 | fleet_size: 1270 | years_of_service: 23 | headquarters: United Kingdom
carrier_id: e088af36-ce6f-4c6a-ad45-b14d82794f55 | carrier_name: DB Schenker 2932 | carrier_type: Rail | average_rating: 4.48 | fleet_size: 68 | years_of_service: 18 | headquarters: UAE
carrier_id: 56e0e54e-03d2-4107-9679-ee09beaba4d8 | carrier_name: Blue Dart 2933 | carrier_type: Rail | average_rating: 4.24 | fleet_size: 2776 | years_of_service: 4 | headquarters: United Kingdom
carrier_id: 804aa4e7-9479-464a-9c70-ebb8e1c75029 | carrier_name: DB Schenker 2934 | carrier_type: Sea | average_rating: 3.62 | fleet_size: 4001 | years_of_service: 31 | headquarters: UAE
carrier_id: 59e6585a-8104-4e65-9f36-25d4cc8108b7 | carrier_name: Hapag-Lloyd 2935 | carrier_type: Rail | average_rating: 3.82 | fleet_size: 3498 | years_of_service: 27 | headquarters: India
carrier_id: a33fee9f-6852-4c47-9746-b5750e9d89eb | carrier_name: CMA CGM 2936 | carrier_type: Sea | average_rating: 4.86 | fleet_size: 294 | years_of_service: 28 | headquarters: Japan
carrier_id: 61c3d48a-a7a4-4c03-9611-13376c5c7a65 | carrier_name: Hapag-Lloyd 2937 | carrier_type: Air | average_rating: 4.55 | fleet_size: 4178 | years_of_service: 18 | headquarters: South Korea
carrier_id: 9847d9cb-98d4-4f48-a9b2-285805450262 | carrier_name: Allcargo Express 2938 | carrier_type: Rail | average_rating: 3.38 | fleet_size: 1620 | years_of_service: 17 | headquarters: UAE
carrier_id: c7d96498-86f7-41b3-9c59-9f7f24765612 | carrier_name: Maersk 2939 | carrier_type: Rail | average_rating: 4.85 | fleet_size: 1766 | years_of_service: 23 | headquarters: Japan
carrier_id: 91919cf8-01a5-4d85-a123-7c1d95faa185 | carrier_name: Maersk 2940 | carrier_type: Sea | average_rating: 4.49 | fleet_size: 3666 | years_of_service: 21 | headquarters: China
carrier_id: e1b4f435-a1b5-45ce-b32b-543a4281290f | carrier_name: Maersk 2941 | carrier_type: Sea | average_rating: 4.79 | fleet_size: 1241 | years_of_service: 31 | headquarters: Germany
carrier_id: b48716f5-51fb-43ba-8c90-4c1e75004480 | carrier_name: Emirates SkyCargo 2942 | carrier_type: Rail | average_rating: 3.14 | fleet_size: 957 | years_of_service: 14 | headquarters: India
carrier_id: 7a60ce73-da9b-40d2-ac69-0228d55737d8 | carrier_name: DP World Logistics 2943 | carrier_type: Sea | average_rating: 3.74 | fleet_size: 3098 | years_of_service: 21 | headquarters: South Korea
carrier_id: 82c5f397-0629-41a3-9197-5073c8c136bd | carrier_name: Hapag-Lloyd 2944 | carrier_type: Road | average_rating: 3.42 | fleet_size: 3200 | years_of_service: 28 | headquarters: Singapore
carrier_id: a3df63af-35ce-4de5-beae-4fb7fb0758a7 | carrier_name: DP World Logistics 2945 | carrier_type: Sea | average_rating: 4.13 | fleet_size: 62 | years_of_service: 14 | headquarters: United Kingdom
carrier_id: d5e5bb71-2fb2-44d7-afaa-4c380019d850 | carrier_name: Kuehne Nagel 2946 | carrier_type: Road | average_rating: 3.88 | fleet_size: 635 | years_of_service: 21 | headquarters: Germany
carrier_id: a81edd56-6b4b-44ad-81f7-1924eb1fbd9e | carrier_name: Kuehne Nagel 2947 | carrier_type: Sea | average_rating: 3.86 | fleet_size: 1105 | years_of_service: 8 | headquarters: United Kingdom
carrier_id: d186b88e-a1c8-403c-9319-371f779c4666 | carrier_name: FedEx 2948 | carrier_type: Rail | average_rating: 3.49 | fleet_size: 1257 | years_of_service: 33 | headquarters: South Korea
carrier_id: 2d982008-32c8-4ab4-b7bd-02b6fc903fa7 | carrier_name: Hapag-Lloyd 2949 | carrier_type: Air | average_rating: 4.66 | fleet_size: 933 | years_of_service: 36 | headquarters: Germany
