Sheet Name: AI_Inference_Log

inference_id: 095fcec2-7a82-43af-9b05-26769481008d | shipment_id: 5fd50c5c-973f-43bc-a629-06e4b5cd541b | model_id: a516984e-2c08-4916-847c-7fe4e5e6164f | prediction_timestamp: 2026-01-01 17:27:00 | delay_probability: 0.06664 | risk_category: Low | latency_ms: 486
inference_id: 57709547-c162-4574-a33f-873db95551c8 | shipment_id: 18a5e998-3f42-4b67-a9d5-44fcdc51fd89 | model_id: 3364d44e-a0af-44ca-b216-a923df139ad3 | prediction_timestamp: 2025-04-04 20:21:00 | delay_probability: 0.5148 | risk_category: Medium | latency_ms: 106
inference_id: ab0caf6f-d885-4599-b928-dd16f975b45a | shipment_id: d593affe-d48c-4974-9b28-4dad3afd6f5c | model_id: 217e39e0-e068-432d-accd-57e8e176abf5 | prediction_timestamp: 2025-08-03 10:18:00 | delay_probability: 0.16462 | risk_category: Low | latency_ms: 235
inference_id: 7ad1541b-89c9-4ce3-a93a-7ed875f35f01 | shipment_id: c20fcbee-cb3d-4261-9916-5c510e8ce5dd | model_id: 5bfec5e6-d732-4551-b84b-c0f66fb626ad | prediction_timestamp: 2025-06-25 15:59:00 | delay_probability: 0.19282 | risk_category: Low | latency_ms: 483
inference_id: 78310e90-4e8b-4ea7-97db-267d6ef97f2e | shipment_id: f1e6f662-d5e9-4d99-8bf6-eca29bb94ddb | model_id: d065cdc5-6b31-40a6-8963-4629b3950bc1 | prediction_timestamp: 2025-04-22 14:23:00 | delay_probability: 0.0576 | risk_category: Low | latency_ms: 616
inference_id: 8a55753a-4dc2-4f6f-a57f-621899cfa4eb | shipment_id: df65f023-c2ea-4dc9-884e-25523a0932ca | model_id: 385982e3-0803-4d5e-94de-449f118bc1ee | prediction_timestamp: 2025-04-11 13:50:00 | delay_probability: 0.30847 | risk_category: Medium | latency_ms: 171
inference_id: dc3fd128-bab6-46e3-a5be-636b711a6311 | shipment_id: 770caf02-7da4-4e10-b6bd-c8277d367453 | model_id: 03b60e26-ad03-46ee-a5e3-5a4e7cbcb4da | prediction_timestamp: 2025-07-27 12:37:00 | delay_probability: 0.23668 | risk_category: Low | latency_ms: 172
inference_id: e8a5554e-6a86-45e1-b8e6-786c256e162e | shipment_id: de6cec7a-920a-46e7-aa19-8d2397f27a89 | model_id: 10be9a53-1967-4f4c-bd6d-7b10202ce75c | prediction_timestamp: 2025-07-04 17:46:00 | delay_probability: 0.30668 | risk_category: Medium | latency_ms: 261
inference_id: 1bb0aee0-0f33-4a56-8671-41ae80e17204 | shipment_id: 8eff9b1c-ab58-4bf5-bc07-cac5408ac104 | model_id: 020195f6-0afc-4c36-a9d3-bbe529012f1c | prediction_timestamp: 2025-07-06 12:22:00 | delay_probability: 0.1793 | risk_category: Low | latency_ms: 661
inference_id: b2f09ef3-d1d1-4e90-bb8f-4212d9ef276c | shipment_id: 0a8fda44-143d-4cf3-a5e5-7ccf00fcb3f4 | model_id: 3c2eec84-d69f-49da-9a34-9df00b648a21 | prediction_timestamp: 2025-05-02 16:11:00 | delay_probability: 0.25889 | risk_category: Low | latency_ms: 593
inference_id: c026cc2a-86c0-4bde-a9f5-becf3452719b | shipment_id: e34d4f79-58f0-4b81-8741-88f72febf7a2 | model_id: c9696e65-6f74-4a55-901e-a6cd739da7de | prediction_timestamp: 2025-03-28 13:05:00 | delay_probability: 0.14467 | risk_category: Low | latency_ms: 387
inference_id: e416c693-b1f4-4d91-8a85-452a6be5a298 | shipment_id: d803c655-7965-4c4d-a429-7d86224984ac | model_id: dba4e01f-4b50-4cc9-b481-5d742c814ae2 | prediction_timestamp: 2025-04-28 11:10:00 | delay_probability: 0.40927 | risk_category: Medium | latency_ms: 516
inference_id: cdf95f16-86c6-4f96-ab82-4c4e2f952410 | shipment_id: 33c82370-b803-456b-84ba-d8b440ffa695 | model_id: aa9de174-4ad8-4dd5-9650-a8fbbd5d67a5 | prediction_timestamp: 2026-03-11 17:46:00 | delay_probability: 0.33472 | risk_category: Medium | latency_ms: 617
inference_id: b54a615c-6772-44ae-9e26-735b505453f6 | shipment_id: bc246c41-4d36-4df6-b2da-e0c0345bac93 | model_id: 8496464e-9e1f-4278-b050-860e329a4a73 | prediction_timestamp: 2025-07-12 10:00:00 | delay_probability: 0.62544 | risk_category: High | latency_ms: 414
inference_id: 3e72fb1a-155b-42a6-a5e6-7eae89a86be3 | shipment_id: 8f2a31d0-e2ba-47c1-b61d-c2a136e60d0c | model_id: 02fcd0d4-b614-4a4d-97af-27a126bad4f4 | prediction_timestamp: 2025-10-15 16:14:00 | delay_probability: 0.13207 | risk_category: Low | latency_ms: 69
inference_id: 5fa7ed63-41a2-450a-b490-b42f1631dd0f | shipment_id: beb43738-9d2c-4c97-aaf1-27bc8db1f15a | model_id: b930103b-2d99-4ccc-879a-4ffa7a68508f | prediction_timestamp: 2025-10-09 13:03:00 | delay_probability: 0.06495 | risk_category: Low | latency_ms: 680
inference_id: a54a42ae-9217-478a-af20-1a4a3c598f06 | shipment_id: 3b4889f1-6c9e-4495-949b-80e26a31e09f | model_id: e9668c0e-0775-4098-ba51-6289a8c0bcc9 | prediction_timestamp: 2025-10-10 14:59:00 | delay_probability: 0.14354 | risk_category: Low | latency_ms: 687
inference_id: 3996f2b0-64a6-4ed1-80a5-453f4c5e4152 | shipment_id: d45b8dc4-74d0-4e8d-bee9-1348b3e0f22b | model_id: 8f32e6c4-5593-4707-856e-1745a0803f79 | prediction_timestamp: 2025-10-08 15:08:00 | delay_probability: 0.14142 | risk_category: Low | latency_ms: 259
inference_id: c89502f2-8975-41d9-85ba-a39fe7f9ebf4 | shipment_id: 588627c1-02df-4c48-b67a-1d735d3501f7 | model_id: 430309a4-a408-40a4-a103-9df67f058903 | prediction_timestamp: 2025-02-14 09:35:00 | delay_probability: 0.43412 | risk_category: Medium | latency_ms: 577
inference_id: 48898fe1-8b79-46dc-b4e9-5e7bbacc9b26 | shipment_id: d0d3b4f3-fff4-4ee9-b471-a312882747e5 | model_id: 6e625d37-f999-43ff-b3ab-9adacb855461 | prediction_timestamp: 2025-06-16 12:30:00 | delay_probability: 0.015 | risk_category: Low | latency_ms: 78
inference_id: 3eb2cbcf-4395-4d7c-b1b1-c7b9547ecc46 | shipment_id: f3611237-38bd-4945-8465-e13df0e0c00e | model_id: d30d6e66-cef1-4507-b67e-7642fb94b2f3 | prediction_timestamp: 2025-09-28 14:20:00 | delay_probability: 0.09388 | risk_category: Low | latency_ms: 45
inference_id: 4a8aae56-b92f-497f-923c-1d90f8211ea3 | shipment_id: 27d820f7-4f8c-42fc-bf22-1ec6b2df2bc5 | model_id: c708644e-8601-46ea-8834-55673e244eaf | prediction_timestamp: 2025-05-07 22:46:00 | delay_probability: 0.10725 | risk_category: Low | latency_ms: 127
inference_id: d46f7148-0b66-4dc6-9cd6-e0e3e5b9b383 | shipment_id: e93fabe8-5003-4b59-9b0a-a284bd4c8730 | model_id: 84c1bcd3-8857-4a17-b4b8-6b93e1ac7690 | prediction_timestamp: 2025-04-19 20:39:00 | delay_probability: 0.0849 | risk_category: Low | latency_ms: 134
inference_id: 5a4c0b46-1fee-4b26-8f0b-f6a597f251b9 | shipment_id: f609e0af-d739-4b4f-a86b-b822b5b519d3 | model_id: 459e2b3d-bd1b-470a-a8c1-e4f61ac03654 | prediction_timestamp: 2025-04-02 19:10:00 | delay_probability: 0.09272 | risk_category: Low | latency_ms: 594
inference_id: 2b0e939c-f5f1-4b74-b034-25b656e60824 | shipment_id: a7d25e93-6c8b-478b-997a-546144de6d65 | model_id: 49f74e33-d0f5-4c21-a69b-a618b8dc0ac8 | prediction_timestamp: 2025-01-18 16:56:00 | delay_probability: 0.11637 | risk_category: Low | latency_ms: 415
inference_id: d60e72fc-535c-4649-9587-d7f1e72d537a | shipment_id: 8266dd46-e0cf-4bfd-ae5c-248a1b0814b3 | model_id: abba0f9e-72a9-4b1b-838f-9af04f6586b3 | prediction_timestamp: 2025-06-08 10:42:00 | delay_probability: 0.18619 | risk_category: Low | latency_ms: 166
inference_id: cfdf25a5-465c-4fbe-bfc4-442ac5088c37 | shipment_id: eefc69ab-47ad-4410-a81c-d8a145b2a7df | model_id: 7d4e7f06-8b40-4bda-86eb-05e021c974f2 | prediction_timestamp: 2025-04-15 14:26:00 | delay_probability: 0.11935 | risk_category: Low | latency_ms: 284
inference_id: 099b0da8-1e06-41c3-90fc-8d41435a4fa6 | shipment_id: d68e29f1-4c85-4eb3-badc-630630b085bc | model_id: 8a6ec1e6-29da-46b6-b2b5-b5d7583b4c24 | prediction_timestamp: 2025-08-14 15:58:00 | delay_probability: 0.05308 | risk_category: Low | latency_ms: 620
inference_id: f24ca0e8-f4bf-4c5c-9e42-4f4c94a7bb06 | shipment_id: 7a1ff047-f087-42ea-af25-fff383480ab4 | model_id: a5794e2b-6eb7-4d1c-8b79-d41c278b0533 | prediction_timestamp: 2025-07-31 17:38:00 | delay_probability: 0.72089 | risk_category: High | latency_ms: 215
inference_id: f1c403ee-b62d-4f97-a665-327a04a4d83d | shipment_id: 8b641835-4740-46a3-bd6f-67b796b8341f | model_id: d4d609d4-9b4e-425b-b985-a0665deaa873 | prediction_timestamp: 2025-12-27 22:31:00 | delay_probability: 0.17048 | risk_category: Low | latency_ms: 427
inference_id: 47f0300a-4f8f-4e58-b84e-ca0230844aef | shipment_id: b0f23e8e-1a07-44cd-8ac0-8baeddd54e10 | model_id: 5e5d8d64-68b0-4df4-a707-ef193c8ddbf1 | prediction_timestamp: 2026-01-26 17:42:00 | delay_probability: 0.30769 | risk_category: Medium | latency_ms: 433
inference_id: d2f1fd0b-cd88-4735-ae26-5e590d57e35c | shipment_id: bb5fde0d-6bac-4444-84bd-937828d49e4c | model_id: 73a63543-ed01-4bbd-812f-0477d9706e3b | prediction_timestamp: 2025-12-07 12:25:00 | delay_probability: 0.40246 | risk_category: Medium | latency_ms: 343
inference_id: 1b704801-b98b-40b7-82af-eaa2829c6921 | shipment_id: 33021d89-0bf9-416e-be82-f458627a613b | model_id: c87d146a-85eb-4dee-8f96-9278eb5d6c80 | prediction_timestamp: 2025-11-01 21:32:00 | delay_probability: 0.1647 | risk_category: Low | latency_ms: 146
inference_id: ed8d88e8-584e-4372-ae37-fb14f5717e6e | shipment_id: 75dd85f5-2f13-43f0-8efe-95cc5c638688 | model_id: 95697fc9-2d62-4608-9b23-2ae8c5774286 | prediction_timestamp: 2025-08-30 12:04:00 | delay_probability: 0.0903 | risk_category: Low | latency_ms: 399
inference_id: 701e8bd5-30ac-4321-8a08-c14faf3d31d9 | shipment_id: b9980ce4-7b07-4428-9ba4-ebba12f2c6b1 | model_id: 74859abb-2f06-4ef7-9dcc-28658eb13b4f | prediction_timestamp: 2025-01-07 20:18:00 | delay_probability: 0.14814 | risk_category: Low | latency_ms: 578
inference_id: c0dd6ecc-d6aa-4279-9818-da820cfe79b3 | shipment_id: 4c6669f1-a9e6-4c48-823c-c9a6901a960a | model_id: b44c7100-887e-49f7-834e-466032fe265e | prediction_timestamp: 2025-08-18 17:50:00 | delay_probability: 0.25284 | risk_category: Low | latency_ms: 381
inference_id: 9f805113-1d5b-4102-bb55-009e76a44595 | shipment_id: 0465b337-5c3a-459a-b317-f0eb94f1989b | model_id: be2814e5-0560-4333-b837-6eae006506b2 | prediction_timestamp: 2026-02-03 19:25:00 | delay_probability: 0.58574 | risk_category: High | latency_ms: 588
inference_id: 007c03a4-4a53-4a15-8de8-8189a0f0a780 | shipment_id: c09c3487-d3f8-4341-8bb3-57635b77f90f | model_id: 2c6ab6b8-5fce-4eef-a55a-5c1c26ca5826 | prediction_timestamp: 2025-04-25 16:33:00 | delay_probability: 0.18743 | risk_category: Low | latency_ms: 98
inference_id: 283e8321-476a-4bc2-bfbf-0886307fff91 | shipment_id: 8023c955-4cb0-4920-8f00-520c6b051c05 | model_id: e6b9030f-2e5d-428e-8999-f2d55b059f02 | prediction_timestamp: 2025-11-25 15:39:00 | delay_probability: 0.09067 | risk_category: Low | latency_ms: 417
inference_id: dc35ee32-997f-4a22-ae08-d1eecb5ad5e9 | shipment_id: e59ad9d9-0876-45d1-acfe-d25a10af153e | model_id: 538ea6b3-bf9d-4c61-bf8c-ebf824ad5a61 | prediction_timestamp: 2025-01-31 21:49:00 | delay_probability: 0.38044 | risk_category: Medium | latency_ms: 764
inference_id: db063817-3008-47fb-9175-22ce0572f445 | shipment_id: e23bcac4-35f7-4b89-93cd-9f5247b0d00a | model_id: 1cd1d49b-56d8-40e1-b4db-8b4c6bd1d6a0 | prediction_timestamp: 2025-11-01 09:29:00 | delay_probability: 0.15654 | risk_category: Low | latency_ms: 74
inference_id: 60b3f762-fa4c-41d0-8748-5fa13600a12e | shipment_id: 2fc98e06-6203-4df0-a0dc-6c625a5e1cc3 | model_id: 81d0663c-7743-4ad6-bb4e-85c7ab036186 | prediction_timestamp: 2025-03-12 21:14:00 | delay_probability: 0.84353 | risk_category: Critical | latency_ms: 208
inference_id: 8094536d-91a7-4b89-81c4-6dd5b70185cb | shipment_id: 878ac5d0-ae86-47b6-ac96-1a8d32eca637 | model_id: f872eadb-d579-41c4-aa45-bf9aa9ba9fcc | prediction_timestamp: 2026-01-23 19:26:00 | delay_probability: 0.09213 | risk_category: Low | latency_ms: 609
inference_id: 502e4b4a-4ed1-4d5d-b882-b47b2063347c | shipment_id: ec50e5ee-0082-4d66-ba6b-6a45b493082e | model_id: 662e9b73-ae03-467c-a303-5297f5f1f9ad | prediction_timestamp: 2025-10-26 15:26:00 | delay_probability: 0.05621 | risk_category: Low | latency_ms: 555
inference_id: 8cc1a8fb-4e36-489d-9858-b46c077de469 | shipment_id: c54ff87a-a62c-4d90-9d95-75e51eb12598 | model_id: 451f9b1f-1003-4575-941d-12d562630d33 | prediction_timestamp: 2026-03-20 19:33:00 | delay_probability: 0.18922 | risk_category: Low | latency_ms: 138
inference_id: 99b90ed0-0ddd-44a3-a0ed-90fe59cb1876 | shipment_id: 543e3861-39ac-4fe2-b9e8-a913bcc9574c | model_id: 92fd62c0-fc15-4286-9fe5-3f9ba022fb97 | prediction_timestamp: 2025-07-23 15:25:00 | delay_probability: 0.63444 | risk_category: High | latency_ms: 321
inference_id: 71a36c2b-1bd5-4202-b51f-1764ac05ee60 | shipment_id: 0421f2c0-f8f3-487d-918a-9278295efa14 | model_id: bd102bca-75b5-4b01-b6cd-ede2010ac79d | prediction_timestamp: 2025-06-16 17:01:00 | delay_probability: 0.34649 | risk_category: Medium | latency_ms: 658
inference_id: 80884187-bc5e-47f1-b351-d027b0b5666e | shipment_id: 56f3ed0e-4e47-408e-8664-7cd658a0ab0b | model_id: b781fd35-76b4-4893-ae9c-cfb817c32efc | prediction_timestamp: 2025-01-18 22:15:00 | delay_probability: 0.52054 | risk_category: Medium | latency_ms: 762
inference_id: 7e743b15-0f9a-4f34-b85f-3d9c358359f3 | shipment_id: 770f940c-4f09-4fa4-a504-2e0b32dc1896 | model_id: 4d9b5758-cd2c-42f3-83fc-9ccbe9f0b5d5 | prediction_timestamp: 2025-06-19 15:30:00 | delay_probability: 0.31889 | risk_category: Medium | latency_ms: 561
inference_id: a627134c-92f3-4a64-9160-1b469ee6c390 | shipment_id: de72b3fc-e338-416f-873a-582d8b9de996 | model_id: fd433465-1beb-44e6-8b2c-be0e971881dc | prediction_timestamp: 2025-05-10 18:26:00 | delay_probability: 0.66066 | risk_category: High | latency_ms: 658
inference_id: 208306f7-470b-4bcc-afbb-a29e2bd70a53 | shipment_id: 21008976-fb56-4f38-873e-abe03ee58ccd | model_id: e9434fb5-9d18-4858-8816-a4730f65c6fb | prediction_timestamp: 2025-12-16 15:56:00 | delay_probability: 0.22975 | risk_category: Low | latency_ms: 303
inference_id: e18afb83-527a-419c-a210-cd550b1caf36 | shipment_id: 8f63364a-436f-4efe-8556-4f0065cac3ef | model_id: 7687529f-9161-4285-aeca-e0ddcd9cb8fd | prediction_timestamp: 2025-10-04 22:20:00 | delay_probability: 0.30811 | risk_category: Medium | latency_ms: 516
inference_id: 1d49c24b-fb6a-4474-9391-18120c232ad8 | shipment_id: e59d884c-fe24-42a2-9595-0c3a3075253e | model_id: c48f4ec7-4491-4e89-b6fd-b5e66b8e9203 | prediction_timestamp: 2025-02-14 14:03:00 | delay_probability: 0.1128 | risk_category: Low | latency_ms: 182
inference_id: 6540c157-11bb-41fa-ae9f-7586345cabac | shipment_id: 21bebca3-7093-4e02-bc5b-468ca8d5eefd | model_id: 9dc3eeb1-dc8d-4fe1-9dcb-dd749879e79d | prediction_timestamp: 2025-11-27 20:32:00 | delay_probability: 0.05352 | risk_category: Low | latency_ms: 633
inference_id: ba0e31a4-8fe9-4310-8392-5c4dbe4f9e73 | shipment_id: c345dc60-e241-4c2e-863d-0a72a503d49b | model_id: b9b5d927-d073-496d-bad2-528a1958f857 | prediction_timestamp: 2025-12-08 12:45:00 | delay_probability: 0.10001 | risk_category: Low | latency_ms: 329
inference_id: 7cecfd97-e93f-4869-8814-5d287ed0cfd4 | shipment_id: dfd4e1a8-43aa-4774-b824-63b05a854e32 | model_id: 6d7dea93-522b-413b-b202-604e0bb779c4 | prediction_timestamp: 2026-01-04 21:18:00 | delay_probability: 0.1681 | risk_category: Low | latency_ms: 182
inference_id: 98a95b3a-7a1c-4b74-8921-a8699a540449 | shipment_id: 04732078-d85e-4fe3-b6b0-0fb391013432 | model_id: 84ac4a66-31d6-4760-8c6c-10484dbda700 | prediction_timestamp: 2026-02-18 20:09:00 | delay_probability: 0.43204 | risk_category: Medium | latency_ms: 775
inference_id: 5c73fa00-9443-49db-b450-2c185a296bb6 | shipment_id: fa148c1f-28aa-45c4-a7ea-b9df59bca837 | model_id: 899df47a-e41a-4cd8-8edb-8b26dfbc3982 | prediction_timestamp: 2026-01-18 21:58:00 | delay_probability: 0.23543 | risk_category: Low | latency_ms: 443
inference_id: ae9d92d6-235b-41cd-a4ae-3e207b1f0048 | shipment_id: 4270b55a-f6c6-4895-84f7-5cd525191784 | model_id: c97bac44-0e0d-47ef-beb9-4b08db131ce7 | prediction_timestamp: 2026-01-16 12:35:00 | delay_probability: 0.39028 | risk_category: Medium | latency_ms: 663
inference_id: 2794af0d-047d-4ece-a236-7f29aa86db39 | shipment_id: 560d25bb-7980-4b77-ab3e-fc534fe84b64 | model_id: 2aa52f31-9321-416a-9829-da114566b730 | prediction_timestamp: 2025-03-29 12:59:00 | delay_probability: 0.015 | risk_category: Low | latency_ms: 242
inference_id: ba169aa0-3ea8-49fe-a40d-f5a19883d0ff | shipment_id: 53d01a52-52b2-49fc-abfc-02ac4ae6e979 | model_id: 77cd8a62-b2b0-4088-8d0b-ee28e35a8a50 | prediction_timestamp: 2025-02-06 21:42:00 | delay_probability: 0.08541 | risk_category: Low | latency_ms: 131
inference_id: 93d0d35e-c685-4e92-ab1e-fc33d33c0a69 | shipment_id: 6f487a2f-2eb7-4203-938f-6abd53d147d0 | model_id: 7c51270d-4456-46b7-8069-053a3f4bdb11 | prediction_timestamp: 2025-01-07 19:16:00 | delay_probability: 0.27025 | risk_category: Low | latency_ms: 447
inference_id: a28d5807-f6e5-4294-aad8-e7250bf0b8e0 | shipment_id: f0b2198d-8682-4e94-b770-f067c8ce6d2d | model_id: f1432fc2-85c7-4ab3-8403-591dd21c114f | prediction_timestamp: 2026-03-08 17:44:00 | delay_probability: 0.3013 | risk_category: Medium | latency_ms: 60
inference_id: d91b9819-7a3b-4f3f-89d8-7f650bc33b83 | shipment_id: 1530e84b-3802-4523-8497-4a4a186c64e7 | model_id: c21b3378-868c-4d67-9bed-3b7137b1bddd | prediction_timestamp: 2025-05-04 16:30:00 | delay_probability: 0.2843 | risk_category: Medium | latency_ms: 394
inference_id: 8b31fd5d-e425-4d3c-81eb-638b7e49844c | shipment_id: 890b1f08-ddda-4a58-91ef-710be15b5433 | model_id: 3235436a-ed08-4d46-ad7a-a0475351aab8 | prediction_timestamp: 2025-11-03 17:59:00 | delay_probability: 0.22046 | risk_category: Low | latency_ms: 714
inference_id: 4169536b-84a6-4f25-9f27-0f43bb97d90d | shipment_id: e5de5895-e142-435d-915d-02c36d0c6925 | model_id: 6ac22ffc-3b67-4532-ba14-b44816826c01 | prediction_timestamp: 2025-05-20 13:54:00 | delay_probability: 0.02105 | risk_category: Low | latency_ms: 411
inference_id: a76defb8-85e3-4115-a144-c3e8175e925b | shipment_id: 8dcb0cb1-e914-4441-99e8-c0d22b2df6d5 | model_id: 8ad7fc82-7c28-4e86-bfbc-fbdbcb7b7ff7 | prediction_timestamp: 2025-04-09 18:36:00 | delay_probability: 0.19516 | risk_category: Low | latency_ms: 361
inference_id: 53dc4b8a-d027-4ba8-a91c-3af939b61ec8 | shipment_id: a451c0f7-c6dd-4439-b534-18c50e61d222 | model_id: b25caf6d-c68b-488d-8dac-d9f038eeabfd | prediction_timestamp: 2026-02-04 20:55:00 | delay_probability: 0.0957 | risk_category: Low | latency_ms: 702
inference_id: c4afa3ce-de0e-4985-9262-aa24d00cd415 | shipment_id: d71bcaa2-9c65-4310-8e33-6843f36290d4 | model_id: 081b2d5e-29b3-4398-8663-a5857f3404b7 | prediction_timestamp: 2025-07-08 20:14:00 | delay_probability: 0.29631 | risk_category: Medium | latency_ms: 123
inference_id: 69b545b7-97df-4308-8e3a-66c768416480 | shipment_id: cefdbd48-1345-4067-90e4-323ae417f600 | model_id: 38d3060d-8e0b-48a7-aea0-074f4962c351 | prediction_timestamp: 2025-05-24 21:19:00 | delay_probability: 0.015 | risk_category: Low | latency_ms: 372
inference_id: 4da2e71c-161c-4339-bc9f-e864bfa4d05b | shipment_id: 15dd13ee-c9dc-4cdb-9bf0-4a5cf7729eb6 | model_id: 2a30d3b6-b132-422d-a850-0968d8a7854d | prediction_timestamp: 2025-11-29 21:46:00 | delay_probability: 0.41427 | risk_category: Medium | latency_ms: 159
inference_id: a2c38b04-1e33-44c6-8591-3dcf2ee23e53 | shipment_id: e3b78b43-5584-4649-b4fc-507f4749bb70 | model_id: 418d84ef-3c69-4cea-a4af-c622e56d37c6 | prediction_timestamp: 2025-06-04 12:20:00 | delay_probability: 0.33147 | risk_category: Medium | latency_ms: 55
inference_id: 45ce53c6-3506-4e8b-b413-ed5c59a93853 | shipment_id: 20541a68-e4cb-48ca-8b3f-60f97797dc52 | model_id: f5d7292e-56d0-42f8-8777-723c52b98b88 | prediction_timestamp: 2025-03-27 13:30:00 | delay_probability: 0.19333 | risk_category: Low | latency_ms: 370
inference_id: 289b024b-89e3-45ff-aaf9-5d6bd6665051 | shipment_id: 1593379d-c559-4a22-a8c1-0a3c3e8c2958 | model_id: 811ed88c-5064-4d5a-8d15-a9f94ffcce51 | prediction_timestamp: 2025-03-11 15:10:00 | delay_probability: 0.72564 | risk_category: High | latency_ms: 671
inference_id: 1a6f8bdf-5669-4915-ba23-cd10135bf6a4 | shipment_id: 54ca1cec-bb55-428e-91a8-61dcb944b37d | model_id: 7d2a396d-86b9-4b53-90bf-84bf94f4c944 | prediction_timestamp: 2025-12-28 18:22:00 | delay_probability: 0.30202 | risk_category: Medium | latency_ms: 69
inference_id: fbf3c702-3ae5-4440-8474-a6ea5f71ed47 | shipment_id: e7abe20d-1ab2-4e4e-a6e5-12dc82aab017 | model_id: 295cc056-8429-4456-a89f-5e8efb63c2c6 | prediction_timestamp: 2025-01-31 10:40:00 | delay_probability: 0.16377 | risk_category: Low | latency_ms: 433
inference_id: 9458dd18-36af-446c-b29a-39672cc4a821 | shipment_id: 5b3f93f9-f920-4b19-a100-5a953ce334a3 | model_id: ae0c4df1-ac4d-4aec-991b-ee55d40cc8d9 | prediction_timestamp: 2025-07-06 15:48:00 | delay_probability: 0.10721 | risk_category: Low | latency_ms: 100
inference_id: 2d545ddc-5ba9-432b-945e-9d1b30d26f3c | shipment_id: e8ba5fc0-1237-4dc3-adc5-0effdc55f28f | model_id: 039dd53d-f7c5-40b3-9193-392bf027c917 | prediction_timestamp: 2025-01-15 15:00:00 | delay_probability: 0.32993 | risk_category: Medium | latency_ms: 727
inference_id: 53d8bc23-1d9d-437d-82d7-7e69d7c1c849 | shipment_id: ca4f7821-198e-48a4-84c6-0fc98f76e9f3 | model_id: c7764cad-cce1-41c5-977a-eb9d523f5f2f | prediction_timestamp: 2025-03-13 15:40:00 | delay_probability: 0.11742 | risk_category: Low | latency_ms: 250
inference_id: 21634ff2-dea7-479d-916d-82f8cc929e41 | shipment_id: fd31343b-512c-4644-960f-51ee5c944396 | model_id: 5a3919ce-ce0c-46fb-9b02-410b49b8b44c | prediction_timestamp: 2025-02-05 14:24:00 | delay_probability: 0.20905 | risk_category: Low | latency_ms: 621
inference_id: a143f825-fec1-47ca-8e8c-92700fc1c3f5 | shipment_id: 7033d0fc-f114-4e47-b552-fe1e3efe1710 | model_id: e49b90dc-facd-4917-8a00-aebf3a83da0a | prediction_timestamp: 2025-04-14 11:48:00 | delay_probability: 0.55229 | risk_category: High | latency_ms: 729
inference_id: 02425720-fc6e-4540-897d-3426bdf32ad9 | shipment_id: 4d1d5641-d1d3-4d1d-9ea5-600ceae9652d | model_id: 42add2e3-36c9-46f1-bd5e-c583adefb3f0 | prediction_timestamp: 2025-04-07 14:58:00 | delay_probability: 0.60525 | risk_category: High | latency_ms: 496
inference_id: f97c05c3-8f26-4a6e-948e-e016206642e4 | shipment_id: 50e64b94-8090-472c-bc7e-7a42cbcfb675 | model_id: aede6ccd-1ce1-4c62-a9de-2f67255ef71b | prediction_timestamp: 2025-08-30 15:14:00 | delay_probability: 0.09596 | risk_category: Low | latency_ms: 514
inference_id: 16d79a3c-465b-4ba2-b340-20e6abd9e0cb | shipment_id: 82b8a500-f604-4933-b81f-cd210f25aac3 | model_id: e5d9483b-ba25-48f3-8ce0-f6e5d30b0786 | prediction_timestamp: 2025-11-17 15:07:00 | delay_probability: 0.24004 | risk_category: Low | latency_ms: 763
inference_id: c37f9ffb-42d0-41e8-b2f1-6f9853314fda | shipment_id: 40dbe150-9e07-418b-8c42-f10150e3fb1e | model_id: 329c03c3-35bb-4f65-b544-093dbfb4b462 | prediction_timestamp: 2026-01-17 17:45:00 | delay_probability: 0.55354 | risk_category: High | latency_ms: 699
inference_id: 3066aab6-d13c-416d-8ed2-15081166b68e | shipment_id: 1ed59eb0-d44b-4fb0-8708-2cf9b79d9df6 | model_id: 967f76f0-3ca8-4c3d-a0b7-60301e3cdc92 | prediction_timestamp: 2025-01-24 15:32:00 | delay_probability: 0.0944 | risk_category: Low | latency_ms: 257
inference_id: dd8d7c55-1265-40a9-b3ee-0df7c2591b66 | shipment_id: 94251754-3a4e-4b6c-866b-5c03d82fb345 | model_id: 9f346ba7-3697-40b0-b430-17c3ddde81ca | prediction_timestamp: 2025-09-30 09:47:00 | delay_probability: 0.15771 | risk_category: Low | latency_ms: 212
inference_id: b36f0ed8-ba6a-4d74-bda2-83d1711d8a70 | shipment_id: d71a4a95-f3bd-4a34-8419-f1adbfcbfbf7 | model_id: e6f94240-d7c7-46a2-a8a7-3d95fb00fe5a | prediction_timestamp: 2025-10-10 13:48:00 | delay_probability: 0.09386 | risk_category: Low | latency_ms: 196
inference_id: c3aa726c-fb5a-4181-863a-a4e107e0205a | shipment_id: b76b692f-02f6-409a-be17-95cb34ca0784 | model_id: a67fa878-fd81-465f-bcd7-7acfe4e8d00b | prediction_timestamp: 2025-12-04 20:41:00 | delay_probability: 0.06098 | risk_category: Low | latency_ms: 502
inference_id: 87adacfb-ee48-4079-a8d2-8378f70e09b0 | shipment_id: 3ce7893f-69c3-4f30-8688-6b36c101b443 | model_id: 46f172dd-e83e-4e08-8ab4-d21985041188 | prediction_timestamp: 2025-05-16 14:29:00 | delay_probability: 0.16679 | risk_category: Low | latency_ms: 639
