Sheet Name: AI_Monitoring_Alerts

alert_id: 6bdb5358-2bc5-47ca-88fc-2d7ee42bfccc | shipment_id: 5fd50c5c-973f-43bc-a629-06e4b5cd541b | inference_id: 095fcec2-7a82-43af-9b05-26769481008d | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 6ea90173-8d7e-4f4f-b296-ea81bb910838 | shipment_id: bf46f798-d3a1-4297-b65e-07b409c6b77b | inference_id: c9947b47-b75d-4d74-b7c1-70aa174b60d1 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: a0e92ecf-2da3-4590-a556-b40887a7f26e | shipment_id: fe54b178-1b09-4434-834a-dd30fabb7709 | inference_id: 9553df9a-8081-4ff6-b155-8d26c2ab7e5b | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 3545644f-fe92-4235-ae8a-71488936bf72 | shipment_id: 14c49e38-569a-4e39-aab6-4c3900b727f0 | inference_id: 7f3be3e1-1d13-44a8-ba2e-c39d21ff94ed | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 7afbc9ce-c82d-421d-9976-36dbe33ce5c4 | shipment_id: 38937b5b-5802-432b-b507-e0b275b148e6 | inference_id: e4f430f1-674a-4f3e-a081-ca101adbeed8 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: f4676c20-651f-471b-9154-8b05a759ca53 | shipment_id: 2fd85c5f-d043-4850-b145-63495d9b8863 | inference_id: 396df009-9bda-4301-9f78-26003d58baea | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 7b22444e-e557-43d3-83ae-73a00634213b | shipment_id: cf3d3b2d-0875-4a3e-84e4-3cf5a79433e7 | inference_id: 0d27b6b0-c1a9-4ef6-835c-c0b6c280a278 | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: b4153a04-7c72-4f65-bdde-6091b6953c7f | shipment_id: 52716125-edeb-4779-8561-972cad72bedf | inference_id: 4f525200-9784-44ec-b8f9-3fa686e5a79c | alert_type: Customs escalation | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 22bc4c30-29ae-4cfa-99ce-830935ced9dd | shipment_id: 30ef9f22-9219-47d8-a380-4e80892220ec | inference_id: 4b6c4ad3-2854-4b9e-948b-b7416769a41b | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 7372a7ee-4ccd-4311-8683-f47f40d1c847 | shipment_id: 70bcbba7-3ab4-4681-ae1a-34c005f3f787 | inference_id: f8601a02-8a4a-4ca4-9e9f-d4fc33f1044b | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 69cb5de1-3cc0-4396-a99e-c9e8cbb6d55a | shipment_id: e7a7aef9-1e01-4deb-b616-dbcca0774a41 | inference_id: 4efac02b-a6c0-4f66-9b55-859aa3bd4c62 | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 139307c7-4bb7-49ef-b124-6a6eba9f24d5 | shipment_id: 43b48dfa-d70b-4da6-ba83-e1ab11b38ba8 | inference_id: c947e098-881f-479c-ac80-f75d037feed6 | alert_type: Customs escalation | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: abfb76d9-ba83-44c9-ac8f-a053871874a5 | shipment_id: ad9a6c5b-b540-4464-ac1f-4d2873a11da6 | inference_id: bbf0d0af-b7c7-407a-90e0-ba78617a9f27 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: be86e465-9bea-487c-9d58-cec497194646 | shipment_id: d4aebe0f-f3cf-436d-8a1e-934ffd2894c0 | inference_id: 5aa1be6a-230c-44fd-860a-afc3b2b60dac | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 6a219352-41ec-4d2f-88f2-18be041d080c | shipment_id: d30abff4-0c14-4927-a355-1dad25b8896e | inference_id: 23fc550f-fcbf-4b7c-b12b-250cf29358f9 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 463f6c7c-f750-4602-a396-d54b703b0d08 | shipment_id: 2ce01c09-5629-4466-938a-ef5a25fd30e8 | inference_id: 0451ad45-1011-4614-a3a5-77c676a0ded3 | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: c8474fe4-a717-444f-b5e5-5b6158041d21 | shipment_id: 10bd7143-64f6-4409-81d6-2a4002a9989c | inference_id: e13db090-e4c8-41ce-99b0-64eb020fcfae | alert_type: Model drift watch | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 89cc8c92-a452-4f87-ada2-afa14840e7b1 | shipment_id: 458bb7f0-4ad9-466a-ba71-c35b776ae1a1 | inference_id: 40396f62-51c2-4545-acb4-a4be37e85652 | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Acknowledged
alert_id: 0ad09876-13bb-4db2-9926-f25814ee892e | shipment_id: a9553107-ad0c-46f8-979c-eb87b853932c | inference_id: 2d419279-2078-4421-83d9-113a5e4691cb | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 1a38f0c6-76e1-483b-a6e5-c3f4920ad9d2 | shipment_id: be7dbb39-2050-4b28-838e-5735e7a7ab0d | inference_id: f5c92fc3-fae3-484a-b4a1-e42e1b8f54cb | alert_type: Customs escalation | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: ca5d41ff-d3f3-40a3-a322-1236fec0a7c3 | shipment_id: 4fd16229-48fb-4566-bd4f-5d5acfd4bd23 | inference_id: bba3182c-23f8-4d36-9998-4e511ad04247 | alert_type: Document issue | severity: Medium | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Resolved
alert_id: bfb6e206-307a-43e5-8ca5-4684fc4ff349 | shipment_id: d810c97f-a365-41f8-834f-929c4c38ea1f | inference_id: 0f9e7806-2ac4-4096-8445-702dc0ddec2e | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 2b46dcbc-dcdc-4866-98d4-d42477eb38a9 | shipment_id: 1e4b6b3b-48f0-44e2-b3ef-5a271704ef92 | inference_id: 4f170d82-bb9b-4d40-98ae-9a51a9c4e625 | alert_type: Document issue | severity: Critical | recommended_action: Escalate to operations lead, notify customer success, and review route/carrier alternatives. | alert_status: Open
alert_id: 172f1421-d0ae-4331-acae-d0692fd46b78 | shipment_id: eef60e2c-a1e3-44d1-b076-7a0f0d393fb6 | inference_id: e61fc470-a1ab-480f-bce9-c3a31d181e53 | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 70c5a62d-72c5-45d2-abc4-11c2b2f1850f | shipment_id: 0b69c062-7fa7-4c44-b69b-812d6d5c69d7 | inference_id: 4be7d16a-cc26-49eb-a865-49297bc958af | alert_type: Customs escalation | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 320da136-62d9-4157-85a1-71f981422b01 | shipment_id: c6930270-816e-4628-a969-5792688507b5 | inference_id: 70d562e9-7e24-4c70-b817-550b53be8290 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 26cd8993-a7ae-40d2-871b-3c796fa6c6ba | shipment_id: 5a031166-dbb3-4a63-b95f-179429b0783a | inference_id: 6d3fccb6-431a-4526-8e31-687622aae106 | alert_type: Customs escalation | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 463423e3-f868-4531-96a5-34e972a770f7 | shipment_id: 1558bbc3-9d68-44b0-9aea-09c6236bd172 | inference_id: 0d3afaef-3450-4f0a-90b6-30f511b2a9ae | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 0422b5ea-4d83-48ff-b680-25c835b37e64 | shipment_id: 369915b1-dde6-4ea6-9a7d-15f790fc9d05 | inference_id: c2715cbb-6318-4236-93eb-57518123df07 | alert_type: Document issue | severity: High | recommended_action: Create proactive follow-up task and validate customs, weather, and carrier status. | alert_status: Acknowledged
alert_id: 80b35a90-a9e4-4bd6-a3a7-23cf85f287eb | shipment_id: c71f5bb2-85c5-4caf-923d-27183ffa18e2 | inference_id: f37ced98-5edd-4fbc-9671-86c2d6f50294 | alert_type: Document issue | severity: Medium | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Acknowledged
alert_id: e645b1b8-1047-41f2-ad97-d96312ada8d2 | shipment_id: 0cf47074-4adf-4f2d-be32-4283dd977a5b | inference_id: c9d5e580-2f4f-44c2-b3f1-8d8d2e82fbc7 | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Open
alert_id: 5e657340-5afb-4b50-a343-c92c7f57c47b | shipment_id: ba632b75-fb1b-45f1-8722-837338c2630e | inference_id: 65c4ca75-e110-4011-b8f7-f65be227e8f9 | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Acknowledged
alert_id: 0af0625f-d82b-46a3-9c48-19b941b4be9b | shipment_id: af910da1-feae-4288-ae1f-8a1d74de415f | inference_id: b5a592d8-820e-4cd6-9929-961684b76dc5 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 2f2cc308-20f1-4845-9c0a-3ddbc5b9bf1e | shipment_id: bafa9c96-8a6d-4e62-9a7a-9a6cebc151cf | inference_id: 6617f390-9ee1-4f49-95bb-68e4e2e1cb56 | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Acknowledged
alert_id: ce207e83-9657-4b1a-ba81-c4378dfbafc9 | shipment_id: bd0ea214-509b-4275-949c-9ea6948403b2 | inference_id: 5c4a2728-7264-461b-aeb7-d229fe9b2add | alert_type: Customs escalation | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 0b32c4c3-699a-46d9-9bad-d443bf77aefe | shipment_id: 83155fcf-303b-40a7-9105-7890bbddff80 | inference_id: f144b9c7-dded-4113-bf91-b0be732d5e32 | alert_type: Model drift watch | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 466f07bb-8f24-48fc-9556-af831c5d8f59 | shipment_id: b7fc2caf-3827-4729-b5f3-2b2c69edab09 | inference_id: 24b69b54-c082-47c9-91a7-783b12a15bd9 | alert_type: Document issue | severity: Medium | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Resolved
alert_id: cedd2748-871d-45b3-b390-9d47c240016b | shipment_id: afaf59be-20d1-44d3-989a-8d0d977b1706 | inference_id: 286b0d62-9d20-49cb-9471-8ce83acd7c05 | alert_type: Model drift watch | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 8a4c6dda-e9bc-4d28-a1d9-efa868aae0bc | shipment_id: 957476dd-c509-4777-bbbf-cc4c6d123d9c | inference_id: 1f32ef07-843c-4c33-a8ef-bd552b22d67b | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: c8f30253-09b2-4a78-a789-4174235061c1 | shipment_id: 08431623-0db8-462e-8198-e921d1102ea7 | inference_id: 92d764e5-3ee9-42f9-b3a9-1f3d7308e4b9 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: d2adc377-548e-4e9c-afc8-4e8cedb5b6cf | shipment_id: b9436fc1-9f58-4a52-bc08-02cee0a6a085 | inference_id: 336b267a-c788-46ad-a20c-6718981004f7 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 7a671468-b6b6-464c-be70-2e3df4d2acdb | shipment_id: ef5beaa2-30b0-4bbb-875b-2c09e57fdf6b | inference_id: a606c53b-4d68-421d-bff9-e36e8a7fc4c8 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: a71b64a2-344e-4ddf-bdd3-13a196d8b196 | shipment_id: 9642a50b-c3d1-457d-bbb3-35cf95db04dc | inference_id: 744be66c-afe5-4eab-8fa0-b69b489005a5 | alert_type: Anomaly | severity: High | recommended_action: Create proactive follow-up task and validate customs, weather, and carrier status. | alert_status: Resolved
alert_id: 32f37137-70d2-4154-9a95-eb43ce892bfc | shipment_id: a4c74093-8f16-4f20-a4c6-5508f175b073 | inference_id: a4c070cc-d009-4fbe-925a-059cb580af62 | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: b2545873-4631-448e-8428-a365fbccdf4f | shipment_id: 4782444b-bfe7-4dbd-890e-372da08f7abe | inference_id: f10f3817-9313-4918-84ca-885d92e94a9c | alert_type: Delay risk | severity: Critical | recommended_action: Escalate to operations lead, notify customer success, and review route/carrier alternatives. | alert_status: Open
alert_id: 9f2fd5db-1104-4668-a0cb-8a824f4a9cb8 | shipment_id: 0bad6790-7d02-4368-9d34-3e1e6f0164f8 | inference_id: d1f03fb5-ba89-4c30-8e99-959148fa7fcb | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 172fc926-c861-4161-9361-0f52f4c13e6f | shipment_id: d4e1f350-6c02-4bd8-a639-bb28b6088099 | inference_id: b889fc50-4b86-4b93-b2af-067825a533dd | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Resolved
alert_id: 5c928db1-294b-4dcd-a7b3-88b132257d0b | shipment_id: 5a3c1ecf-24f3-440d-b792-8d3c738d93b1 | inference_id: 9cdbbc1a-81df-47c3-be3f-344ef67605a4 | alert_type: Customs escalation | severity: High | recommended_action: Create proactive follow-up task and validate customs, weather, and carrier status. | alert_status: Open
alert_id: 38aa11fb-62ba-4f4a-a6dc-19915b5387b4 | shipment_id: 22f52196-cd66-4cf9-b085-59f859bcd6ac | inference_id: e0e362a3-aced-42db-8f31-d6a5c65ff7ee | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 558f7143-415d-4744-b53e-d7f8ba5eb675 | shipment_id: 9284c27e-c070-4795-930e-b56131444b59 | inference_id: ff6c5ac8-beef-4092-872d-9c115ee64c9a | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 5708e191-9fa3-43b2-b6ce-ba4aabf17b9a | shipment_id: 60f793e8-292f-4e25-a12a-4c70c12dc450 | inference_id: 209529e4-726d-4821-a9b5-7521afe1d072 | alert_type: Document issue | severity: Medium | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Acknowledged
alert_id: 35ff796d-e80f-4252-ab9c-9b06032853c0 | shipment_id: 00891b7c-ef86-4a23-a5e8-f9d0fd619a03 | inference_id: 7cc55d8d-6401-47a2-839b-bc6cd6544e9a | alert_type: Customs escalation | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 4f252b74-4049-4c67-a08f-47de53cec9fd | shipment_id: efa63f9e-66d6-4604-8ed4-0b3096b0120b | inference_id: af949a06-1f65-4fa2-97a5-08e12ab23895 | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: f29dedad-bd08-47fa-a0c9-77be566f2923 | shipment_id: 7711bc09-b883-4d48-96f9-df46d08a189a | inference_id: 034fe220-3d21-4dd5-b20b-b5e8f87ce925 | alert_type: Model drift watch | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 957ad29e-438f-4821-9af8-f574174e94d0 | shipment_id: d1505334-9631-4d0a-b144-5c24f0528850 | inference_id: 5618206b-51d0-44e3-8b64-e6f6eac8b9f8 | alert_type: Document issue | severity: High | recommended_action: Create proactive follow-up task and validate customs, weather, and carrier status. | alert_status: Open
alert_id: 571c2e92-8258-4b77-88b8-554613813d51 | shipment_id: ee434c2f-6ef3-4fe4-a1a1-afea13d5f7cf | inference_id: bf9a5694-2029-4a27-b7be-9941c5d1b254 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 114a959e-4db6-40e5-9c25-55f25a538a35 | shipment_id: 28241b66-1d0c-4c20-a711-5359dfe80f0a | inference_id: 8d74fb34-11d5-41c2-b260-0358a471056c | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 17caf08c-8e04-41b0-a8a4-d10d00b0c817 | shipment_id: be53fa69-edd8-498c-9efc-f7d7df4b678a | inference_id: 7b1b286f-973d-4ce7-bf08-1a700e578d40 | alert_type: Customs escalation | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 1f5cbc0e-15cd-4fb2-b3db-b00f30715bec | shipment_id: d71f14e8-4720-442f-8713-88f144181a80 | inference_id: 93caa9f8-a5d7-4579-aee6-8f0b0b124f78 | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 9db48b08-7e33-4ac4-8011-f04f7bf9468c | shipment_id: 181a03a3-64b5-4b9c-8bca-02be6b6c1cfd | inference_id: 00a8a1d1-5bff-4a1b-88ca-8141abf3dcaf | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: c3f4dbee-3854-49b6-bf5b-ec7a16125f4b | shipment_id: 7d8085da-1177-4c1c-9613-0041f13cc6e5 | inference_id: f2691ccf-63cc-42ba-a12b-c4d78ff53fb6 | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 47990d4c-01f5-4897-8978-20f9d77aab7f | shipment_id: bfbb4c09-36f6-4629-a867-60e5236d19be | inference_id: 23464027-e742-4fcb-a400-2f501554b5fb | alert_type: Customs escalation | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 19aae851-62d7-4acb-bcdb-2cc2af4b0252 | shipment_id: 9d4bef81-a786-44a5-85e9-d63a801a9bce | inference_id: 090b3520-cebf-447f-9aea-d78167774fa6 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: a053ce84-3a68-4401-b8ca-99306547a2ae | shipment_id: 3ff9f829-fb4e-478f-a55a-cd51fa7e75d7 | inference_id: 13886ac5-c0a8-4b72-89bb-f76eb413bd1a | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 0322a383-28ed-4140-8769-f67bcaaf404d | shipment_id: 4aae40ae-0f16-4130-9ac9-f950769fe56e | inference_id: acd6f59b-b14e-4aa8-9d19-9d8d634479f9 | alert_type: Customs escalation | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 1d4c144e-9636-4432-9e3e-8bb43ae9e202 | shipment_id: fb9173b5-f69d-4570-86a2-543c047aac45 | inference_id: 571d3360-899c-4b1e-9bab-5e8bdfc4f489 | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 7a5e4594-03f7-41a6-9301-9ec1bd02628e | shipment_id: 64d65137-5482-4532-9f8d-48ec02b6d3fd | inference_id: 33ce7531-be95-42d8-88b3-183a4d6a64d1 | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: eb17e2f9-cfc5-4797-95d1-3f147ee81ff2 | shipment_id: eb628c05-4864-4190-b987-623128c877eb | inference_id: 09e4b880-48a2-4aab-9d74-42eb3d92e047 | alert_type: Delay risk | severity: High | recommended_action: Create proactive follow-up task and validate customs, weather, and carrier status. | alert_status: Acknowledged
alert_id: 48caaf51-54a1-42d6-b079-04744feac1fb | shipment_id: 30e5e090-e424-431f-a5eb-91d42b79b518 | inference_id: 0386bec7-efc5-4ce1-b3f7-37e6108b7417 | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Open
alert_id: b3913b5e-8267-41d3-aec3-4e634348c1db | shipment_id: 41da4c45-9a68-4039-b3d1-f6a72c831b0f | inference_id: 7b75f4a7-af76-4e8c-932d-5a8830489b09 | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 342ba5ae-ef3e-46c3-b438-22cda76b4e47 | shipment_id: 6eaf3a3c-2fad-43a2-84aa-f75dfb97c11c | inference_id: 6d839344-f3e1-4341-88c1-e7863554d896 | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Acknowledged
alert_id: aa3e057b-d478-4b43-8090-ceab8c9878dc | shipment_id: 55c1bacb-7c04-44c6-aca0-1c480972f97a | inference_id: 6116bb2e-087f-474a-849a-45293003b807 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 1adeb0f3-7ea8-4ec9-8897-c18f1a4fb167 | shipment_id: 0713ca9d-cb16-4206-a687-9abeef3da617 | inference_id: 80094b4e-a626-4367-80f1-778221b16273 | alert_type: Customs escalation | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: d2ae1015-306f-4011-8d75-ddad219e397c | shipment_id: 2d0394f4-12c7-4b93-9f06-dca44efca09b | inference_id: 77bcc2d6-d0e1-4261-83cf-70e9e188785a | alert_type: Document issue | severity: High | recommended_action: Create proactive follow-up task and validate customs, weather, and carrier status. | alert_status: Resolved
alert_id: 5d8e8082-2325-4039-8530-4548985ab9ed | shipment_id: 49968202-fc9d-4796-a68c-b3b9e4f05e48 | inference_id: e990b41f-7a2e-48bf-8d0f-9e7317d88dc8 | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 18116404-db23-47c5-a9ac-6e8d1d87bacb | shipment_id: a679767d-d944-4211-a032-e2894541eee8 | inference_id: c7015b97-6cc5-4919-a219-b4492fa10512 | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 9f763af9-13e8-4be9-9ece-9822e3120aed | shipment_id: e7f486e3-a2a6-4815-ab25-686ca6fa9eaf | inference_id: ff4163ae-a3f3-4685-9b21-9393d086205e | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Acknowledged
alert_id: 1cb485e4-69f3-4149-91d5-21d0d6bf4ea7 | shipment_id: 138e78ef-685d-40a5-9b27-c4067713ed94 | inference_id: a9301e71-80db-46eb-8cba-b4cff9612b58 | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Resolved
alert_id: f27c71ba-2d89-431b-becd-a69f2aadeeac | shipment_id: a8562ac9-deba-4823-917a-98c362907e23 | inference_id: aaeb9a97-5cab-429f-936c-d09e3d745b1c | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 55bbb38e-ac45-47cf-a483-5954743a078e | shipment_id: 2d962859-3dc6-454d-b847-ee7315372b38 | inference_id: c29c4b90-0c37-43e5-a981-d5183914e438 | alert_type: Model drift watch | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: ef13125a-8e90-4151-ad77-c81954d5b825 | shipment_id: acc0a7d7-3d01-4a45-af25-7d62b1973c35 | inference_id: c42ef2ea-127d-47a8-8ad5-ac66df0d93c4 | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 6cc7783f-4324-4e57-a8ab-11647b279acd | shipment_id: ecfb4aac-cc86-4dfd-8cc3-229ab8989266 | inference_id: d2cbf18b-bd14-4b17-919d-ee63b8f3b86e | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 8986f683-870c-46b0-8d5b-2f27049e1540 | shipment_id: 8037e2a0-4b08-4ec8-9bc2-a682e25c9dde | inference_id: f671187c-0bbf-402a-8bda-a5ffaec406b4 | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 6a3578a7-5f98-4bc1-a9be-bbb5f3650126 | shipment_id: 19463688-1e2a-4385-a4b1-88d8f68cbadf | inference_id: 16626533-cde7-4b5b-829e-f9901e412209 | alert_type: Customs escalation | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 1585a0ec-0b18-40ed-844a-356f561c62a4 | shipment_id: c6650f08-f6e6-4c19-bf0c-37013e54ae99 | inference_id: 14b05399-c63a-4c84-8165-af7a32337bf3 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: ac91eebc-17c8-49ff-8f5f-e0c87f86982d | shipment_id: f1e824fd-5cc3-48f0-aacc-81d9481c2c6d | inference_id: 90cd0953-6dba-4e81-b251-7ed65b8dc3b5 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: f4e11fae-0e6f-434e-8eba-4e3a9296b3cc | shipment_id: 5fd50c5c-973f-43bc-a629-06e4b5cd541b | inference_id: 43ab692b-b6fd-422f-b861-97ecc7aba795 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 5007cad5-e6d4-41e1-a4b7-55969650929b | shipment_id: 0b3e6b43-595b-47e2-b040-e49c8abc0fc3 | inference_id: eb75ad66-4bd1-483a-a738-9a0bc73c5040 | alert_type: Model drift watch | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
