Sheet Name: Vehicles

vehicle_id: a7a7c694-8da6-4c10-a00e-367e67b16b2d | vehicle_number: RA-3523-1 | vehicle_type: Rail | capacity_kg: 435344.38 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 12
vehicle_id: 04dcbb66-e831-41f0-9375-60a58295b911 | vehicle_number: TR-3157-1910 | vehicle_type: Truck | capacity_kg: 7921.27 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 3
vehicle_id: d2332a99-8f14-456f-8eee-27af230866af | vehicle_number: TR-2181-1911 | vehicle_type: Truck | capacity_kg: 11828.8 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 9
vehicle_id: 23b3ad4d-96a4-46ec-a4b9-570a9708b663 | vehicle_number: TR-5431-1912 | vehicle_type: Truck | capacity_kg: 25033.38 | fuel_type: Marine Fuel | maintenance_status: Due Soon | vehicle_age: 7
vehicle_id: 40c0489d-9e40-4e44-9a6a-e92c666b5590 | vehicle_number: SH-6036-1913 | vehicle_type: Ship | capacity_kg: 23272786.8 | fuel_type: CNG | maintenance_status: Due Soon | vehicle_age: 3
vehicle_id: d77e9f6f-4638-4dd3-b65f-1f6975bb8ce2 | vehicle_number: TR-9580-1914 | vehicle_type: Truck | capacity_kg: 7451.86 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 2
vehicle_id: 676e091f-a950-43e6-bbd4-4c0765357e05 | vehicle_number: AI-3181-1915 | vehicle_type: Aircraft | capacity_kg: 101973.23 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 14
vehicle_id: 9ae0149d-0aff-4db6-bf9e-960b2139dbfa | vehicle_number: AI-9278-1916 | vehicle_type: Aircraft | capacity_kg: 132535.41 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 1
vehicle_id: b07c5eca-416f-44a5-9fb2-72d49d1a163e | vehicle_number: AI-3217-1917 | vehicle_type: Aircraft | capacity_kg: 83052.33 | fuel_type: CNG | maintenance_status: Due Soon | vehicle_age: 12
vehicle_id: 9197a626-0df1-45c8-b3fd-dbd61a70a98f | vehicle_number: RA-3623-1918 | vehicle_type: Rail | capacity_kg: 237890.01 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 9
vehicle_id: 038b52df-c8b3-4ee1-90b7-c45de4520b77 | vehicle_number: TR-7095-1919 | vehicle_type: Truck | capacity_kg: 17240.06 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 4
vehicle_id: 97d272eb-89d2-46a2-a407-a491477efea2 | vehicle_number: TR-3369-1920 | vehicle_type: Truck | capacity_kg: 13408.85 | fuel_type: Electric | maintenance_status: Under Maintenance | vehicle_age: 15
vehicle_id: e95d3642-3dbe-462f-91e7-daa2fc45a9da | vehicle_number: AI-2080-1921 | vehicle_type: Aircraft | capacity_kg: 40137.03 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 12
vehicle_id: e2b12aa1-ba56-413c-be64-1534f8d9b15c | vehicle_number: RA-4426-1922 | vehicle_type: Rail | capacity_kg: 158967.69 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 8
vehicle_id: d672d5aa-1054-4074-9f74-c19e72f7e40f | vehicle_number: SH-6354-1923 | vehicle_type: Ship | capacity_kg: 24387808.44 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 1
vehicle_id: bda54a72-bdc8-421c-8da0-ece456c44f04 | vehicle_number: TR-8021-1924 | vehicle_type: Truck | capacity_kg: 13115.06 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 15
vehicle_id: efed62f6-884f-4297-be31-41fdc6cdac4c | vehicle_number: TR-7247-1925 | vehicle_type: Truck | capacity_kg: 19799.99 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 2
vehicle_id: abef909e-967b-47c1-810a-6aef2701fde0 | vehicle_number: AI-5139-1926 | vehicle_type: Aircraft | capacity_kg: 59382.13 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 8
vehicle_id: 8edd1f62-e088-4be1-8ad0-8abee67890da | vehicle_number: TR-7864-1927 | vehicle_type: Truck | capacity_kg: 26551.38 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 8
vehicle_id: 87f64ffc-d1bb-4ddd-91e2-0620acb93258 | vehicle_number: TR-7861-1928 | vehicle_type: Truck | capacity_kg: 23120.44 | fuel_type: Jet Fuel | maintenance_status: Under Maintenance | vehicle_age: 16
vehicle_id: e3272cbe-1cda-4352-bc5d-e6ed8df3999d | vehicle_number: TR-7564-1929 | vehicle_type: Truck | capacity_kg: 24900.41 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 5
vehicle_id: f6652429-6b32-4148-8f07-8823498c45fb | vehicle_number: SH-2627-1930 | vehicle_type: Ship | capacity_kg: 6690123.35 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 8
vehicle_id: 2791abbb-022e-406d-b0da-e38577fd31fc | vehicle_number: TR-8377-1931 | vehicle_type: Truck | capacity_kg: 3146.15 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 5
vehicle_id: 7f0ee585-af73-4bf4-a845-8905866f20e6 | vehicle_number: TR-7793-1932 | vehicle_type: Truck | capacity_kg: 13668.23 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 2
vehicle_id: ffc5d3ef-5e07-45de-8288-c46b33330958 | vehicle_number: TR-4042-1933 | vehicle_type: Truck | capacity_kg: 24700.18 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 5
vehicle_id: cc6f7cf1-4435-4ee3-bd11-b8939b7c5200 | vehicle_number: TR-6724-1934 | vehicle_type: Truck | capacity_kg: 13594.18 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 7
vehicle_id: 7ae8a2a8-7174-49a8-a4b9-cb4df75d071f | vehicle_number: SH-5810-1935 | vehicle_type: Ship | capacity_kg: 12315885.67 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 11
vehicle_id: d63dd773-7d84-4415-974b-ab2edbd0d0c3 | vehicle_number: AI-6414-1936 | vehicle_type: Aircraft | capacity_kg: 148373.03 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 6
vehicle_id: 3a291caf-5ad7-412d-a04c-5d4c3a98c2bd | vehicle_number: TR-6132-1937 | vehicle_type: Truck | capacity_kg: 18957.33 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 5
vehicle_id: d9c3a9b5-ef31-46ca-ae01-1ace000c69c1 | vehicle_number: TR-4970-1938 | vehicle_type: Truck | capacity_kg: 26932.36 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 7
vehicle_id: 52471235-c1cf-443a-abf0-fadba4135dfc | vehicle_number: RA-8056-1939 | vehicle_type: Rail | capacity_kg: 381115.67 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 3
vehicle_id: 7cb27e35-3542-40c2-8657-07a2f274ecc8 | vehicle_number: SH-7541-1940 | vehicle_type: Ship | capacity_kg: 8912514.75 | fuel_type: Diesel | maintenance_status: Under Maintenance | vehicle_age: 13
vehicle_id: 7fd88c96-94d0-49ed-8929-7c7445d9230e | vehicle_number: TR-6497-1941 | vehicle_type: Truck | capacity_kg: 15833.17 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 3
vehicle_id: ae0a2213-499a-4c79-87b5-48fe34e0d53f | vehicle_number: SH-9979-1942 | vehicle_type: Ship | capacity_kg: 23127478.13 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 12
vehicle_id: e29096ae-3c9c-4e60-abbd-7927150df6ac | vehicle_number: TR-2509-1943 | vehicle_type: Truck | capacity_kg: 11267.98 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 3
vehicle_id: f24991ff-cff7-4703-ba4b-de12c567764a | vehicle_number: TR-9803-1944 | vehicle_type: Truck | capacity_kg: 8670.53 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 3
vehicle_id: 7f4e9d74-68b1-4d1f-8c5e-4cef69ca7db3 | vehicle_number: TR-6878-1945 | vehicle_type: Truck | capacity_kg: 15931.5 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 14
vehicle_id: be88afea-f335-4886-bc31-4186df9fc940 | vehicle_number: RA-6899-1946 | vehicle_type: Rail | capacity_kg: 357604.45 | fuel_type: Jet Fuel | maintenance_status: Due Soon | vehicle_age: 17
vehicle_id: 64d879d3-f283-417e-a4a1-b7a245c6f468 | vehicle_number: SH-9240-1947 | vehicle_type: Ship | capacity_kg: 18119224.41 | fuel_type: Marine Fuel | maintenance_status: Due Soon | vehicle_age: 17
vehicle_id: aec015d0-7097-46a3-b5f5-56f3867f842e | vehicle_number: SH-6388-1948 | vehicle_type: Ship | capacity_kg: 2512558.53 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 3
vehicle_id: d15ade02-6059-40b3-9069-2f02a6578797 | vehicle_number: TR-8260-1949 | vehicle_type: Truck | capacity_kg: 20464.66 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 16
vehicle_id: 5c6b66be-1e5b-431f-b690-2ff937bf66c2 | vehicle_number: TR-5018-1950 | vehicle_type: Truck | capacity_kg: 11775.83 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 1
vehicle_id: 5647507d-9cd9-4223-bd15-c07fd322dd0e | vehicle_number: SH-8860-1951 | vehicle_type: Ship | capacity_kg: 18470560.05 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 13
vehicle_id: 821f5d63-dcec-4c5d-a3b6-4cb8e7e0e72a | vehicle_number: TR-4706-1952 | vehicle_type: Truck | capacity_kg: 23965.57 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 11
vehicle_id: 6b90651a-b59e-4ced-8f65-a881b718de75 | vehicle_number: TR-6684-1953 | vehicle_type: Truck | capacity_kg: 27800.73 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 12
vehicle_id: 30d781a4-bf0a-4eba-92e3-44f637cd11fb | vehicle_number: AI-6905-1954 | vehicle_type: Aircraft | capacity_kg: 128515.72 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 8
vehicle_id: 9eaf1008-1435-4df3-a11b-7e6794aefb80 | vehicle_number: TR-5486-1955 | vehicle_type: Truck | capacity_kg: 27667.63 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 3
vehicle_id: 8b1a8056-9fe4-4cdc-89eb-7d8697916a7e | vehicle_number: AI-2849-1956 | vehicle_type: Aircraft | capacity_kg: 74320.09 | fuel_type: Marine Fuel | maintenance_status: Under Maintenance | vehicle_age: 5
vehicle_id: f88fce3e-1d40-40e3-95df-b0c9d7ee56c1 | vehicle_number: TR-7334-1957 | vehicle_type: Truck | capacity_kg: 4156.76 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 8
vehicle_id: b8e71d36-5605-4cbf-9715-27ecb68a0d54 | vehicle_number: TR-3094-1958 | vehicle_type: Truck | capacity_kg: 6145.65 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 17
vehicle_id: 92b6c00a-5d07-4e7b-8454-927bcbe98414 | vehicle_number: TR-6725-1959 | vehicle_type: Truck | capacity_kg: 20530.67 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 13
vehicle_id: 4dceb865-d1d0-4dc4-b491-0458c1b9ad11 | vehicle_number: TR-3993-1960 | vehicle_type: Truck | capacity_kg: 24548.25 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 6
vehicle_id: 0e3d1cfe-9066-471d-b002-b1db3a43cfd5 | vehicle_number: SH-4871-1961 | vehicle_type: Ship | capacity_kg: 11028748.42 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 9
vehicle_id: 72614a8c-fcef-4efc-9181-a6379a9f083e | vehicle_number: TR-8786-1962 | vehicle_type: Truck | capacity_kg: 22909.54 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 3
vehicle_id: 4df69ddf-74a8-4915-bbbf-87028afac71a | vehicle_number: SH-2909-1963 | vehicle_type: Ship | capacity_kg: 16058176.87 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 7
vehicle_id: 63608607-b7f9-4e6e-8aec-e07d1d913267 | vehicle_number: AI-3423-1964 | vehicle_type: Aircraft | capacity_kg: 111754.59 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 16
vehicle_id: 55c0eb10-595a-446f-b7e7-629ab5a6910b | vehicle_number: TR-4973-1965 | vehicle_type: Truck | capacity_kg: 10195.38 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 13
vehicle_id: efef499b-a65f-4139-97df-0cd133f232d3 | vehicle_number: TR-9866-1966 | vehicle_type: Truck | capacity_kg: 7621.4 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 3
vehicle_id: 7655c36b-0184-434e-8b66-c45a86949a9a | vehicle_number: RA-9681-1967 | vehicle_type: Rail | capacity_kg: 440987.25 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 12
vehicle_id: dad85a65-1b53-4ff9-b36d-aa5655be2956 | vehicle_number: AI-1565-1968 | vehicle_type: Aircraft | capacity_kg: 133167.4 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 5
vehicle_id: 0a32d846-6dad-4bbc-8faa-442b41d853a3 | vehicle_number: TR-3036-1969 | vehicle_type: Truck | capacity_kg: 27812.91 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 3
vehicle_id: 9bb711d8-20fb-42dc-b964-8dabfb136597 | vehicle_number: RA-8897-1970 | vehicle_type: Rail | capacity_kg: 416725.19 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 3
vehicle_id: 1776ec59-4007-477d-9f02-d5c35ba266ea | vehicle_number: TR-3962-1971 | vehicle_type: Truck | capacity_kg: 20493.0 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 6
vehicle_id: ff7ca4cd-fb74-4165-9633-9b8283e98115 | vehicle_number: RA-4629-1972 | vehicle_type: Rail | capacity_kg: 223323.57 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 9
vehicle_id: e2d965bd-bb79-4695-b546-abaa9302a97c | vehicle_number: TR-3289-1973 | vehicle_type: Truck | capacity_kg: 14307.31 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 11
vehicle_id: 8fcdfcaa-0a06-4ef6-a030-bb466b336d02 | vehicle_number: SH-7400-1974 | vehicle_type: Ship | capacity_kg: 6986154.29 | fuel_type: Marine Fuel | maintenance_status: Due Soon | vehicle_age: 17
vehicle_id: 10f3c335-8532-42f0-9cec-0b1dc8307715 | vehicle_number: TR-5118-1975 | vehicle_type: Truck | capacity_kg: 20146.48 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 9
vehicle_id: 5e7cec0c-105b-41d8-8711-2769e7ebd28d | vehicle_number: AI-7053-1976 | vehicle_type: Aircraft | capacity_kg: 28284.54 | fuel_type: Electric | maintenance_status: Due Soon | vehicle_age: 15
vehicle_id: 6ad6e79f-6749-49b8-a8ab-34988253d064 | vehicle_number: AI-9885-1977 | vehicle_type: Aircraft | capacity_kg: 82899.39 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 3
vehicle_id: b2ff3844-5410-4c5c-b870-bb1d4a8875b3 | vehicle_number: AI-8323-1978 | vehicle_type: Aircraft | capacity_kg: 31034.63 | fuel_type: Diesel | maintenance_status: Under Maintenance | vehicle_age: 16
vehicle_id: 0d999494-5a25-4cbc-8b49-8c570d0f6f17 | vehicle_number: TR-4021-1979 | vehicle_type: Truck | capacity_kg: 24334.56 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 17
vehicle_id: 84794cb6-a2e6-42f5-a9d5-06698e4dc0e2 | vehicle_number: TR-3784-1980 | vehicle_type: Truck | capacity_kg: 13019.44 | fuel_type: Marine Fuel | maintenance_status: Due Soon | vehicle_age: 10
vehicle_id: aa3ee92c-5c33-4dd3-835a-2e3de8e03079 | vehicle_number: RA-3022-1981 | vehicle_type: Rail | capacity_kg: 436355.98 | fuel_type: Marine Fuel | maintenance_status: Due Soon | vehicle_age: 7
vehicle_id: b7fe3038-a208-4deb-b34d-440354c5ab93 | vehicle_number: TR-5773-1982 | vehicle_type: Truck | capacity_kg: 7050.8 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 12
vehicle_id: b379b762-f0b6-4b0e-8180-bd4cc57979ec | vehicle_number: AI-3152-1983 | vehicle_type: Aircraft | capacity_kg: 70893.35 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 15
vehicle_id: 886c39b9-93ec-460d-ae94-d8c3a8907ef8 | vehicle_number: RA-1910-1984 | vehicle_type: Rail | capacity_kg: 330435.8 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 10
vehicle_id: 0d447798-f441-4674-832d-be96effbea59 | vehicle_number: TR-4934-1985 | vehicle_type: Truck | capacity_kg: 13636.6 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 14
vehicle_id: c5c7eb1a-ed2b-4272-90eb-98e893f26ebb | vehicle_number: TR-2091-1986 | vehicle_type: Truck | capacity_kg: 24273.72 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 18
vehicle_id: b58d45b4-7363-48fb-b641-39038036bc64 | vehicle_number: AI-5901-1987 | vehicle_type: Aircraft | capacity_kg: 59732.92 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 12
vehicle_id: 1ff12eae-8532-4adf-9120-006149202bf4 | vehicle_number: AI-5336-1988 | vehicle_type: Aircraft | capacity_kg: 80920.86 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 18
vehicle_id: 00f40988-e426-450e-9e37-814c54f68964 | vehicle_number: TR-7020-1989 | vehicle_type: Truck | capacity_kg: 4923.62 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 11
vehicle_id: d03b63a5-fa66-44b6-bb22-df2cd0363fa5 | vehicle_number: SH-2778-1990 | vehicle_type: Ship | capacity_kg: 9907926.2 | fuel_type: CNG | maintenance_status: Under Maintenance | vehicle_age: 8
vehicle_id: a4e2f145-e760-4aa8-a3dc-ee30a7880935 | vehicle_number: SH-2684-1991 | vehicle_type: Ship | capacity_kg: 20637858.86 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 5
vehicle_id: cb8f9141-2f45-46e5-924c-24898bcc2291 | vehicle_number: TR-5536-1992 | vehicle_type: Truck | capacity_kg: 26988.78 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 8
vehicle_id: 15e0234f-7b8c-46e4-8fd0-c25485f83b8f | vehicle_number: SH-9606-1993 | vehicle_type: Ship | capacity_kg: 23565776.55 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 18
vehicle_id: d7ec54e1-c2c1-4d3b-9582-98d3685d7c40 | vehicle_number: SH-8123-1994 | vehicle_type: Ship | capacity_kg: 18756412.88 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 10
vehicle_id: 3d4fadd1-941b-470f-b29b-5eaa837abebe | vehicle_number: AI-8375-1995 | vehicle_type: Aircraft | capacity_kg: 123806.86 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 2
vehicle_id: 26d18187-dacd-4314-b450-e3268be99d64 | vehicle_number: TR-4113-1996 | vehicle_type: Truck | capacity_kg: 12862.23 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 18
vehicle_id: ad7f8a2b-3e8c-4442-8ad2-3fab1216a79b | vehicle_number: SH-3094-1997 | vehicle_type: Ship | capacity_kg: 23334302.2 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 7
vehicle_id: 4ac9d17b-228f-423b-8f3e-9f238cc579f6 | vehicle_number: TR-1253-1998 | vehicle_type: Truck | capacity_kg: 21021.82 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 5
vehicle_id: 607b4823-6545-4484-bbe8-859d2ac0ec18 | vehicle_number: TR-2251-1999 | vehicle_type: Truck | capacity_kg: 5906.84 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 3
vehicle_id: ccc833ce-d4e5-4694-9588-688f7cc8c4c1 | vehicle_number: RA-8104-2000 | vehicle_type: Rail | capacity_kg: 504060.24 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 14
vehicle_id: 800da974-9171-42bf-9ad1-8704526fa1ef | vehicle_number: AI-3452-2001 | vehicle_type: Aircraft | capacity_kg: 11186.21 | fuel_type: Electric | maintenance_status: Due Soon | vehicle_age: 6
vehicle_id: 77198ee9-7d9a-45fc-afd5-4b80b68764d0 | vehicle_number: TR-2729-2002 | vehicle_type: Truck | capacity_kg: 6563.54 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 9
vehicle_id: 25073ff7-50e9-4af8-a762-7d7db80d6e82 | vehicle_number: SH-5585-2003 | vehicle_type: Ship | capacity_kg: 12057261.77 | fuel_type: Marine Fuel | maintenance_status: Due Soon | vehicle_age: 6
vehicle_id: 7ef7a53b-0000-4657-973e-1c4cb2a01a6d | vehicle_number: TR-7233-2004 | vehicle_type: Truck | capacity_kg: 23588.54 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 5
vehicle_id: d2fb8107-b41b-49cd-8c06-e7431b089086 | vehicle_number: TR-4362-2005 | vehicle_type: Truck | capacity_kg: 22881.77 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 6
vehicle_id: d083dc4a-ff7a-48d7-8696-af64e4aa3fc5 | vehicle_number: AI-7452-2006 | vehicle_type: Aircraft | capacity_kg: 78308.28 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 13
vehicle_id: 10f3c8dd-7a93-4ae0-a358-302439c226f6 | vehicle_number: SH-2247-2007 | vehicle_type: Ship | capacity_kg: 4635123.5 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 1
vehicle_id: 1625ff7d-1e17-4910-9795-6d1f5a470d26 | vehicle_number: TR-2190-2008 | vehicle_type: Truck | capacity_kg: 17564.65 | fuel_type: Jet Fuel | maintenance_status: Due Soon | vehicle_age: 6
vehicle_id: 1bc41959-4b4e-4831-803d-be349b7e49dc | vehicle_number: TR-3831-2009 | vehicle_type: Truck | capacity_kg: 25625.28 | fuel_type: Electric | maintenance_status: Under Maintenance | vehicle_age: 11
vehicle_id: 11f564a2-d4ff-4b9e-9906-059244650f22 | vehicle_number: RA-3237-2010 | vehicle_type: Rail | capacity_kg: 531826.22 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 4
vehicle_id: 152a29d2-427d-43d8-9b20-b5df5a496b7d | vehicle_number: TR-1490-2011 | vehicle_type: Truck | capacity_kg: 22083.37 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 12
vehicle_id: 8817ba31-e872-4705-91ef-cb5205229287 | vehicle_number: TR-6575-2012 | vehicle_type: Truck | capacity_kg: 6935.43 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 10
vehicle_id: 2c22bc71-c0fa-4a65-9b9f-806bcc5b652f | vehicle_number: TR-3979-2013 | vehicle_type: Truck | capacity_kg: 13412.6 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 5
vehicle_id: 64d68e75-ce7b-497e-abe9-ad7a6c38b507 | vehicle_number: SH-3737-2014 | vehicle_type: Ship | capacity_kg: 13576443.47 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 11
vehicle_id: 30171275-8fde-415c-833c-5aed161aaa75 | vehicle_number: TR-3758-2015 | vehicle_type: Truck | capacity_kg: 14491.46 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 15
vehicle_id: d79f4713-2443-48d3-8c48-1113182d9538 | vehicle_number: SH-4090-2016 | vehicle_type: Ship | capacity_kg: 6947518.55 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 16
vehicle_id: 0496093f-3272-4517-a7b0-64c362d6cf7f | vehicle_number: TR-8076-2017 | vehicle_type: Truck | capacity_kg: 10701.99 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 9
vehicle_id: a0938381-aba9-49b5-950c-d59ff69646f0 | vehicle_number: TR-8926-2018 | vehicle_type: Truck | capacity_kg: 25983.78 | fuel_type: CNG | maintenance_status: Due Soon | vehicle_age: 14
vehicle_id: e1d57cc1-cf5e-4ace-8d15-5818b3cbe359 | vehicle_number: TR-7215-2019 | vehicle_type: Truck | capacity_kg: 12217.75 | fuel_type: CNG | maintenance_status: Due Soon | vehicle_age: 2
vehicle_id: 9c6f9301-4ece-43cf-a8c8-cb56c0171cf4 | vehicle_number: TR-8041-2020 | vehicle_type: Truck | capacity_kg: 6747.32 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 7
vehicle_id: c84d281f-9e96-4cd6-bc84-5efb31cad888 | vehicle_number: SH-2856-2021 | vehicle_type: Ship | capacity_kg: 8799678.91 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 1
vehicle_id: 2e21812d-fd88-4ab3-9774-ae0709866d43 | vehicle_number: SH-2915-2022 | vehicle_type: Ship | capacity_kg: 13783490.06 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 10
vehicle_id: 93867cef-e154-4317-9f1e-0c5d28792841 | vehicle_number: AI-1574-2023 | vehicle_type: Aircraft | capacity_kg: 115803.24 | fuel_type: Electric | maintenance_status: Due Soon | vehicle_age: 10
vehicle_id: 926c5f55-ee9b-4a43-909a-536e410b639f | vehicle_number: TR-7188-2024 | vehicle_type: Truck | capacity_kg: 12505.48 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 12
vehicle_id: 24a29c7f-499c-4686-9745-5cbd3eef64a3 | vehicle_number: RA-8881-2025 | vehicle_type: Rail | capacity_kg: 547426.99 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 14
vehicle_id: bdd617a6-075c-4608-8038-9ff1f3c4b655 | vehicle_number: TR-2840-2026 | vehicle_type: Truck | capacity_kg: 22381.58 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 12
vehicle_id: 21c84cf9-36b8-4e8d-a04d-502817945ec9 | vehicle_number: AI-6051-2027 | vehicle_type: Aircraft | capacity_kg: 21838.09 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 17
vehicle_id: efa060a3-1873-4a2c-92fc-61b1ee9c6cd3 | vehicle_number: AI-7249-2028 | vehicle_type: Aircraft | capacity_kg: 85556.46 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 14
vehicle_id: 78014111-a4f7-44bc-918b-390c4110d886 | vehicle_number: TR-3662-2029 | vehicle_type: Truck | capacity_kg: 24455.01 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 13
vehicle_id: fc7c5459-c036-4a8f-b263-22f7f57a1eec | vehicle_number: RA-9725-2030 | vehicle_type: Rail | capacity_kg: 163871.53 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 18
vehicle_id: 1231555e-e85e-47cf-94da-ccd7531ef2d7 | vehicle_number: SH-7936-2031 | vehicle_type: Ship | capacity_kg: 670618.06 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 1
vehicle_id: 422e1ffa-e983-4fcc-9238-0bca3fc0e2de | vehicle_number: TR-5998-2032 | vehicle_type: Truck | capacity_kg: 24538.01 | fuel_type: CNG | maintenance_status: Due Soon | vehicle_age: 9
vehicle_id: fa554b6e-c82a-4307-9ca5-72e6c0dd08fc | vehicle_number: TR-5543-2033 | vehicle_type: Truck | capacity_kg: 27732.59 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 7
vehicle_id: c8760683-0da8-49a3-977c-9e37f44d5961 | vehicle_number: TR-4721-2034 | vehicle_type: Truck | capacity_kg: 17447.32 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 9
