Sheet Name: Weather

weather_id: 6740d2f9-10b2-4458-8e77-f07d72eeb2e2 | city: Guangzhou | forecast_date: 2025-09-04 00:00:00 | weather_condition: High Wind | temperature: 26.03 | rainfall: 10.98 | humidity: 30.19 | wind_speed: 39.45 | visibility: 5.13
weather_id: cd20a3e7-ad1e-4f45-89b8-7834be76b776 | city: Manchester | forecast_date: 2025-10-22 00:00:00 | weather_condition: Rain | temperature: 22.76 | rainfall: 24.19 | humidity: 38.28 | wind_speed: 25.77 | visibility: 7.06
weather_id: f2757181-2086-4127-9d9f-f8e69849ee1b | city: Felixstowe | forecast_date: 2026-01-21 00:00:00 | weather_condition: Fog | temperature: 9.57 | rainfall: 3.0 | humidity: 50.43 | wind_speed: 19.91 | visibility: 1.85
weather_id: 26d849d5-82ad-4528-be02-b0de3ff09e82 | city: Yokohama | forecast_date: 2025-08-21 00:00:00 | weather_condition: Cloudy | temperature: 33.97 | rainfall: 2.28 | humidity: 51.09 | wind_speed: 9.74 | visibility: 11.67
weather_id: b295f551-40c6-46a6-9d6f-86b0194be64e | city: Incheon | forecast_date: 2025-12-17 00:00:00 | weather_condition: Heavy Rain | temperature: 11.32 | rainfall: 114.45 | humidity: 84.0 | wind_speed: 10.47 | visibility: 3.55
weather_id: f8c15578-8716-4aa8-be05-5d084a18ee57 | city: Amsterdam | forecast_date: 2025-02-09 00:00:00 | weather_condition: Rain | temperature: 31.53 | rainfall: 33.57 | humidity: 66.04 | wind_speed: 13.33 | visibility: 14.82
weather_id: 3c04a244-f70c-49fb-92db-05d1ccae2d65 | city: Delhi | forecast_date: 2025-08-28 00:00:00 | weather_condition: Rain | temperature: 18.28 | rainfall: 33.39 | humidity: 82.15 | wind_speed: 25.04 | visibility: 14.2
weather_id: e7132d58-255d-4717-9cf2-b474f5c76bbc | city: Hamburg | forecast_date: 2025-09-23 00:00:00 | weather_condition: Clear | temperature: 19.64 | rainfall: 0.0 | humidity: 47.21 | wind_speed: 23.26 | visibility: 10.63
weather_id: 12075abe-d9ba-43bc-b5d7-ceb6f6579094 | city: Bengaluru | forecast_date: 2026-02-09 00:00:00 | weather_condition: Rain | temperature: 19.2 | rainfall: 6.12 | humidity: 35.47 | wind_speed: 29.94 | visibility: 5.16
weather_id: 7f9568e0-ea83-408e-b616-bade234ff13e | city: Singapore | forecast_date: 2025-07-25 00:00:00 | weather_condition: Cloudy | temperature: 24.04 | rainfall: 0.45 | humidity: 73.67 | wind_speed: 27.47 | visibility: 6.73
weather_id: 9ed21f5c-5980-4929-b579-dd57326f7742 | city: Chennai | forecast_date: 2025-09-23 00:00:00 | weather_condition: Storm | temperature: 30.48 | rainfall: 124.09 | humidity: 34.86 | wind_speed: 84.19 | visibility: 2.44
weather_id: 9392dbb7-6bc3-4a41-be8d-8f4f636e8a35 | city: Busan | forecast_date: 2026-06-26 00:00:00 | weather_condition: Clear | temperature: 20.06 | rainfall: 0.0 | humidity: 81.33 | wind_speed: 12.63 | visibility: 10.77
weather_id: 0e6d6bc5-07ea-4534-b963-3c52d2e817e9 | city: Bengaluru | forecast_date: 2025-05-03 00:00:00 | weather_condition: Clear | temperature: 17.36 | rainfall: 0.0 | humidity: 42.21 | wind_speed: 22.91 | visibility: 10.26
weather_id: 62e8162e-a7b2-44e1-a0ec-85bd31b78858 | city: Tokyo | forecast_date: 2025-05-25 00:00:00 | weather_condition: Cloudy | temperature: 11.4 | rainfall: 1.34 | humidity: 37.03 | wind_speed: 25.61 | visibility: 10.21
weather_id: 0c28320b-eec2-43f4-adda-370a2041c662 | city: Felixstowe | forecast_date: 2025-08-30 00:00:00 | weather_condition: Rain | temperature: 21.35 | rainfall: 27.15 | humidity: 77.11 | wind_speed: 31.73 | visibility: 12.82
weather_id: dfecd9ba-a1f5-4e3c-879b-b24f1595eccd | city: Shanghai | forecast_date: 2026-03-03 00:00:00 | weather_condition: Clear | temperature: 22.04 | rainfall: 0.0 | humidity: 74.03 | wind_speed: 25.34 | visibility: 6.57
weather_id: 234c1e65-d72e-4f82-9074-722b056858e3 | city: Osaka | forecast_date: 2025-03-20 00:00:00 | weather_condition: High Wind | temperature: 17.31 | rainfall: 10.13 | humidity: 33.13 | wind_speed: 68.8 | visibility: 14.24
weather_id: ee36dab4-c464-4fb9-913e-ca03b8215e52 | city: Los Angeles | forecast_date: 2025-04-25 00:00:00 | weather_condition: Cloudy | temperature: 16.06 | rainfall: 2.15 | humidity: 68.08 | wind_speed: 16.7 | visibility: 12.96
weather_id: fe2b2478-bf03-4e4c-98c3-9feeed35faef | city: Kolkata | forecast_date: 2025-08-11 00:00:00 | weather_condition: Cloudy | temperature: 15.42 | rainfall: 3.59 | humidity: 94.47 | wind_speed: 17.37 | visibility: 11.05
weather_id: dfa2c341-9574-4159-b34b-eeb905017cbd | city: Ahmedabad | forecast_date: 2026-05-14 00:00:00 | weather_condition: Clear | temperature: 20.65 | rainfall: 0.0 | humidity: 33.98 | wind_speed: 32.01 | visibility: 7.54
weather_id: fb73d73d-5cbc-49ac-9345-33f174c76ec2 | city: Los Angeles | forecast_date: 2026-03-01 00:00:00 | weather_condition: Clear | temperature: 32.12 | rainfall: 0.0 | humidity: 92.85 | wind_speed: 20.91 | visibility: 7.96
weather_id: 72e6032b-fb9c-47de-8c56-184245c1918b | city: Guangzhou | forecast_date: 2025-03-08 00:00:00 | weather_condition: Cloudy | temperature: 18.78 | rainfall: 2.53 | humidity: 67.04 | wind_speed: 27.84 | visibility: 10.79
weather_id: 1fa303f0-d8fd-4411-bff6-3d8dc8618968 | city: Felixstowe | forecast_date: 2025-04-30 00:00:00 | weather_condition: Fog | temperature: 14.11 | rainfall: 0.15 | humidity: 57.26 | wind_speed: 31.18 | visibility: 1.28
weather_id: 37aa16ff-0a1b-4b79-84a6-b490f6dc74d4 | city: Hyderabad | forecast_date: 2026-06-10 00:00:00 | weather_condition: Clear | temperature: 17.05 | rainfall: 0.0 | humidity: 33.88 | wind_speed: 29.83 | visibility: 9.93
weather_id: 621da306-7b42-471f-808f-1bf4fe8fa841 | city: Busan | forecast_date: 2026-06-22 00:00:00 | weather_condition: Cloudy | temperature: 35.62 | rainfall: 2.07 | humidity: 59.95 | wind_speed: 28.11 | visibility: 9.8
weather_id: ed855cfd-9e0c-4a7f-8a67-a343471f7279 | city: Shenzhen | forecast_date: 2026-03-09 00:00:00 | weather_condition: Clear | temperature: 29.38 | rainfall: 0.0 | humidity: 84.95 | wind_speed: 18.87 | visibility: 11.36
weather_id: b7666f00-d9e0-4795-839b-761ba95bee19 | city: Tokyo | forecast_date: 2025-07-25 00:00:00 | weather_condition: Clear | temperature: 30.75 | rainfall: 0.0 | humidity: 32.78 | wind_speed: 33.19 | visibility: 8.17
weather_id: 38b5332c-76d0-4222-a441-11a6562c249d | city: Dubai | forecast_date: 2025-09-22 00:00:00 | weather_condition: Heavy Rain | temperature: 23.99 | rainfall: 38.2 | humidity: 47.07 | wind_speed: 3.48 | visibility: 4.71
weather_id: 80148b60-cabc-4ed6-a85b-cfbd61fbdae4 | city: Chicago | forecast_date: 2025-04-23 00:00:00 | weather_condition: Cloudy | temperature: 30.53 | rainfall: 2.65 | humidity: 86.03 | wind_speed: 17.51 | visibility: 7.35
weather_id: d1c09c34-4182-4d27-b3f4-b14cce42e766 | city: Kolkata | forecast_date: 2026-06-08 00:00:00 | weather_condition: Clear | temperature: 31.21 | rainfall: 0.0 | humidity: 81.84 | wind_speed: 20.52 | visibility: 8.96
weather_id: fb85efa9-d191-4620-872a-e5c7fa5e926c | city: Yokohama | forecast_date: 2025-06-03 00:00:00 | weather_condition: Cloudy | temperature: 27.8 | rainfall: 2.01 | humidity: 63.29 | wind_speed: 4.36 | visibility: 6.4
weather_id: 04f1893a-9fb5-4298-a0a6-b61370f66a11 | city: Incheon | forecast_date: 2026-02-17 00:00:00 | weather_condition: Clear | temperature: 18.46 | rainfall: 0.0 | humidity: 60.41 | wind_speed: 24.77 | visibility: 9.09
weather_id: 9d997f9a-bec0-413d-a84a-6794d431a87a | city: Houston | forecast_date: 2025-07-06 00:00:00 | weather_condition: Fog | temperature: 15.65 | rainfall: 10.14 | humidity: 62.62 | wind_speed: 11.36 | visibility: 0.85
weather_id: cb20307f-d55a-455e-98c9-7f88655561d6 | city: Felixstowe | forecast_date: 2025-06-17 00:00:00 | weather_condition: Rain | temperature: 31.14 | rainfall: 8.54 | humidity: 47.03 | wind_speed: 27.67 | visibility: 6.08
weather_id: 3ea7fe4c-5e12-4494-8775-9bdd9fccb2af | city: Los Angeles | forecast_date: 2025-09-12 00:00:00 | weather_condition: Fog | temperature: 14.31 | rainfall: 10.3 | humidity: 71.91 | wind_speed: 31.56 | visibility: 1.87
weather_id: 11176bc5-74da-4850-b26b-111f72216236 | city: Osaka | forecast_date: 2025-04-22 00:00:00 | weather_condition: Clear | temperature: 15.56 | rainfall: 0.0 | humidity: 42.89 | wind_speed: 8.37 | visibility: 11.39
weather_id: dd2d0fab-e266-4962-89d1-3e0ec7d25b9d | city: Incheon | forecast_date: 2026-02-23 00:00:00 | weather_condition: Clear | temperature: 21.4 | rainfall: 0.0 | humidity: 32.77 | wind_speed: 8.53 | visibility: 11.37
weather_id: fdb55e52-70df-4199-98db-c9d39b2fca1f | city: Shenzhen | forecast_date: 2025-06-15 00:00:00 | weather_condition: Rain | temperature: 19.07 | rainfall: 13.77 | humidity: 67.33 | wind_speed: 15.93 | visibility: 14.34
weather_id: b95ae04c-9f26-42d1-a2ba-2af9f574b866 | city: Dubai | forecast_date: 2025-07-21 00:00:00 | weather_condition: Cloudy | temperature: 10.45 | rainfall: 0.11 | humidity: 92.6 | wind_speed: 28.52 | visibility: 6.92
weather_id: 1d232717-c9e2-4b63-8471-c19905de94b2 | city: Felixstowe | forecast_date: 2025-04-04 00:00:00 | weather_condition: Clear | temperature: 25.04 | rainfall: 0.0 | humidity: 64.61 | wind_speed: 17.19 | visibility: 5.94
weather_id: c64a83cf-444e-48a3-8b80-cb9c0e1da903 | city: Ningbo | forecast_date: 2025-01-26 00:00:00 | weather_condition: Clear | temperature: 16.42 | rainfall: 0.0 | humidity: 92.2 | wind_speed: 12.83 | visibility: 14.08
weather_id: c29e0088-4a1b-41b5-96fd-d6214118c927 | city: Houston | forecast_date: 2025-10-09 00:00:00 | weather_condition: Cloudy | temperature: 19.13 | rainfall: 1.22 | humidity: 56.12 | wind_speed: 24.54 | visibility: 10.43
weather_id: 954dfb1c-4fac-4ae0-aced-c14dbe6fabda | city: Seoul | forecast_date: 2025-06-05 00:00:00 | weather_condition: Heavy Rain | temperature: 20.21 | rainfall: 38.19 | humidity: 83.94 | wind_speed: 18.48 | visibility: 2.5
weather_id: 7555ef24-3117-4a50-836c-09e3eaf80701 | city: Tokyo | forecast_date: 2025-12-12 00:00:00 | weather_condition: Clear | temperature: 11.88 | rainfall: 0.0 | humidity: 68.96 | wind_speed: 24.15 | visibility: 14.18
weather_id: 346b1fbc-ba34-430f-9035-349be15648c1 | city: Ningbo | forecast_date: 2026-04-13 00:00:00 | weather_condition: Cloudy | temperature: 14.8 | rainfall: 1.7 | humidity: 56.37 | wind_speed: 33.67 | visibility: 8.13
weather_id: f10c2892-bc2b-4771-9a3c-6fcd9bc1a768 | city: Mumbai | forecast_date: 2026-03-23 00:00:00 | weather_condition: Clear | temperature: 24.19 | rainfall: 0.0 | humidity: 59.73 | wind_speed: 6.89 | visibility: 9.69
weather_id: 603912c8-4b21-45b1-9a93-826e97c258ec | city: Sharjah | forecast_date: 2025-07-23 00:00:00 | weather_condition: Clear | temperature: 10.74 | rainfall: 0.0 | humidity: 62.95 | wind_speed: 22.73 | visibility: 9.82
weather_id: ca63f3e0-330e-4591-a93b-fa54a499bed3 | city: Mumbai | forecast_date: 2025-06-07 00:00:00 | weather_condition: Clear | temperature: 12.06 | rainfall: 0.0 | humidity: 50.71 | wind_speed: 3.63 | visibility: 10.18
weather_id: 67cc576a-734a-4989-a6b9-6e53cd0e228c | city: Kolkata | forecast_date: 2025-12-23 00:00:00 | weather_condition: Clear | temperature: 27.98 | rainfall: 0.0 | humidity: 56.98 | wind_speed: 24.94 | visibility: 9.82
weather_id: e60ed5c2-f5a4-4933-91fc-222d497ec8b2 | city: New York | forecast_date: 2026-04-14 00:00:00 | weather_condition: Cloudy | temperature: 13.04 | rainfall: 2.04 | humidity: 92.36 | wind_speed: 30.12 | visibility: 5.29
weather_id: 327c7837-a18b-4bfa-9b83-aa3199ea1eaf | city: Incheon | forecast_date: 2025-07-08 00:00:00 | weather_condition: Heavy Rain | temperature: 16.92 | rainfall: 106.09 | humidity: 72.27 | wind_speed: 10.24 | visibility: 2.35
weather_id: 7719a67a-ea67-44a9-9d48-285fdfba1e99 | city: Yokohama | forecast_date: 2026-05-13 00:00:00 | weather_condition: Rain | temperature: 31.79 | rainfall: 9.33 | humidity: 50.17 | wind_speed: 34.19 | visibility: 8.66
weather_id: 79989790-d427-4914-80d1-2fdd6e4e8fe9 | city: Mumbai | forecast_date: 2026-06-07 00:00:00 | weather_condition: Cloudy | temperature: 17.94 | rainfall: 0.31 | humidity: 83.16 | wind_speed: 10.55 | visibility: 14.94
weather_id: e0280d4c-e0f2-4951-bcb8-829c612d9e1e | city: Kolkata | forecast_date: 2025-12-03 00:00:00 | weather_condition: Clear | temperature: 26.22 | rainfall: 0.0 | humidity: 31.8 | wind_speed: 27.39 | visibility: 11.63
weather_id: b6387aa1-b6be-4d35-bc2e-daa0533ee13b | city: Manchester | forecast_date: 2025-12-05 00:00:00 | weather_condition: Cloudy | temperature: 16.64 | rainfall: 0.41 | humidity: 58.36 | wind_speed: 16.88 | visibility: 13.06
weather_id: 6eeb7d6e-aca3-4c7c-a7f7-ab3a683c0b03 | city: Dubai | forecast_date: 2026-03-04 00:00:00 | weather_condition: Clear | temperature: 18.68 | rainfall: 0.0 | humidity: 53.15 | wind_speed: 10.23 | visibility: 14.45
weather_id: f8bd1111-22a4-4097-8e7b-42a813ff478a | city: Bengaluru | forecast_date: 2025-03-18 00:00:00 | weather_condition: Storm | temperature: 22.5 | rainfall: 113.32 | humidity: 61.77 | wind_speed: 70.42 | visibility: 1.18
weather_id: 6e41f3fe-a943-4dd0-8471-48ca78f3ea27 | city: London | forecast_date: 2026-02-08 00:00:00 | weather_condition: Clear | temperature: 24.93 | rainfall: 0.0 | humidity: 34.04 | wind_speed: 12.08 | visibility: 6.49
weather_id: 476d5fbb-d440-4190-bc39-120138a3b41a | city: Shanghai | forecast_date: 2025-04-18 00:00:00 | weather_condition: Rain | temperature: 27.61 | rainfall: 20.84 | humidity: 76.14 | wind_speed: 4.27 | visibility: 9.5
weather_id: dbde5744-d025-4c05-b663-481d90831121 | city: Singapore | forecast_date: 2026-03-04 00:00:00 | weather_condition: Clear | temperature: 28.5 | rainfall: 0.0 | humidity: 32.26 | wind_speed: 32.29 | visibility: 12.64
weather_id: dc1d465e-bd3d-4a7b-9d56-ff02cd4c7501 | city: New York | forecast_date: 2025-04-03 00:00:00 | weather_condition: Cloudy | temperature: 26.99 | rainfall: 0.51 | humidity: 80.47 | wind_speed: 21.28 | visibility: 12.88
weather_id: 156b4c00-6fb0-484c-b765-850c8bf57042 | city: Los Angeles | forecast_date: 2026-02-11 00:00:00 | weather_condition: Clear | temperature: 26.32 | rainfall: 0.0 | humidity: 39.1 | wind_speed: 24.79 | visibility: 10.34
weather_id: 0aa765a5-325d-4732-9416-a29e400de5fc | city: Los Angeles | forecast_date: 2025-01-09 00:00:00 | weather_condition: Rain | temperature: 26.82 | rainfall: 29.92 | humidity: 73.78 | wind_speed: 32.66 | visibility: 14.51
weather_id: 3c53601d-6951-47f4-a54f-0dc9be539733 | city: Houston | forecast_date: 2025-12-26 00:00:00 | weather_condition: Cloudy | temperature: 20.45 | rainfall: 0.68 | humidity: 54.4 | wind_speed: 25.29 | visibility: 13.08
weather_id: e5f88af2-13fa-4379-b001-88c699c69b81 | city: Chennai | forecast_date: 2025-01-26 00:00:00 | weather_condition: Cloudy | temperature: 20.96 | rainfall: 0.16 | humidity: 60.38 | wind_speed: 26.08 | visibility: 6.69
weather_id: ac6c07ee-43b5-4148-8bbf-e4da02e40847 | city: New York | forecast_date: 2026-02-05 00:00:00 | weather_condition: Cloudy | temperature: 13.53 | rainfall: 3.76 | humidity: 71.6 | wind_speed: 15.47 | visibility: 13.22
weather_id: 668d2cc9-9b8c-4aae-af48-6c052e4aac5a | city: Incheon | forecast_date: 2025-10-03 00:00:00 | weather_condition: Heavy Rain | temperature: 16.77 | rainfall: 72.72 | humidity: 88.73 | wind_speed: 16.37 | visibility: 2.72
weather_id: 22fd98a1-57c8-4299-be1b-69f726ca2673 | city: Kolkata | forecast_date: 2025-04-26 00:00:00 | weather_condition: Clear | temperature: 31.76 | rainfall: 0.0 | humidity: 36.18 | wind_speed: 8.72 | visibility: 9.33
weather_id: 07ef056d-d6a7-4862-ab88-74b7a0d90b66 | city: Shanghai | forecast_date: 2025-10-16 00:00:00 | weather_condition: Cloudy | temperature: 14.66 | rainfall: 1.1 | humidity: 85.41 | wind_speed: 19.46 | visibility: 10.96
weather_id: bad37c02-b12f-42c2-ac8c-98de67efb7ff | city: London | forecast_date: 2025-10-09 00:00:00 | weather_condition: Heavy Rain | temperature: 21.97 | rainfall: 61.7 | humidity: 45.77 | wind_speed: 14.66 | visibility: 4.3
weather_id: 4681cd66-3bce-4788-b548-77280b5e8fef | city: Chennai | forecast_date: 2026-01-24 00:00:00 | weather_condition: Clear | temperature: 27.57 | rainfall: 0.0 | humidity: 90.59 | wind_speed: 14.0 | visibility: 8.73
weather_id: 5bb70ee1-cb38-4b9f-85d5-83bc890c1c3f | city: Shanghai | forecast_date: 2025-10-10 00:00:00 | weather_condition: High Wind | temperature: 18.98 | rainfall: 2.28 | humidity: 90.94 | wind_speed: 54.87 | visibility: 9.25
weather_id: 88744f3f-b2c2-428f-bbbe-01717fec3293 | city: Incheon | forecast_date: 2026-04-16 00:00:00 | weather_condition: Cloudy | temperature: 35.82 | rainfall: 3.92 | humidity: 52.97 | wind_speed: 17.83 | visibility: 10.64
weather_id: 8aa7cc64-0e96-4489-a5b5-3a7d411dd02f | city: Incheon | forecast_date: 2025-10-22 00:00:00 | weather_condition: Clear | temperature: 33.87 | rainfall: 0.0 | humidity: 35.52 | wind_speed: 29.75 | visibility: 13.57
weather_id: a36da86d-3127-424b-a2ef-d646d380207b | city: Bengaluru | forecast_date: 2025-01-20 00:00:00 | weather_condition: Storm | temperature: 30.2 | rainfall: 77.07 | humidity: 69.02 | wind_speed: 71.25 | visibility: 2.98
weather_id: a594c84e-33f7-4da3-b99d-d83488d418e8 | city: Houston | forecast_date: 2025-01-24 00:00:00 | weather_condition: Clear | temperature: 35.68 | rainfall: 0.0 | humidity: 37.69 | wind_speed: 16.57 | visibility: 5.45
weather_id: 7b219f65-84eb-4bb2-8576-2d1bab8085c2 | city: Seoul | forecast_date: 2025-10-29 00:00:00 | weather_condition: Cloudy | temperature: 35.87 | rainfall: 2.31 | humidity: 61.05 | wind_speed: 14.78 | visibility: 11.05
weather_id: c827bbdd-a4b2-4e01-aa51-07b7cacef40c | city: Houston | forecast_date: 2025-05-12 00:00:00 | weather_condition: Clear | temperature: 30.7 | rainfall: 0.0 | humidity: 77.07 | wind_speed: 23.62 | visibility: 12.0
weather_id: 3b31fc39-f29a-4657-add9-09d0ed4eb1c0 | city: New York | forecast_date: 2026-05-26 00:00:00 | weather_condition: Clear | temperature: 24.7 | rainfall: 0.0 | humidity: 62.68 | wind_speed: 22.76 | visibility: 13.37
weather_id: 4af99527-3104-46e7-8591-5aed851dd105 | city: London | forecast_date: 2025-07-15 00:00:00 | weather_condition: High Wind | temperature: 18.28 | rainfall: 4.06 | humidity: 77.19 | wind_speed: 66.81 | visibility: 6.12
weather_id: 84099cca-035e-4303-b12a-75edd0b7157a | city: Busan | forecast_date: 2026-04-16 00:00:00 | weather_condition: Storm | temperature: 31.75 | rainfall: 56.87 | humidity: 67.68 | wind_speed: 86.16 | visibility: 1.63
weather_id: a9b5e302-62b2-4a51-9081-74480879aa34 | city: Mumbai | forecast_date: 2025-04-24 00:00:00 | weather_condition: Rain | temperature: 14.5 | rainfall: 10.36 | humidity: 94.6 | wind_speed: 8.16 | visibility: 5.36
weather_id: 77f3f9ed-4d77-4b4a-82ce-88021339031d | city: Manchester | forecast_date: 2025-03-22 00:00:00 | weather_condition: Clear | temperature: 11.04 | rainfall: 0.0 | humidity: 62.14 | wind_speed: 17.69 | visibility: 11.25
weather_id: 3f80aabe-1ef9-4fb7-ad8f-edb9cf3f51a2 | city: Guangzhou | forecast_date: 2025-03-09 00:00:00 | weather_condition: Cloudy | temperature: 12.54 | rainfall: 1.64 | humidity: 54.74 | wind_speed: 7.54 | visibility: 5.47
weather_id: aff8cee9-0ace-4525-b312-8c61985b882f | city: Manchester | forecast_date: 2025-03-12 00:00:00 | weather_condition: Cloudy | temperature: 32.42 | rainfall: 1.6 | humidity: 53.96 | wind_speed: 5.18 | visibility: 13.73
weather_id: 632ccd7c-1fa6-49c4-aec5-715b933fff6c | city: New York | forecast_date: 2025-01-16 00:00:00 | weather_condition: Clear | temperature: 34.59 | rainfall: 0.0 | humidity: 31.97 | wind_speed: 13.79 | visibility: 5.65
weather_id: 1936d3a2-70d2-4292-9dc4-05dfa81cbff4 | city: Felixstowe | forecast_date: 2025-01-06 00:00:00 | weather_condition: Cloudy | temperature: 26.45 | rainfall: 1.84 | humidity: 69.5 | wind_speed: 29.46 | visibility: 13.93
weather_id: b8ef0261-6227-4146-a465-7ed48489eb1e | city: Ningbo | forecast_date: 2026-02-17 00:00:00 | weather_condition: Cloudy | temperature: 21.17 | rainfall: 1.44 | humidity: 84.85 | wind_speed: 11.79 | visibility: 12.11
weather_id: 175d7833-4d94-46c0-aada-efd5a7ae7113 | city: Seoul | forecast_date: 2025-05-24 00:00:00 | weather_condition: Storm | temperature: 19.26 | rainfall: 136.81 | humidity: 46.97 | wind_speed: 94.08 | visibility: 1.08
weather_id: b0395b77-1ec0-47d8-9bb0-0b947b4622d9 | city: Tokyo | forecast_date: 2025-05-22 00:00:00 | weather_condition: High Wind | temperature: 13.33 | rainfall: 8.79 | humidity: 63.52 | wind_speed: 50.61 | visibility: 11.94
weather_id: b8ae49af-41b2-4f1c-ba86-17d9f9e22a10 | city: Incheon | forecast_date: 2025-09-24 00:00:00 | weather_condition: Clear | temperature: 32.08 | rainfall: 0.0 | humidity: 90.08 | wind_speed: 31.9 | visibility: 12.66
weather_id: 4d57ba8e-ba38-4c7a-83b4-927af88188f7 | city: Hyderabad | forecast_date: 2025-07-10 00:00:00 | weather_condition: Cloudy | temperature: 33.37 | rainfall: 0.89 | humidity: 31.89 | wind_speed: 19.86 | visibility: 14.42
weather_id: 89f96022-33f7-41ad-a0b4-94da144a975e | city: Seoul | forecast_date: 2025-05-01 00:00:00 | weather_condition: Heavy Rain | temperature: 33.56 | rainfall: 53.69 | humidity: 46.58 | wind_speed: 31.09 | visibility: 3.57
weather_id: 594f2280-6349-4f88-a8d8-09d00ac374d5 | city: Ahmedabad | forecast_date: 2025-09-10 00:00:00 | weather_condition: Rain | temperature: 15.3 | rainfall: 15.1 | humidity: 58.2 | wind_speed: 19.42 | visibility: 6.27
weather_id: 2eb30680-34ee-4b3a-9be1-85ae1871826e | city: Abu Dhabi | forecast_date: 2025-02-24 00:00:00 | weather_condition: Clear | temperature: 21.87 | rainfall: 0.0 | humidity: 57.84 | wind_speed: 6.86 | visibility: 6.95
weather_id: ff7942bc-de1a-438f-b2f4-7e7b2925152e | city: Los Angeles | forecast_date: 2026-06-25 00:00:00 | weather_condition: Storm | temperature: 28.63 | rainfall: 94.27 | humidity: 70.46 | wind_speed: 68.52 | visibility: 1.69
weather_id: 5b99d076-2d27-448f-9259-c954246c80d8 | city: Los Angeles | forecast_date: 2025-01-26 00:00:00 | weather_condition: Cloudy | temperature: 28.52 | rainfall: 3.48 | humidity: 66.16 | wind_speed: 4.24 | visibility: 9.6
weather_id: aabd7284-2b3c-496d-aa6b-fdda5ce15800 | city: Tokyo | forecast_date: 2025-03-10 00:00:00 | weather_condition: Clear | temperature: 24.3 | rainfall: 0.0 | humidity: 81.49 | wind_speed: 24.59 | visibility: 14.55
weather_id: d766ea55-da36-4dc3-8114-10fd80724e39 | city: Rotterdam | forecast_date: 2025-03-05 00:00:00 | weather_condition: Heavy Rain | temperature: 23.93 | rainfall: 113.34 | humidity: 94.37 | wind_speed: 15.63 | visibility: 3.63
weather_id: 5ab3c568-afec-4167-a290-134590560867 | city: Delhi | forecast_date: 2025-03-09 00:00:00 | weather_condition: Rain | temperature: 12.46 | rainfall: 11.53 | humidity: 53.17 | wind_speed: 11.94 | visibility: 14.44
weather_id: 71376034-371a-4668-a20b-49242a18dbf8 | city: Tokyo | forecast_date: 2026-02-26 00:00:00 | weather_condition: Heavy Rain | temperature: 11.67 | rainfall: 112.54 | humidity: 31.15 | wind_speed: 7.78 | visibility: 2.8
weather_id: fec1a54c-99f5-4ea8-931f-33474f600aa4 | city: Singapore | forecast_date: 2026-03-05 00:00:00 | weather_condition: Cloudy | temperature: 22.59 | rainfall: 1.35 | humidity: 35.76 | wind_speed: 34.8 | visibility: 14.56
weather_id: a419fb8a-0de6-49e3-bbff-694e153ea9b3 | city: Los Angeles | forecast_date: 2025-05-03 00:00:00 | weather_condition: Clear | temperature: 33.73 | rainfall: 0.0 | humidity: 81.48 | wind_speed: 9.56 | visibility: 5.22
weather_id: d1690723-f16c-470f-941e-5ae16e3d4853 | city: Hamburg | forecast_date: 2025-12-11 00:00:00 | weather_condition: Storm | temperature: 18.84 | rainfall: 132.83 | humidity: 91.41 | wind_speed: 53.52 | visibility: 2.66
weather_id: da44fcd7-d5e1-4efc-b9a2-ca73442c5f74 | city: Hamburg | forecast_date: 2025-01-25 00:00:00 | weather_condition: Rain | temperature: 24.25 | rainfall: 26.63 | humidity: 79.98 | wind_speed: 17.61 | visibility: 7.84
weather_id: 6d734138-7d16-440f-90a5-9ecf7759c4d4 | city: Ningbo | forecast_date: 2025-07-30 00:00:00 | weather_condition: Clear | temperature: 32.81 | rainfall: 0.0 | humidity: 85.58 | wind_speed: 28.17 | visibility: 12.67
weather_id: 7c136113-99d8-47ec-b9be-93196c3e0f2b | city: New York | forecast_date: 2026-03-27 00:00:00 | weather_condition: Rain | temperature: 29.69 | rainfall: 16.38 | humidity: 87.85 | wind_speed: 8.35 | visibility: 11.45
weather_id: a1a25eb8-6332-4d5a-b5be-c4850edaee93 | city: Kolkata | forecast_date: 2026-02-18 00:00:00 | weather_condition: Clear | temperature: 17.41 | rainfall: 0.0 | humidity: 33.05 | wind_speed: 17.68 | visibility: 8.24
weather_id: 9b258091-f270-4aca-86b0-c6d74c62ffd7 | city: Felixstowe | forecast_date: 2025-08-24 00:00:00 | weather_condition: Clear | temperature: 22.93 | rainfall: 0.0 | humidity: 54.82 | wind_speed: 18.37 | visibility: 7.58
weather_id: 8ff152de-4cdb-4d97-95cd-16f2d6bfd675 | city: Delhi | forecast_date: 2025-01-24 00:00:00 | weather_condition: Clear | temperature: 34.67 | rainfall: 0.0 | humidity: 56.36 | wind_speed: 14.3 | visibility: 10.3
weather_id: 65ff36bd-da25-4b80-8897-0df35758dfab | city: Bremen | forecast_date: 2025-06-08 00:00:00 | weather_condition: Fog | temperature: 10.42 | rainfall: 7.29 | humidity: 47.48 | wind_speed: 5.19 | visibility: 1.05
weather_id: f1aebc80-3264-4de0-bc1b-fc43adbcb62c | city: Osaka | forecast_date: 2026-04-10 00:00:00 | weather_condition: Heavy Rain | temperature: 34.78 | rainfall: 119.99 | humidity: 82.63 | wind_speed: 3.57 | visibility: 2.21
