Sheet Name: Routes

route_id: 3e26abf4-dd1f-4e19-8ed5-ffe4905d68ad | origin_city: Delhi | destination_city: Felixstowe | origin_country: India | destination_country: United Kingdom | origin_port: Mundra Port | destination_port: Port of Felixstowe | distance_km: 2362.24 | average_transit_days: 7 | route_risk: Medium | traffic_index: 59
route_id: 865517c4-ae18-433d-9f32-877fff462a88 | origin_city: Felixstowe | destination_city: Yokohama | origin_country: United Kingdom | destination_country: Japan | origin_port: London Gateway | destination_port: Port of Osaka | distance_km: 4670.7 | average_transit_days: 9 | route_risk: Low | traffic_index: 27
route_id: 49ba8353-e3b4-405b-b3a9-d4f339e2e330 | origin_city: Shenzhen | destination_city: Yokohama | origin_country: China | destination_country: Japan | origin_port: Ningbo-Zhoushan | destination_port: Port of Yokohama | distance_km: 2754.1 | average_transit_days: 5 | route_risk: Low | traffic_index: 25
route_id: 1d5b1103-b9b8-434c-a199-e81fa3054346 | origin_city: Sharjah | destination_city: Houston | origin_country: UAE | destination_country: United States | origin_port: Khalifa Port | destination_port: Port Newark | distance_km: 11400.15 | average_transit_days: 20 | route_risk: Low | traffic_index: 45
route_id: 49cfbe3b-ecc0-4e2b-9bfa-4fda107fe849 | origin_city: New York | destination_city: Houston | origin_country: United States | destination_country: United States | origin_port: Port Newark | destination_port: Port of LA | distance_km: 736.94 | average_transit_days: 1 | route_risk: Low | traffic_index: 30
route_id: 4ae366c6-c361-4045-9fca-0abfdc0e2e47 | origin_city: Tokyo | destination_city: Amsterdam | origin_country: Japan | destination_country: Netherlands | origin_port: Port of Yokohama | destination_port: Port of Rotterdam | distance_km: 1637.23 | average_transit_days: 4 | route_risk: High | traffic_index: 83
route_id: 8c91659c-915c-4eec-86ef-777598492347 | origin_city: Abu Dhabi | destination_city: Singapore | origin_country: UAE | destination_country: Singapore | origin_port: Jebel Ali | destination_port: Port of Singapore | distance_km: 8883.91 | average_transit_days: 19 | route_risk: Low | traffic_index: 29
route_id: a85bd951-10e1-4acb-b110-e3b3d7cc2ea7 | origin_city: New York | destination_city: Tokyo | origin_country: United States | destination_country: Japan | origin_port: Port Houston | destination_port: Port of Osaka | distance_km: 4291.87 | average_transit_days: 6 | route_risk: Low | traffic_index: 21
route_id: ebadb054-7049-48b5-b200-f0135dda96bd | origin_city: Yokohama | destination_city: Rotterdam | origin_country: Japan | destination_country: Netherlands | origin_port: Port of Osaka | destination_port: Port of Rotterdam | distance_km: 12202.49 | average_transit_days: 21 | route_risk: Low | traffic_index: 29
route_id: 03a52110-34bc-426b-8e00-1b7f721200bf | origin_city: Sharjah | destination_city: New York | origin_country: UAE | destination_country: United States | origin_port: Khalifa Port | destination_port: Port of LA | distance_km: 10320.87 | average_transit_days: 16 | route_risk: Low | traffic_index: 34
route_id: 2c69fb98-ee1e-4a18-ba74-41ab9cf4ccf5 | origin_city: Chennai | destination_city: Amsterdam | origin_country: India | destination_country: Netherlands | origin_port: Mundra Port | destination_port: Port of Rotterdam | distance_km: 5249.58 | average_transit_days: 6 | route_risk: Low | traffic_index: 35
route_id: 642cd6b6-162b-4d48-a2f9-c0c355b55a9a | origin_city: Rotterdam | destination_city: Osaka | origin_country: Netherlands | destination_country: Japan | origin_port: Port of Rotterdam | destination_port: Port of Yokohama | distance_km: 5815.89 | average_transit_days: 12 | route_risk: Medium | traffic_index: 65
route_id: 528981b5-da81-40a6-b89b-1ca4ab941b4e | origin_city: Los Angeles | destination_city: Houston | origin_country: United States | destination_country: United States | origin_port: Port Newark | destination_port: Port Houston | distance_km: 833.67 | average_transit_days: 2 | route_risk: Low | traffic_index: 20
route_id: dfec7c9c-af78-4db1-905b-2f76e97f1710 | origin_city: Ningbo | destination_city: Manchester | origin_country: China | destination_country: United Kingdom | origin_port: Shenzhen Port | destination_port: London Gateway | distance_km: 4475.87 | average_transit_days: 6 | route_risk: Low | traffic_index: 31
route_id: d746a7e6-f31f-4e77-8c83-0fb1319ac857 | origin_city: Shanghai | destination_city: Sharjah | origin_country: China | destination_country: UAE | origin_port: Ningbo-Zhoushan | destination_port: Jebel Ali | distance_km: 9346.2 | average_transit_days: 19 | route_risk: Critical | traffic_index: 91
route_id: 59398941-1e9e-4eab-bfc7-d67fc9e08f85 | origin_city: Hamburg | destination_city: Singapore | origin_country: Germany | destination_country: Singapore | origin_port: Bremerhaven | destination_port: Port of Singapore | distance_km: 684.3 | average_transit_days: 3 | route_risk: Low | traffic_index: 24
route_id: 557b93c9-bedd-47e1-9ff0-35df927004d7 | origin_city: Singapore | destination_city: Guangzhou | origin_country: Singapore | destination_country: China | origin_port: Port of Singapore | destination_port: Ningbo-Zhoushan | distance_km: 2147.33 | average_transit_days: 5 | route_risk: Medium | traffic_index: 61
route_id: b2dd6e1a-64d8-48e5-a6b0-1ab7c196b789 | origin_city: Sharjah | destination_city: Shenzhen | origin_country: UAE | destination_country: China | origin_port: Jebel Ali | destination_port: Ningbo-Zhoushan | distance_km: 7333.43 | average_transit_days: 16 | route_risk: Low | traffic_index: 41
route_id: 0f7945ea-09c8-44e9-b23d-6fd62236daa5 | origin_city: Seoul | destination_city: Ahmedabad | origin_country: South Korea | destination_country: India | origin_port: Port of Busan | destination_port: Kolkata Port | distance_km: 9580.91 | average_transit_days: 18 | route_risk: Medium | traffic_index: 61
route_id: aff9c3ae-94af-49c1-ad85-a16ae3f1b33c | origin_city: Kolkata | destination_city: Busan | origin_country: India | destination_country: South Korea | origin_port: Nhava Sheva | destination_port: Port of Busan | distance_km: 8995.48 | average_transit_days: 15 | route_risk: Medium | traffic_index: 41
route_id: 39ed86f8-8193-4ba2-afa4-a9ff155c10b6 | origin_city: Los Angeles | destination_city: Singapore | origin_country: United States | destination_country: Singapore | origin_port: Port Houston | destination_port: Port of Singapore | distance_km: 582.82 | average_transit_days: 2 | route_risk: Medium | traffic_index: 47
route_id: 7d345439-b63d-47fe-9148-710d4d1e9d7b | origin_city: Rotterdam | destination_city: Singapore | origin_country: Netherlands | destination_country: Singapore | origin_port: Port of Rotterdam | destination_port: Port of Singapore | distance_km: 7259.56 | average_transit_days: 9 | route_risk: Low | traffic_index: 34
route_id: cfde802e-f9fd-4da1-bdaf-cf19dd191aea | origin_city: London | destination_city: Singapore | origin_country: United Kingdom | destination_country: Singapore | origin_port: London Gateway | destination_port: Port of Singapore | distance_km: 1133.11 | average_transit_days: 4 | route_risk: Medium | traffic_index: 54
route_id: fef003dd-1cfc-4fbd-ad89-b5d4daaf093e | origin_city: Ahmedabad | destination_city: Hamburg | origin_country: India | destination_country: Germany | origin_port: Kolkata Port | destination_port: Bremerhaven | distance_km: 3341.28 | average_transit_days: 8 | route_risk: High | traffic_index: 61
route_id: 1e902c63-b5f1-4490-83c0-dd3e9acbbf15 | origin_city: Rotterdam | destination_city: Bremen | origin_country: Netherlands | destination_country: Germany | origin_port: Port of Rotterdam | destination_port: Bremerhaven | distance_km: 9309.01 | average_transit_days: 19 | route_risk: Low | traffic_index: 26
route_id: 828f9506-458c-4e05-a6c9-5d8e32cda590 | origin_city: Ningbo | destination_city: Osaka | origin_country: China | destination_country: Japan | origin_port: Shenzhen Port | destination_port: Port of Yokohama | distance_km: 6106.02 | average_transit_days: 13 | route_risk: Low | traffic_index: 36
route_id: 621056d2-36d1-4e55-bfb3-c2b588503551 | origin_city: Dubai | destination_city: Abu Dhabi | origin_country: UAE | destination_country: UAE | origin_port: Jebel Ali | destination_port: Khalifa Port | distance_km: 1115.43 | average_transit_days: 3 | route_risk: Low | traffic_index: 31
route_id: 325ee717-4a72-45da-a509-760a3f232394 | origin_city: Mumbai | destination_city: Felixstowe | origin_country: India | destination_country: United Kingdom | origin_port: Kolkata Port | destination_port: London Gateway | distance_km: 9696.32 | average_transit_days: 20 | route_risk: Low | traffic_index: 24
route_id: af7635b3-a22c-4ed0-b365-1f6e5dbc0f7c | origin_city: Rotterdam | destination_city: Shanghai | origin_country: Netherlands | destination_country: China | origin_port: Port of Rotterdam | destination_port: Shanghai Port | distance_km: 714.82 | average_transit_days: 5 | route_risk: Critical | traffic_index: 88
route_id: 7a5ce969-bd1f-4a4f-b458-a1726d62e139 | origin_city: Guangzhou | destination_city: Singapore | origin_country: China | destination_country: Singapore | origin_port: Shanghai Port | destination_port: Port of Singapore | distance_km: 9069.85 | average_transit_days: 16 | route_risk: Low | traffic_index: 23
route_id: d032aabe-199c-4600-9730-a45e0aec44b9 | origin_city: Ningbo | destination_city: Amsterdam | origin_country: China | destination_country: Netherlands | origin_port: Shanghai Port | destination_port: Port of Rotterdam | distance_km: 4421.44 | average_transit_days: 7 | route_risk: Medium | traffic_index: 59
route_id: 014497ab-d50e-447f-9d4a-7044541cb639 | origin_city: Yokohama | destination_city: New York | origin_country: Japan | destination_country: United States | origin_port: Port of Yokohama | destination_port: Port Houston | distance_km: 1431.75 | average_transit_days: 7 | route_risk: Medium | traffic_index: 35
route_id: 73e6efca-8d9b-4981-9095-58405a257f86 | origin_city: Rotterdam | destination_city: Houston | origin_country: Netherlands | destination_country: United States | origin_port: Port of Rotterdam | destination_port: Port Newark | distance_km: 11549.6 | average_transit_days: 17 | route_risk: Low | traffic_index: 22
route_id: a6e7dc3c-f399-4ee4-98ad-406b2893b9cf | origin_city: Seoul | destination_city: Hyderabad | origin_country: South Korea | destination_country: India | origin_port: Port of Busan | destination_port: Mundra Port | distance_km: 1261.0 | average_transit_days: 3 | route_risk: Medium | traffic_index: 63
route_id: 0ad4e95f-8fd1-44ad-8ded-0b6e96c7ccab | origin_city: Houston | destination_city: Sharjah | origin_country: United States | destination_country: UAE | origin_port: Port of LA | destination_port: Khalifa Port | distance_km: 5617.98 | average_transit_days: 11 | route_risk: Low | traffic_index: 18
route_id: bd337c72-77f0-4620-9280-0825d2e7627c | origin_city: Singapore | destination_city: Seoul | origin_country: Singapore | destination_country: South Korea | origin_port: Port of Singapore | destination_port: Incheon Port | distance_km: 3739.37 | average_transit_days: 5 | route_risk: Medium | traffic_index: 38
route_id: a719cb9a-b19d-48f9-8a28-8dc72a430377 | origin_city: Los Angeles | destination_city: Ningbo | origin_country: United States | destination_country: China | origin_port: Port Houston | destination_port: Ningbo-Zhoushan | distance_km: 1481.27 | average_transit_days: 5 | route_risk: Low | traffic_index: 18
route_id: d138edad-062b-4131-ae57-7894f4b751c2 | origin_city: Abu Dhabi | destination_city: Amsterdam | origin_country: UAE | destination_country: Netherlands | origin_port: Khalifa Port | destination_port: Port of Rotterdam | distance_km: 5314.66 | average_transit_days: 12 | route_risk: Low | traffic_index: 26
route_id: 949a99fd-45ee-4b6e-bc37-9a61acc43de5 | origin_city: Delhi | destination_city: Rotterdam | origin_country: India | destination_country: Netherlands | origin_port: Mundra Port | destination_port: Port of Rotterdam | distance_km: 7971.11 | average_transit_days: 18 | route_risk: High | traffic_index: 69
route_id: 801471db-6481-465c-a2ec-6654f765fdd5 | origin_city: Kolkata | destination_city: Incheon | origin_country: India | destination_country: South Korea | origin_port: Mundra Port | destination_port: Port of Busan | distance_km: 6430.71 | average_transit_days: 10 | route_risk: Medium | traffic_index: 51
route_id: 8e279238-0525-4fa4-8065-2f4d9e5f15cb | origin_city: Singapore | destination_city: Rotterdam | origin_country: Singapore | destination_country: Netherlands | origin_port: Port of Singapore | destination_port: Port of Rotterdam | distance_km: 457.65 | average_transit_days: 4 | route_risk: Medium | traffic_index: 49
route_id: 01781fc2-7a66-42aa-bcb9-36a9eb526642 | origin_city: Ahmedabad | destination_city: Rotterdam | origin_country: India | destination_country: Netherlands | origin_port: Chennai Port | destination_port: Port of Rotterdam | distance_km: 8544.3 | average_transit_days: 18 | route_risk: High | traffic_index: 80
route_id: b3327073-d03e-46b4-9a1a-f71c3cbdd355 | origin_city: Los Angeles | destination_city: Seoul | origin_country: United States | destination_country: South Korea | origin_port: Port Houston | destination_port: Port of Busan | distance_km: 1629.52 | average_transit_days: 5 | route_risk: Critical | traffic_index: 90
route_id: d4a37c49-154a-443d-bda0-1212e3f0d1b0 | origin_city: Yokohama | destination_city: Bremen | origin_country: Japan | destination_country: Germany | origin_port: Port of Yokohama | destination_port: Bremerhaven | distance_km: 921.88 | average_transit_days: 6 | route_risk: Low | traffic_index: 31
route_id: 4b3fabe2-f771-4f63-b551-7ed8593365df | origin_city: Singapore | destination_city: Incheon | origin_country: Singapore | destination_country: South Korea | origin_port: Port of Singapore | destination_port: Incheon Port | distance_km: 1233.43 | average_transit_days: 6 | route_risk: Low | traffic_index: 24
route_id: beb9e9ce-7459-4e97-b2d8-e989c7b4c9b4 | origin_city: Chicago | destination_city: Delhi | origin_country: United States | destination_country: India | origin_port: Port Newark | destination_port: Kolkata Port | distance_km: 12452.93 | average_transit_days: 16 | route_risk: Low | traffic_index: 21
route_id: 09423e44-ce96-4992-88ff-0d9f526dba48 | origin_city: Tokyo | destination_city: London | origin_country: Japan | destination_country: United Kingdom | origin_port: Port of Yokohama | destination_port: London Gateway | distance_km: 595.99 | average_transit_days: 5 | route_risk: Medium | traffic_index: 57
route_id: 6a8619fb-ebfa-462c-be2f-ce0f5d0d1122 | origin_city: Shanghai | destination_city: Busan | origin_country: China | destination_country: South Korea | origin_port: Shenzhen Port | destination_port: Incheon Port | distance_km: 6168.07 | average_transit_days: 10 | route_risk: Medium | traffic_index: 58
route_id: c1aeb0da-ff9b-4411-943b-d3b3fc6ea017 | origin_city: Guangzhou | destination_city: Felixstowe | origin_country: China | destination_country: United Kingdom | origin_port: Ningbo-Zhoushan | destination_port: Port of Felixstowe | distance_km: 7464.5 | average_transit_days: 12 | route_risk: Medium | traffic_index: 56
route_id: b86e1425-ae2e-4f4f-8005-664a4c581214 | origin_city: Yokohama | destination_city: Ningbo | origin_country: Japan | destination_country: China | origin_port: Port of Yokohama | destination_port: Shenzhen Port | distance_km: 10343.43 | average_transit_days: 14 | route_risk: Low | traffic_index: 35
route_id: bf126c2c-3382-4460-bc75-f17aff07937b | origin_city: Rotterdam | destination_city: Seoul | origin_country: Netherlands | destination_country: South Korea | origin_port: Port of Rotterdam | destination_port: Port of Busan | distance_km: 9945.29 | average_transit_days: 19 | route_risk: High | traffic_index: 84
route_id: 4ffb1b2f-49b9-4bf5-b136-a0897568a7c3 | origin_city: Manchester | destination_city: Shenzhen | origin_country: United Kingdom | destination_country: China | origin_port: London Gateway | destination_port: Shenzhen Port | distance_km: 8524.87 | average_transit_days: 14 | route_risk: Low | traffic_index: 41
route_id: 80984b19-cf97-4c08-96d4-f1ed77c5ab00 | origin_city: Singapore | destination_city: Manchester | origin_country: Singapore | destination_country: United Kingdom | origin_port: Port of Singapore | destination_port: London Gateway | distance_km: 9671.49 | average_transit_days: 13 | route_risk: Low | traffic_index: 38
route_id: 621c5f89-9993-4bc3-9dd1-515cd308981d | origin_city: Osaka | destination_city: Felixstowe | origin_country: Japan | destination_country: United Kingdom | origin_port: Port of Osaka | destination_port: Port of Felixstowe | distance_km: 6668.76 | average_transit_days: 10 | route_risk: Medium | traffic_index: 41
route_id: d232d5d5-407e-4462-8773-429ce79d4a2a | origin_city: Guangzhou | destination_city: Ningbo | origin_country: China | destination_country: China | origin_port: Shanghai Port | destination_port: Ningbo-Zhoushan | distance_km: 2280.97 | average_transit_days: 7 | route_risk: Low | traffic_index: 35
route_id: 587e5f41-6a1d-49c4-945d-f8794b0501cf | origin_city: Felixstowe | destination_city: Amsterdam | origin_country: United Kingdom | destination_country: Netherlands | origin_port: London Gateway | destination_port: Port of Rotterdam | distance_km: 2092.44 | average_transit_days: 5 | route_risk: Medium | traffic_index: 46
route_id: e7d958a3-8c48-4639-a80e-09114089c2c1 | origin_city: Shanghai | destination_city: Singapore | origin_country: China | destination_country: Singapore | origin_port: Shenzhen Port | destination_port: Port of Singapore | distance_km: 5336.5 | average_transit_days: 11 | route_risk: Low | traffic_index: 28
route_id: e1b25d00-7be2-4e85-b6ce-bcf718759b26 | origin_city: Rotterdam | destination_city: Ningbo | origin_country: Netherlands | destination_country: China | origin_port: Port of Rotterdam | destination_port: Shanghai Port | distance_km: 5878.22 | average_transit_days: 9 | route_risk: Medium | traffic_index: 53
route_id: 68fe2f03-a2b2-40ad-bea4-594eb76b818c | origin_city: Ningbo | destination_city: Felixstowe | origin_country: China | destination_country: United Kingdom | origin_port: Shenzhen Port | destination_port: Port of Felixstowe | distance_km: 7700.52 | average_transit_days: 15 | route_risk: High | traffic_index: 64
route_id: 33ec0f4e-e113-41d0-b7f9-03ad660d23b3 | origin_city: Manchester | destination_city: Bremen | origin_country: United Kingdom | destination_country: Germany | origin_port: London Gateway | destination_port: Port of Hamburg | distance_km: 6657.96 | average_transit_days: 18 | route_risk: Low | traffic_index: 38
route_id: 75423be8-921e-4b4b-967a-5b0c52f73d49 | origin_city: Abu Dhabi | destination_city: Yokohama | origin_country: UAE | destination_country: Japan | origin_port: Khalifa Port | destination_port: Port of Osaka | distance_km: 11346.38 | average_transit_days: 18 | route_risk: Medium | traffic_index: 51
route_id: d4b1c23d-574c-4c54-a978-e537e541b4a2 | origin_city: Kolkata | destination_city: Bengaluru | origin_country: India | destination_country: India | origin_port: Mundra Port | destination_port: Nhava Sheva | distance_km: 484.94 | average_transit_days: 4 | route_risk: Medium | traffic_index: 56
route_id: 42da10ff-7551-4225-926a-8598c79700ed | origin_city: Chicago | destination_city: London | origin_country: United States | destination_country: United Kingdom | origin_port: Port Newark | destination_port: Port of Felixstowe | distance_km: 9191.08 | average_transit_days: 16 | route_risk: Low | traffic_index: 42
route_id: 4bceb89e-30fb-4f1d-bc6b-3fc9bc10a44f | origin_city: Felixstowe | destination_city: Dubai | origin_country: United Kingdom | destination_country: UAE | origin_port: London Gateway | destination_port: Khalifa Port | distance_km: 1078.07 | average_transit_days: 2 | route_risk: Medium | traffic_index: 35
route_id: 0203e97b-8d1f-43fe-87f9-f08063af2644 | origin_city: Chicago | destination_city: Seoul | origin_country: United States | destination_country: South Korea | origin_port: Port of LA | destination_port: Incheon Port | distance_km: 1577.36 | average_transit_days: 4 | route_risk: High | traffic_index: 83
route_id: 2aff0571-1dba-4d0e-9943-40239ac675a0 | origin_city: Singapore | destination_city: Ningbo | origin_country: Singapore | destination_country: China | origin_port: Port of Singapore | destination_port: Shenzhen Port | distance_km: 4196.4 | average_transit_days: 11 | route_risk: Low | traffic_index: 17
route_id: 46690d17-100c-4bf9-b8d3-f783d1b8260c | origin_city: Frankfurt | destination_city: Felixstowe | origin_country: Germany | destination_country: United Kingdom | origin_port: Bremerhaven | destination_port: London Gateway | distance_km: 11133.11 | average_transit_days: 20 | route_risk: Medium | traffic_index: 37
route_id: 897b319a-e64f-4366-939e-739eb39c34f7 | origin_city: Dubai | destination_city: Guangzhou | origin_country: UAE | destination_country: China | origin_port: Jebel Ali | destination_port: Ningbo-Zhoushan | distance_km: 10983.08 | average_transit_days: 26 | route_risk: Medium | traffic_index: 42
route_id: 14c16831-ae90-4b7c-9ba6-c4bad171af71 | origin_city: Singapore | destination_city: Bremen | origin_country: Singapore | destination_country: Germany | origin_port: Port of Singapore | destination_port: Port of Hamburg | distance_km: 3432.33 | average_transit_days: 8 | route_risk: Low | traffic_index: 40
route_id: 925a8a94-0918-475a-95a1-dbcb33eb4a1e | origin_city: Ahmedabad | destination_city: Singapore | origin_country: India | destination_country: Singapore | origin_port: Nhava Sheva | destination_port: Port of Singapore | distance_km: 340.02 | average_transit_days: 4 | route_risk: Medium | traffic_index: 49
route_id: d0256c7a-15f8-4f3b-aefc-6c06038ee5d8 | origin_city: Rotterdam | destination_city: Abu Dhabi | origin_country: Netherlands | destination_country: UAE | origin_port: Port of Rotterdam | destination_port: Jebel Ali | distance_km: 10493.91 | average_transit_days: 17 | route_risk: Medium | traffic_index: 63
route_id: bcd7bca0-e363-4898-abb0-e63cb0a8137a | origin_city: Rotterdam | destination_city: Shenzhen | origin_country: Netherlands | destination_country: China | origin_port: Port of Rotterdam | destination_port: Ningbo-Zhoushan | distance_km: 8076.45 | average_transit_days: 10 | route_risk: High | traffic_index: 76
route_id: 0d444e25-2acc-4911-9f2a-73d3c8d50eb5 | origin_city: Ningbo | destination_city: Bengaluru | origin_country: China | destination_country: India | origin_port: Shenzhen Port | destination_port: Kolkata Port | distance_km: 3289.39 | average_transit_days: 6 | route_risk: Low | traffic_index: 35
route_id: 050a7dc1-f668-4d59-b74c-9b5027257091 | origin_city: Chicago | destination_city: Houston | origin_country: United States | destination_country: United States | origin_port: Port Newark | destination_port: Port of LA | distance_km: 590.16 | average_transit_days: 4 | route_risk: Low | traffic_index: 28
route_id: dfcf5814-8d6d-483c-94a6-9fc96bfc5708 | origin_city: Felixstowe | destination_city: Manchester | origin_country: United Kingdom | destination_country: United Kingdom | origin_port: London Gateway | destination_port: London Gateway | distance_km: 1532.9 | average_transit_days: 7 | route_risk: Low | traffic_index: 29
route_id: 1556cd25-6ff1-4ad8-afc3-4c14ff025a89 | origin_city: Abu Dhabi | destination_city: Ningbo | origin_country: UAE | destination_country: China | origin_port: Jebel Ali | destination_port: Ningbo-Zhoushan | distance_km: 7869.36 | average_transit_days: 15 | route_risk: Medium | traffic_index: 68
route_id: ec88a9c2-daf9-4121-883e-deb839225d38 | origin_city: Guangzhou | destination_city: Busan | origin_country: China | destination_country: South Korea | origin_port: Ningbo-Zhoushan | destination_port: Port of Busan | distance_km: 7210.71 | average_transit_days: 20 | route_risk: Low | traffic_index: 45
route_id: 0a5e5755-fab7-4a5b-8239-5e42315d2933 | origin_city: Osaka | destination_city: Singapore | origin_country: Japan | destination_country: Singapore | origin_port: Port of Osaka | destination_port: Port of Singapore | distance_km: 9208.8 | average_transit_days: 13 | route_risk: Medium | traffic_index: 55
route_id: c34d1023-2449-4a5d-8d7d-ad6ca2a67413 | origin_city: Yokohama | destination_city: Dubai | origin_country: Japan | destination_country: UAE | origin_port: Port of Yokohama | destination_port: Jebel Ali | distance_km: 1494.97 | average_transit_days: 4 | route_risk: Medium | traffic_index: 66
route_id: 8e13bea1-c1fe-4eae-bcd8-eac793c4998a | origin_city: Yokohama | destination_city: Tokyo | origin_country: Japan | destination_country: Japan | origin_port: Port of Yokohama | destination_port: Port of Osaka | distance_km: 519.05 | average_transit_days: 3 | route_risk: Low | traffic_index: 41
route_id: a4657b3a-635b-4cab-85c5-a302e37be248 | origin_city: Singapore | destination_city: Felixstowe | origin_country: Singapore | destination_country: United Kingdom | origin_port: Port of Singapore | destination_port: London Gateway | distance_km: 12191.59 | average_transit_days: 15 | route_risk: Low | traffic_index: 32
route_id: 93bfb8e7-57d8-49c7-b5ba-9f52024dc3aa | origin_city: Frankfurt | destination_city: Dubai | origin_country: Germany | destination_country: UAE | origin_port: Bremerhaven | destination_port: Jebel Ali | distance_km: 2362.75 | average_transit_days: 6 | route_risk: Low | traffic_index: 21
route_id: fc457d47-b073-48af-86c1-4dd4646f9aa0 | origin_city: Osaka | destination_city: Singapore | origin_country: Japan | destination_country: Singapore | origin_port: Port of Osaka | destination_port: Port of Singapore | distance_km: 5373.24 | average_transit_days: 11 | route_risk: Low | traffic_index: 31
route_id: 1ee51ec6-eeb0-4c96-a5dd-5c1a0fb8886f | origin_city: Shanghai | destination_city: Rotterdam | origin_country: China | destination_country: Netherlands | origin_port: Shanghai Port | destination_port: Port of Rotterdam | distance_km: 5400.24 | average_transit_days: 12 | route_risk: Low | traffic_index: 27
route_id: e976d485-4d29-46ab-8f4e-7d392ceb3db2 | origin_city: Amsterdam | destination_city: Singapore | origin_country: Netherlands | destination_country: Singapore | origin_port: Port of Rotterdam | destination_port: Port of Singapore | distance_km: 5507.68 | average_transit_days: 9 | route_risk: Low | traffic_index: 26
route_id: c23adec8-cd6d-42ae-9b35-fe181eec4d68 | origin_city: Seoul | destination_city: Singapore | origin_country: South Korea | destination_country: Singapore | origin_port: Port of Busan | destination_port: Port of Singapore | distance_km: 7910.26 | average_transit_days: 13 | route_risk: Low | traffic_index: 32
route_id: 05ade679-d01c-4f4b-806e-2c2e05e79e6f | origin_city: Delhi | destination_city: Chennai | origin_country: India | destination_country: India | origin_port: Nhava Sheva | destination_port: Mundra Port | distance_km: 535.31 | average_transit_days: 2 | route_risk: Critical | traffic_index: 83
route_id: 8d15b030-b3a2-4a35-9957-3184a729ce2a | origin_city: Mumbai | destination_city: Amsterdam | origin_country: India | destination_country: Netherlands | origin_port: Mundra Port | destination_port: Port of Rotterdam | distance_km: 1580.78 | average_transit_days: 3 | route_risk: Low | traffic_index: 17
route_id: 44200d6a-6b19-4ec4-bb58-6b54bdbbbc2f | origin_city: Seoul | destination_city: Rotterdam | origin_country: South Korea | destination_country: Netherlands | origin_port: Incheon Port | destination_port: Port of Rotterdam | distance_km: 8842.69 | average_transit_days: 19 | route_risk: Medium | traffic_index: 56
route_id: a155fbef-5310-4c7a-bb3a-82dea32a65c3 | origin_city: London | destination_city: Dubai | origin_country: United Kingdom | destination_country: UAE | origin_port: Port of Felixstowe | destination_port: Jebel Ali | distance_km: 3488.37 | average_transit_days: 7 | route_risk: Medium | traffic_index: 46
route_id: ea5509bf-277f-4fd5-8b16-77021bbc72f5 | origin_city: Los Angeles | destination_city: Hamburg | origin_country: United States | destination_country: Germany | origin_port: Port Newark | destination_port: Bremerhaven | distance_km: 11301.49 | average_transit_days: 17 | route_risk: Low | traffic_index: 27
route_id: 554d426b-b3ab-4723-813f-145b30ffb0d2 | origin_city: Ningbo | destination_city: Yokohama | origin_country: China | destination_country: Japan | origin_port: Shenzhen Port | destination_port: Port of Osaka | distance_km: 1920.55 | average_transit_days: 6 | route_risk: Low | traffic_index: 35
route_id: a9e0dcf8-68b4-4059-9f6b-7c110cbee339 | origin_city: Manchester | destination_city: Kolkata | origin_country: United Kingdom | destination_country: India | origin_port: Port of Felixstowe | destination_port: Chennai Port | distance_km: 3381.07 | average_transit_days: 8 | route_risk: Low | traffic_index: 43
route_id: b80b847d-e334-4260-9f8e-298a7abd09af | origin_city: Houston | destination_city: Hyderabad | origin_country: United States | destination_country: India | origin_port: Port Newark | destination_port: Chennai Port | distance_km: 2017.25 | average_transit_days: 6 | route_risk: Low | traffic_index: 35
route_id: a66f2d41-4b93-4eb4-ad01-2cbec3bc8ca9 | origin_city: Singapore | destination_city: Chennai | origin_country: Singapore | destination_country: India | origin_port: Port of Singapore | destination_port: Mundra Port | distance_km: 11827.04 | average_transit_days: 26 | route_risk: Medium | traffic_index: 59
route_id: 30b3d3b3-f5d5-4b9d-9ca4-e08805f5994f | origin_city: Abu Dhabi | destination_city: Ahmedabad | origin_country: UAE | destination_country: India | origin_port: Khalifa Port | destination_port: Kolkata Port | distance_km: 6527.78 | average_transit_days: 12 | route_risk: Medium | traffic_index: 66
route_id: 1e7ed389-7b64-4b6b-905c-82a0ddc5aa13 | origin_city: Sharjah | destination_city: London | origin_country: UAE | destination_country: United Kingdom | origin_port: Jebel Ali | destination_port: Port of Felixstowe | distance_km: 6739.73 | average_transit_days: 15 | route_risk: Low | traffic_index: 21
route_id: d6de95c3-95aa-4224-8b84-f3b62b5bbc3d | origin_city: Shenzhen | destination_city: Rotterdam | origin_country: China | destination_country: Netherlands | origin_port: Shenzhen Port | destination_port: Port of Rotterdam | distance_km: 2110.62 | average_transit_days: 7 | route_risk: Medium | traffic_index: 38
route_id: 9bd0f163-bdbd-4357-bd88-390ed617c1c6 | origin_city: Manchester | destination_city: Ahmedabad | origin_country: United Kingdom | destination_country: India | origin_port: London Gateway | destination_port: Kolkata Port | distance_km: 2993.94 | average_transit_days: 7 | route_risk: Low | traffic_index: 29
route_id: c875b43d-1910-4429-8a33-3f2a0de11a6f | origin_city: Sharjah | destination_city: Bremen | origin_country: UAE | destination_country: Germany | origin_port: Jebel Ali | destination_port: Port of Hamburg | distance_km: 1898.58 | average_transit_days: 5 | route_risk: High | traffic_index: 83
