Sheet Name: Shipments

shipment_id: 5fd50c5c-973f-43bc-a629-06e4b5cd541b | booking_id: ALC-2025-100000 | customer_id: 8f429dcf-8ec1-414b-9ba1-3cf9bee03dd9 | product_id: aa603d29-62c7-4256-aebf-e03cd57b1bd4 | carrier_id: 0d6bede1-9f61-4459-bb5c-32013d10e53b | warehouse_id: ee447931-f470-45fb-8df5-ef1167dc7fda | route_id: 90686ae5-7c43-46dd-8742-7cdf4561089c | vehicle_id: 9bdb03eb-36f7-4356-b175-e4a30b38affa | customs_id: 4345ef94-48fe-47d0-a93d-e413e1efcd7b | weather_id: 3138bd22-56a2-45c2-8a9a-43da64e93cdd | booking_date: 2025-12-29 00:00:00 | ship_date: 2026-01-08 00:00:00 | expected_delivery_date: 2026-01-13 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Normal | weight_kg: 122.19 | volume_cbm: 37.42 | declared_value: 165766.99 | insurance: True | fragile: False
shipment_id: 93e888c6-376d-484c-88cf-7964414ff176 | booking_id: ALC-2026-102605 | customer_id: 64806e41-d84b-4876-96c0-09c527f914f6 | product_id: 1bc62ce3-b35e-4b1d-9863-6726500fe7ef | carrier_id: 782034aa-fa3a-43aa-8b9e-daed1e419819 | warehouse_id: 2b4ee4bc-e5e6-45f4-928b-4a652ba362e0 | route_id: 0f1ede53-4f78-4178-87c3-7509e113bf65 | vehicle_id: 784384b5-bb2e-4f97-9408-6d91f2b17346 | customs_id: 6a34348d-c106-4f1e-9cf4-633dbee27372 | weather_id: 59c24dfc-eeec-458b-8b59-ea717772b603 | booking_date: 2026-03-07 00:00:00 | ship_date: 2026-03-09 00:00:00 | expected_delivery_date: 2026-03-29 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Normal | weight_kg: 6715.15 | volume_cbm: 71.62 | declared_value: 4429.81 | insurance: True | fragile: False
shipment_id: 7ce5059d-2204-4cce-a3b6-a2aff0b08e12 | booking_id: ALC-2025-102606 | customer_id: a6f3b520-7d25-4647-b864-300fea754a78 | product_id: 2bfdc208-cbd8-4a03-a911-01e280329965 | carrier_id: 75ada97b-a858-4b72-8299-2073f443fa23 | warehouse_id: 0af90107-1f73-455f-ad14-bfdc4236dd29 | route_id: e292326d-5eaf-4cdc-b89e-bf255948c64e | vehicle_id: a2158bcf-c2c7-430e-9571-981c8965ee96 | customs_id: 128e1be1-97b2-4dea-9b2a-646c3e778d84 | weather_id: ac6acf79-1110-49dc-9387-c8d646640703 | booking_date: 2025-08-21 00:00:00 | ship_date: 2025-08-24 00:00:00 | expected_delivery_date: 2025-08-29 00:00:00 | shipping_mode: Road | shipment_type: Import | priority: Urgent | weight_kg: 36066.56 | volume_cbm: 60.47 | declared_value: 183194.2 | insurance: False | fragile: False
shipment_id: 3e7f7573-3e26-4acd-9ea0-6429787851bf | booking_id: ALC-2026-102607 | customer_id: a07a83b1-c180-4efb-b7a7-ea10a91592e7 | product_id: f1e6558a-660f-4b31-aba1-15cf33ca6859 | carrier_id: 0d7e6ed9-f482-4804-a70d-42f5d6a58597 | warehouse_id: 01cfd19f-dac1-4258-b637-13669430801d | route_id: 95f7b6e2-4271-4fac-896b-71e24fb6d500 | vehicle_id: 0fff86e6-7251-4b19-a704-876ab680b82c | customs_id: 506e02ff-d0b4-4f49-8e85-fcce817fb2ad | weather_id: 2dc5435e-8706-436e-8a62-812a668615a2 | booking_date: 2026-01-09 00:00:00 | ship_date: 2026-01-18 00:00:00 | expected_delivery_date: 2026-02-03 00:00:00 | shipping_mode: Sea | shipment_type: Export | priority: Normal | weight_kg: 20943.48 | volume_cbm: 66.99 | declared_value: 167255.98 | insurance: False | fragile: False
shipment_id: 243944c4-641f-42b4-a4fa-51b3bd8f8338 | booking_id: ALC-2025-102608 | customer_id: a9ffd422-03c6-46df-bb75-81e3f2c335a0 | product_id: d22fb2ee-fb5a-43f9-9bfe-240308099c46 | carrier_id: aea32067-5c6d-4ea4-a1dc-61478955ec40 | warehouse_id: 2b22e7a9-0175-4e88-b9f8-c116018d29ae | route_id: 1d3be8b9-3a92-4627-b6a0-df5b5b39ac6f | vehicle_id: 010d81ed-6153-4c89-85bd-fbe1a1e4094a | customs_id: 2e2d42e6-7146-4db9-9701-11f65e6c6c44 | weather_id: 85883aca-e46b-4891-99d8-88e07cdb499f | booking_date: 2025-03-30 00:00:00 | ship_date: 2025-04-05 00:00:00 | expected_delivery_date: 2025-04-21 00:00:00 | shipping_mode: Road | shipment_type: Import | priority: Low | weight_kg: 2986.72 | volume_cbm: 74.74 | declared_value: 20597.44 | insurance: True | fragile: False
shipment_id: 31e2b128-05ec-4982-af52-3e3b77798eaa | booking_id: ALC-2025-102609 | customer_id: af02bffe-7ba5-4a64-8d01-de6fbae843ad | product_id: 676f2da8-82d2-4f46-b250-452305d8d254 | carrier_id: 055625ee-ebd9-447d-b21b-3ce2cec1ea35 | warehouse_id: c131822c-b766-4992-9070-5809ef829d5e | route_id: 8a6a1a06-c71c-414d-b2c3-ff4a74146a7e | vehicle_id: 3b87a2c8-a7e1-4ffa-8358-c20df6cd8aa6 | customs_id: 62721f18-54f5-40de-a372-83f9d3a2a0bc | weather_id: 744a9fe5-f9f9-4a73-b2fe-f4ebeb909734 | booking_date: 2025-04-18 00:00:00 | ship_date: 2025-04-24 00:00:00 | expected_delivery_date: 2025-05-06 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Normal | weight_kg: 410.64 | volume_cbm: 53.52 | declared_value: 48750.07 | insurance: False | fragile: False
shipment_id: 93db8191-2760-440b-9a96-d1ef31cf240e | booking_id: ALC-2025-102610 | customer_id: f61f84cf-57ab-4289-b4c7-17959a886324 | product_id: 130b2888-bc8d-4dcd-bf74-16d667c18e3f | carrier_id: e8662bbf-1eea-4080-bc69-e80f04f54b05 | warehouse_id: 1c05143a-2c79-4e72-a8a5-6a8a0ffe92ad | route_id: a4b202be-5e45-44b1-819d-7f2abf475eff | vehicle_id: def5496e-1d1c-44ab-9220-74048cc04616 | customs_id: 87141fa3-0b8e-40cd-99db-c8f6a6986dcd | weather_id: 4e770192-ee54-4268-8d93-981f064ffc1b | booking_date: 2025-05-08 00:00:00 | ship_date: 2025-05-16 00:00:00 | expected_delivery_date: 2025-06-11 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Normal | weight_kg: 22705.2 | volume_cbm: 27.48 | declared_value: 244544.99 | insurance: False | fragile: False
shipment_id: 155e8a56-6cd2-489e-aec1-4e40f8efddab | booking_id: ALC-2025-102611 | customer_id: 11fe5307-3814-4e8a-bf6a-15230635313e | product_id: 820932c3-f1ff-4a79-be67-8329e2fc7027 | carrier_id: 112542ef-31b2-4998-8af1-50a02753b20c | warehouse_id: 919a21ab-ca0b-4994-9378-e4399777b8f9 | route_id: 26522c60-c51b-4bde-8498-34051892233a | vehicle_id: 02373beb-77e7-4e62-b4a9-c78c28f11ca6 | customs_id: 55be0e89-9973-491b-919f-65c9e8bca31f | weather_id: 9e3218f1-ba14-4f10-aa51-c730c61ae2fc | booking_date: 2025-08-15 00:00:00 | ship_date: 2025-08-25 00:00:00 | expected_delivery_date: 2025-09-04 00:00:00 | shipping_mode: Road | shipment_type: Import | priority: Normal | weight_kg: 17196.9 | volume_cbm: 2.94 | declared_value: 238889.82 | insurance: True | fragile: False
shipment_id: 3cd01739-6771-4707-ad78-8d224b6fd159 | booking_id: ALC-2025-102612 | customer_id: 0f18b590-dc52-4edf-87a5-5ddff2336e70 | product_id: 5656904f-cc7f-4b6f-b8ed-32ae6632722e | carrier_id: a69625a3-1912-46f2-8e18-3b7cf92a0b52 | warehouse_id: bf9775b9-7052-45e7-8c91-5a1e47b8f784 | route_id: dfd48fbe-a2a4-46b4-ba06-01d8aa04542d | vehicle_id: 20a81f07-bded-47ad-b591-d8f8f28bf4f2 | customs_id: f031e9e8-fbca-4a67-877e-ed9c8c7357fe | weather_id: e1af2888-e735-41fb-99d0-8b56c1f1cc4f | booking_date: 2025-09-30 00:00:00 | ship_date: 2025-10-04 00:00:00 | expected_delivery_date: 2025-10-31 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Normal | weight_kg: 30869.96 | volume_cbm: 39.07 | declared_value: 13826.95 | insurance: True | fragile: False
shipment_id: a21500ef-a2b4-4df6-acda-44423d0dff60 | booking_id: ALC-2025-102613 | customer_id: 5c86896c-fd59-4179-86eb-9891609c8627 | product_id: e1c639c5-2d59-4be9-8999-53b655410ee8 | carrier_id: 207c19b8-fce1-470d-bd66-4534c4f6d9c4 | warehouse_id: b80309fc-c186-4c84-9256-f6b731261dba | route_id: 0a4e75f8-0667-4078-a200-2a94d11a2364 | vehicle_id: c11e921a-99a2-4d83-817c-3f47a55abf4e | customs_id: f2a640ac-518b-4e3f-b5fb-39ee4a14aef6 | weather_id: 6fdb7c2e-10b0-4647-bde3-dce310a99414 | booking_date: 2025-08-28 00:00:00 | ship_date: 2025-09-02 00:00:00 | expected_delivery_date: 2025-09-12 00:00:00 | shipping_mode: Air | shipment_type: Import | priority: Urgent | weight_kg: 46313.39 | volume_cbm: 30.31 | declared_value: 78607.88 | insurance: True | fragile: False
shipment_id: e396b0d0-2872-4fc6-b28f-163909dfa3d3 | booking_id: ALC-2025-102614 | customer_id: 192b3430-d1f3-4bd8-a5bf-c566a2a60182 | product_id: 1b0c29ae-4498-4d95-beeb-43443b865b77 | carrier_id: 587bb536-1f31-45c3-9fe4-e26540518a9e | warehouse_id: 9fcfd73c-7e6b-4348-9c19-61d68bac4a54 | route_id: 11d7a296-86ea-4bc9-8ef7-bcc4954b8ca8 | vehicle_id: d8ee7f0b-4aed-407b-9bc2-cd08deda472f | customs_id: 36f1f3c9-f115-4cf1-8a26-36f3eaf5c275 | weather_id: b05df838-86bd-4036-95b3-75f701e48189 | booking_date: 2025-12-21 00:00:00 | ship_date: 2025-12-25 00:00:00 | expected_delivery_date: 2026-01-03 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: High | weight_kg: 7313.76 | volume_cbm: 22.56 | declared_value: 219877.13 | insurance: False | fragile: False
shipment_id: 155f1bfc-0300-454f-979e-bb7d445ba6f1 | booking_id: ALC-2026-102615 | customer_id: 84ff3c6d-fb4d-4988-8382-3aee3f395e3f | product_id: e9b87da1-ef26-4bba-a05a-0e437dc665f7 | carrier_id: 484ff839-e08c-4068-a144-055509ed636b | warehouse_id: 41471769-13f7-4105-b9c0-0a968ff3fd9a | route_id: 54485fd4-0a84-4333-a7b9-2f8f05e3ceb7 | vehicle_id: 76ce8f12-cb7d-42b1-9c3e-b544a8750f68 | customs_id: 257d61f6-ded2-4574-84a2-2048a365504b | weather_id: afb13aa1-d200-4c23-83ec-1471f34042ef | booking_date: 2026-02-28 00:00:00 | ship_date: 2026-03-09 00:00:00 | expected_delivery_date: 2026-03-12 00:00:00 | shipping_mode: Rail | shipment_type: Import | priority: Normal | weight_kg: 6421.62 | volume_cbm: 74.32 | declared_value: 222603.61 | insurance: True | fragile: False
shipment_id: 05d056df-d274-4540-9226-25087c6f3299 | booking_id: ALC-2025-102616 | customer_id: dacb8896-77b4-4a2d-9de2-7a658b11b7d8 | product_id: 5b1e7160-7e00-487b-8808-fe828147285b | carrier_id: 9e4fdec4-778e-47d1-9197-272010a383e6 | warehouse_id: 604e6e1b-c3e8-4148-8178-e0f37c97b3f3 | route_id: 27915764-22dd-429b-8c60-a79c1899b73e | vehicle_id: 38776728-fbf2-4fef-83e9-eca1d7e8b519 | customs_id: 2828ca4b-eac4-420c-b3f3-218322baa93a | weather_id: a08ad639-d110-4746-a2b9-8b83cb82c83c | booking_date: 2025-11-22 00:00:00 | ship_date: 2025-11-30 00:00:00 | expected_delivery_date: 2025-12-18 00:00:00 | shipping_mode: Road | shipment_type: Import | priority: High | weight_kg: 726.04 | volume_cbm: 29.38 | declared_value: 184700.74 | insurance: False | fragile: False
shipment_id: 0fe99180-bd08-42c5-aa51-ac538708b41d | booking_id: ALC-2025-102617 | customer_id: c4dbc09a-6187-4d3b-9693-93075738923b | product_id: 0c559ea5-0d15-4726-a2bb-532cef126020 | carrier_id: 74203264-5705-4a7b-aeab-66715d5839c7 | warehouse_id: 4cf89d26-c9ea-49de-a0b8-2b5d7eb1ffa8 | route_id: 6bc1744c-cb62-4195-9a3e-a0add4635735 | vehicle_id: c1f85828-d153-4f85-8025-48aa6dce0eb3 | customs_id: 32041236-ed54-4b80-bde9-0223a4dd1baf | weather_id: c7dc6c2e-00dd-45b9-8bf6-33a94f5d721b | booking_date: 2025-07-20 00:00:00 | ship_date: 2025-07-26 00:00:00 | expected_delivery_date: 2025-08-08 00:00:00 | shipping_mode: Road | shipment_type: Import | priority: Low | weight_kg: 39891.82 | volume_cbm: 6.04 | declared_value: 140733.31 | insurance: False | fragile: False
shipment_id: 4404be0a-d91c-4f14-8095-9b0c5e903c8f | booking_id: ALC-2025-102618 | customer_id: fe781f62-ba89-48e4-b661-1dd3e935736b | product_id: a86a4dcb-72bf-4955-8986-7b945c5b2f2f | carrier_id: 3edd464a-391d-47c0-b04c-a5adf420af40 | warehouse_id: 5ed724d5-efad-44d6-ad31-1a904bad9384 | route_id: 4d486706-b4ff-4bbb-84b7-a8c4d6f76081 | vehicle_id: 9a9d8795-de2f-4b63-9035-329dcf0d4e74 | customs_id: 2430aad7-a4f6-4062-84f1-0bbf388b7745 | weather_id: 6681c94b-afa1-413b-a2b0-aa1933147764 | booking_date: 2025-10-29 00:00:00 | ship_date: 2025-11-06 00:00:00 | expected_delivery_date: 2025-11-14 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: High | weight_kg: 26999.44 | volume_cbm: 36.76 | declared_value: 153914.46 | insurance: False | fragile: False
shipment_id: 0267f682-3125-4f37-8efc-75de2cb71f18 | booking_id: ALC-2025-102619 | customer_id: 2d0e6ea9-a2c1-4bfc-a271-3feed022bdbc | product_id: 306c66d7-f831-4c42-a4e2-6475b5a6fd1e | carrier_id: a963bbdf-c31d-44a9-9b6a-4a9692545de7 | warehouse_id: 1e3a1b1c-6b6d-4811-afa9-60440aba6034 | route_id: b426deb2-2c1b-4c97-aa41-deacc006861f | vehicle_id: 04f0d297-17ea-444d-bd00-2f70d59ebf28 | customs_id: a5ccd6d0-3a57-452e-a3d5-3a2c66656ead | weather_id: 2272b187-1465-492b-8275-4ca51f3f29ea | booking_date: 2025-08-01 00:00:00 | ship_date: 2025-08-06 00:00:00 | expected_delivery_date: 2025-08-18 00:00:00 | shipping_mode: Sea | shipment_type: Export | priority: Normal | weight_kg: 24990.24 | volume_cbm: 40.63 | declared_value: 223957.44 | insurance: True | fragile: False
shipment_id: 373609d0-b6f4-4d58-9031-c1272cb25ab5 | booking_id: ALC-2026-102620 | customer_id: 4855a10d-682d-48bd-bc70-c9a37ba25226 | product_id: 5396466e-f9d9-4aa5-81c6-92ad3a5d2dee | carrier_id: dddf7755-6105-4d1e-b86f-75a766ff582a | warehouse_id: e669ea96-d3e4-450b-8d85-dc95d6ba9af1 | route_id: f63fbb68-dea3-4ad1-9016-b2c509558b6d | vehicle_id: bd4b4a85-ab17-42c2-bbc2-7350dbc172d8 | customs_id: 7c4d5323-c22a-40af-873e-08bf8fff4fc7 | weather_id: fda9ddd0-c4d3-48f7-a1e9-dad587a80d36 | booking_date: 2026-03-24 00:00:00 | ship_date: 2026-03-28 00:00:00 | expected_delivery_date: 2026-04-11 00:00:00 | shipping_mode: Rail | shipment_type: Import | priority: High | weight_kg: 694.76 | volume_cbm: 34.68 | declared_value: 166684.38 | insurance: True | fragile: False
shipment_id: 9d79a3d0-cfd1-496d-803a-4ff88b55ba5b | booking_id: ALC-2025-102621 | customer_id: e314ddae-97c9-4338-812b-1c50f801c602 | product_id: b079d881-b52c-4a54-812c-1efa4c17177b | carrier_id: f93d1ba2-496e-4745-b864-776537884ffe | warehouse_id: d6902624-26b7-4f33-a1e2-a2022f1b323d | route_id: f06cb3f2-d7c1-48a6-9a5f-ee092a7c2588 | vehicle_id: 16232da3-c349-4e1f-8884-6def1ccd5dfd | customs_id: 0de2577e-c3fb-4276-b30a-e0ac7e9e732f | weather_id: e63c3b03-7602-436e-bf45-691d922b4699 | booking_date: 2025-03-22 00:00:00 | ship_date: 2025-03-24 00:00:00 | expected_delivery_date: 2025-04-05 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Normal | weight_kg: 6953.04 | volume_cbm: 7.15 | declared_value: 118219.25 | insurance: False | fragile: False
shipment_id: e76648b7-c086-4b32-85f6-590d9384ae7b | booking_id: ALC-2025-102622 | customer_id: 6e47b3d2-82e9-446a-adc9-9bb3aa616aad | product_id: f37f9807-02a5-4dad-bc86-0bc1b08ad13a | carrier_id: ace15fb5-fddc-4dc6-b9ff-1599d8750a80 | warehouse_id: 73dbe2a7-e0f7-49dc-bd43-2a79af7656a5 | route_id: d663fa78-7c5f-461a-9c55-df70abe2b3dc | vehicle_id: 656058cc-655a-499f-ac36-5bbf9a904491 | customs_id: 71a592bf-d777-4fec-921b-5df02b32b952 | weather_id: 924a9fb6-902b-460b-ae44-b8d9610cf94d | booking_date: 2025-03-22 00:00:00 | ship_date: 2025-03-27 00:00:00 | expected_delivery_date: 2025-03-30 00:00:00 | shipping_mode: Air | shipment_type: Import | priority: Normal | weight_kg: 14325.94 | volume_cbm: 10.32 | declared_value: 166376.78 | insurance: True | fragile: False
shipment_id: 08c9ba8f-19d5-4cb8-87a0-cf87e8a12773 | booking_id: ALC-2025-102623 | customer_id: dacb8896-77b4-4a2d-9de2-7a658b11b7d8 | product_id: ad76ff1b-875b-4434-9f37-39fea978a2f5 | carrier_id: a518c49e-4100-464c-9a35-9b1c02b2d6cb | warehouse_id: a246eadc-e948-425c-b137-60184efca5a7 | route_id: 94d4e958-c20c-4635-8ef5-7ebe2742b1c9 | vehicle_id: fdfefee3-a214-42cd-84bf-58753f71ac0a | customs_id: 034077ae-dcf2-4110-8528-c0b15d1915a1 | weather_id: df7cf2a4-5b49-4b90-ad5d-842e4f0f9c11 | booking_date: 2025-04-20 00:00:00 | ship_date: 2025-04-22 00:00:00 | expected_delivery_date: 2025-04-25 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Normal | weight_kg: 4426.63 | volume_cbm: 24.67 | declared_value: 214842.14 | insurance: True | fragile: False
shipment_id: ddeb503e-dee8-4313-b766-dbcc017bfe85 | booking_id: ALC-2025-102624 | customer_id: 47c3ec0d-c4b1-429e-a2f2-c9c87e360cdc | product_id: 378f3ed9-3740-44d5-91b5-57259e72f775 | carrier_id: 3df75411-6400-4ff1-87be-3c95067a9a90 | warehouse_id: b6e5c7d0-5177-431e-ad8b-89f5ada7da60 | route_id: 43e57d7b-a3c5-4c09-92fd-ba716d007449 | vehicle_id: d325f432-9e43-4360-be48-ad8fe3c19862 | customs_id: 98395d3e-a70d-47aa-92bf-ffefd4368cac | weather_id: 4563f3d0-fdb9-4b3c-b008-0b0ab0273257 | booking_date: 2025-03-05 00:00:00 | ship_date: 2025-03-07 00:00:00 | expected_delivery_date: 2025-03-15 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Low | weight_kg: 57.75 | volume_cbm: 41.57 | declared_value: 59122.48 | insurance: True | fragile: False
shipment_id: 465e033d-d195-43c1-ae0c-bbe37b8a4ade | booking_id: ALC-2025-102625 | customer_id: f5d1775d-c9f3-48c8-b79d-7d0054983d4a | product_id: c625c603-7570-4843-b78f-dc43d0ee2759 | carrier_id: 386c0489-b020-4b71-845b-b75471a15fbb | warehouse_id: e7db7cd9-9c12-4a76-a638-23396cebb165 | route_id: 6d251e79-34f0-416b-b975-b1167f3e93e8 | vehicle_id: 10b815ac-ae86-45a8-a1bd-9fa571d3c541 | customs_id: 00b9c120-9979-406f-b4f4-caf727879619 | weather_id: f04baddc-4ec8-437b-adbd-fe8652282617 | booking_date: 2025-07-22 00:00:00 | ship_date: 2025-07-30 00:00:00 | expected_delivery_date: 2025-08-07 00:00:00 | shipping_mode: Rail | shipment_type: Import | priority: Normal | weight_kg: 7234.89 | volume_cbm: 46.63 | declared_value: 157071.66 | insurance: True | fragile: False
shipment_id: 78b7bfa8-05e5-482d-b940-1a3fc1b1f325 | booking_id: ALC-2025-102626 | customer_id: fbdcd833-95e4-4b64-83f2-9de6c9e44be6 | product_id: 5c040d86-d5c4-4d4f-b863-f202158d4e99 | carrier_id: 9c4d53f5-41ab-4216-96af-ed6abf3f0a3b | warehouse_id: 22cd85b5-f0dc-44ec-9bb8-c85cbb5427e6 | route_id: 99e20ff1-ef52-4d60-8ee7-62b1171fe424 | vehicle_id: a83442af-43eb-4821-80a2-89b852ae607a | customs_id: 66fa4eef-790a-4193-8968-1afc2a7c75d2 | weather_id: 7fe5abb8-b8c4-42c4-8c33-fe8e89be11d1 | booking_date: 2025-05-24 00:00:00 | ship_date: 2025-05-29 00:00:00 | expected_delivery_date: 2025-06-08 00:00:00 | shipping_mode: Road | shipment_type: Import | priority: High | weight_kg: 39537.06 | volume_cbm: 35.96 | declared_value: 145631.78 | insurance: True | fragile: False
shipment_id: 3c7653e4-136c-4c59-97c3-43684162c0a5 | booking_id: ALC-2025-102627 | customer_id: 92692808-be31-47fb-88c9-220ced4e2663 | product_id: 8314e162-ce27-40fb-9f6f-9cd39954627c | carrier_id: 44314252-b5cb-40bb-9a7c-da64183d745f | warehouse_id: ecbd7ac5-7a21-4b49-a33a-91bd5213e0cd | route_id: 5b58eab6-e127-4fd3-8f41-8737e47ba4dd | vehicle_id: 00e3dd29-cb3b-4a09-887e-317f37748015 | customs_id: 32c2a70e-5841-47e4-9f59-b4b9a89a6939 | weather_id: 125833c2-5cf4-4e4e-ac17-1717c3df3d7a | booking_date: 2025-05-25 00:00:00 | ship_date: 2025-05-30 00:00:00 | expected_delivery_date: 2025-06-16 00:00:00 | shipping_mode: Rail | shipment_type: Import | priority: Low | weight_kg: 25324.46 | volume_cbm: 38.9 | declared_value: 140444.02 | insurance: True | fragile: True
shipment_id: fe8cde93-048a-4696-8db3-4a768e15c46c | booking_id: ALC-2025-102628 | customer_id: c1135602-8c04-4fb5-a5ab-12dcf3f35e9b | product_id: 4cb043da-689b-49a5-95c0-1176c7732905 | carrier_id: 21be11e8-7dea-4829-80a5-79e094829790 | warehouse_id: eb7f94a2-064b-4878-881b-ec28452ccb9a | route_id: 6bcfba85-81b0-4183-9a51-502a2378801c | vehicle_id: 2a3118d2-f57f-4749-9214-7d9eabde6a4c | customs_id: 5da53d03-a2e1-4a8e-ac0c-8e825250172f | weather_id: 21481cdc-7555-44b1-ace1-7be84f757e7f | booking_date: 2025-09-23 00:00:00 | ship_date: 2025-10-01 00:00:00 | expected_delivery_date: 2025-10-20 00:00:00 | shipping_mode: Road | shipment_type: Import | priority: Normal | weight_kg: 16309.92 | volume_cbm: 64.82 | declared_value: 32516.58 | insurance: True | fragile: False
shipment_id: 9198f094-1690-4156-a9eb-2a1600f68f3c | booking_id: ALC-2025-102629 | customer_id: e4df8ce9-bb10-4868-a9b9-35aff6970595 | product_id: 1dbc4a46-cb44-4008-8289-6a3e827a14af | carrier_id: fabfda41-f602-4797-a78b-33319b69fc6d | warehouse_id: 2b10f70a-a7cb-40ea-aa3a-3f600a300005 | route_id: 0cc53bfb-803b-400e-a507-44fd217002a9 | vehicle_id: 62b4c801-db3e-4505-85ef-3a80d5988632 | customs_id: 65b085af-dc4a-4cc6-8e06-53306c73331f | weather_id: 2ddee18d-0a0e-4238-891f-3cacb11b81c4 | booking_date: 2025-05-05 00:00:00 | ship_date: 2025-05-07 00:00:00 | expected_delivery_date: 2025-05-08 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Low | weight_kg: 60070.97 | volume_cbm: 41.66 | declared_value: 123637.91 | insurance: True | fragile: False
shipment_id: 12d1c3ff-a19e-4a04-a101-7466c1159363 | booking_id: ALC-2025-102630 | customer_id: 0c83be09-b2fd-40cf-939c-a3322560926d | product_id: 6a4ad5b0-0a20-49f3-8bd3-37a4410fdf8f | carrier_id: cd11708b-047f-4e47-b23b-a93f81772e0c | warehouse_id: 2538ba85-82d1-49a7-bee4-ca45afdc26a7 | route_id: 85710fad-8407-4d1e-8514-538486fcd1af | vehicle_id: 18478b32-3422-459c-88cf-0397070cef0a | customs_id: 823ec3b1-2806-4a20-903c-c3716ec6eaa9 | weather_id: 979410f1-b0c3-4842-85c5-53c89a380237 | booking_date: 2025-06-14 00:00:00 | ship_date: 2025-06-24 00:00:00 | expected_delivery_date: 2025-07-07 00:00:00 | shipping_mode: Air | shipment_type: Import | priority: Urgent | weight_kg: 9723.6 | volume_cbm: 21.3 | declared_value: 48795.66 | insurance: True | fragile: False
shipment_id: c09ee167-d8c4-41fd-a0ad-519982eaffc7 | booking_id: ALC-2025-102631 | customer_id: 3dc1206a-d183-488f-b998-676dbbab69b7 | product_id: 9ae66b8a-933b-4acf-8a68-4b3903ddcc3c | carrier_id: ecdc5e91-5bbd-4f8a-9308-cc6e6c7ff378 | warehouse_id: d2f3df19-14b6-4990-a4dc-cc8ceca6b97d | route_id: 161bfa07-2885-4f14-a6a4-c71a0992c030 | vehicle_id: e0c39301-b0a1-4ccc-a1fc-378142c89f27 | customs_id: 85cc8299-fcf3-4092-b9b0-1b2ef2fcaea1 | weather_id: 2d2b6c23-10ae-4984-a7a1-b8956f213da7 | booking_date: 2025-03-17 00:00:00 | ship_date: 2025-03-27 00:00:00 | expected_delivery_date: 2025-04-01 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Normal | weight_kg: 16682.96 | volume_cbm: 46.59 | declared_value: 104403.92 | insurance: False | fragile: False
shipment_id: 6e868dae-6dcc-4850-b09f-95b67bdeac50 | booking_id: ALC-2026-102632 | customer_id: 42dfb72f-0b08-4e92-98f0-009eba3f1e99 | product_id: f35daf21-5807-4102-9c44-96fb898ae24b | carrier_id: dfba88ac-5c0d-479a-b410-b8116f134fef | warehouse_id: 57d4e9f0-cd4c-474c-9a99-fe76a712309d | route_id: aee8c263-54eb-488a-ae29-7fca5ec8ce64 | vehicle_id: e1ccf445-9dd2-4ac0-8b6b-3202364efa20 | customs_id: b7db84f9-ad32-4c90-b7d6-500318773155 | weather_id: e909bb52-75ba-4854-9be0-9b5045364273 | booking_date: 2026-03-01 00:00:00 | ship_date: 2026-03-04 00:00:00 | expected_delivery_date: 2026-03-24 00:00:00 | shipping_mode: Road | shipment_type: Import | priority: High | weight_kg: 1703.32 | volume_cbm: 54.34 | declared_value: 153495.71 | insurance: False | fragile: True
shipment_id: 83af15f0-8ac6-49d1-8c51-fe5fab8be51a | booking_id: ALC-2025-102633 | customer_id: 5534a47f-9e1b-487a-b041-be6f777016fa | product_id: fd56da12-0525-4cf2-9498-41cb24d4c076 | carrier_id: a2ef095e-49b0-429b-9b5b-ff433333267d | warehouse_id: 59ed2470-f081-4181-a5fd-47109115aaac | route_id: a2fb1cdb-e2f9-4fd3-9aa1-27a27331c699 | vehicle_id: 99f42b57-089a-4ec3-925a-9a4f59f1756c | customs_id: eeae0f17-fbce-44ea-bf82-76ba9e4d46e0 | weather_id: 7ce25156-ac1a-4874-a971-0f5a6a00fcf4 | booking_date: 2025-12-25 00:00:00 | ship_date: 2026-01-02 00:00:00 | expected_delivery_date: 2026-01-11 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Low | weight_kg: 1693.44 | volume_cbm: 29.73 | declared_value: 108318.79 | insurance: True | fragile: False
