Sheet Name: Shipment_Delivery_History

history_id: 09a35845-c050-47bf-badb-06bc4fb95131 | shipment_id: 5fd50c5c-973f-43bc-a629-06e4b5cd541b | actual_delivery_date: 2026-01-13 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 41fc983f-2100-4531-8306-82381cd530f0 | shipment_id: dff5c81e-f4f6-41ba-ae2a-a34a309d0c08 | actual_delivery_date: 2025-12-24 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 6a10ef61-5697-4457-ae4a-2a01599ec66c | shipment_id: 895b3c79-6923-4a28-a1f1-268a3b5bb4e8 | actual_delivery_date: 2025-04-08 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: a10bf15f-0c17-4ca6-b350-721ad37a6233 | shipment_id: a14bb0bb-6750-4c69-b5c0-49c1d383aa92 | actual_delivery_date: 2026-03-20 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 303a8296-fded-4320-a1f1-e06fa10f0177 | shipment_id: 96681416-04f2-4280-9611-5a745079fade | actual_delivery_date: 2025-03-01 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: fb0caa09-6b61-49e9-895d-6b7727315ea0 | shipment_id: a07edb3e-32ca-4b41-85d6-113e06080512 | actual_delivery_date: 2025-04-07 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 89ff2a44-2061-41c1-b196-0cdde20b8846 | shipment_id: aa20f361-176e-4b79-a9ad-a7980692247e | actual_delivery_date: 2026-04-24 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: f80e3f4d-710f-4bc4-a62c-b817009a54f6 | shipment_id: 647bfaa2-ae76-42ba-a4f0-dc5676f151de | actual_delivery_date: 2026-03-13 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: f0599865-fb71-45c4-a0af-452f965f9289 | shipment_id: 4dc1bbb6-7d6d-497f-bc2c-fe6b483a59da | actual_delivery_date: 2025-08-12 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: c33149ec-31fd-449f-afb8-bdeced7293de | shipment_id: a9806d74-3a24-4428-a4e3-d7dff54e2d88 | actual_delivery_date: 2025-07-26 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 723ea7ef-ed73-4e1d-80a4-8b5894e19481 | shipment_id: d5d07d77-6911-4d8a-9ce2-6b8352582b39 | actual_delivery_date: 2025-06-21 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: 33f1cf9a-2625-4f31-94b4-3fe4d6c28ba0 | shipment_id: e54bc3d9-421f-4541-b2d5-40dd3a326eb2 | actual_delivery_date: 2026-02-07 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: c7b4d8cb-8a77-40aa-a47a-3633a8fde761 | shipment_id: 28d35775-b80f-45fd-ab73-ae3bb5470c15 | actual_delivery_date: 2026-02-09 00:00:00 | delivery_status: Delayed | delivery_attempts: 2
history_id: 00ed7a48-3906-4be0-9077-d351c53d7f36 | shipment_id: 4722991e-5d51-40d3-af1d-4608d044da34 | actual_delivery_date: 2026-01-14 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 5baba669-a251-452e-ae0d-5185ce5ce345 | shipment_id: c1e5f1b2-edb4-4c9a-a2a5-56a7c79b0d98 | actual_delivery_date: 2025-02-25 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 73b80751-a245-4140-9f9c-6dce3382ded9 | shipment_id: 361ac9ac-1956-4d5a-9a45-6f9747fc59d7 | actual_delivery_date: 2025-08-27 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 11c4fc15-4e69-4184-9f2e-687e4c791f47 | shipment_id: 71255f7a-18c8-41e4-a738-fa4ca561ba04 | actual_delivery_date: 2025-04-14 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 091ee0b0-28d8-42ae-b417-5ae384e05d43 | shipment_id: b1929426-050f-4602-830c-f9dae7199299 | actual_delivery_date: 2026-05-02 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: cf0c56cb-c55c-4bd2-b641-d32f1b6fc96c | shipment_id: c642aa89-e97b-406d-a234-6cea495b51f0 | actual_delivery_date: 2025-11-06 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: ee5f31fe-e83c-4559-be7c-b4acdcfd5dc2 | shipment_id: 7fd73b41-99a4-47d9-8860-4e89f9ca138d | actual_delivery_date: 2025-08-17 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 14237831-7ad6-4a3e-b4f9-da02feb6dddc | shipment_id: 7d19acbb-b141-495f-ad19-c796f9b5b8e2 | actual_delivery_date: 2025-05-10 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: 60835e98-f9a7-4d8b-8593-9b8e16a6fe9a | shipment_id: 495e2959-0086-4934-8e8f-bdacf214c3d9 | actual_delivery_date: 2025-12-15 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: 2a894644-3868-4a16-91f4-6e9693092359 | shipment_id: 13b83f4d-98c3-485a-a78b-6bd03cb5ac7e | actual_delivery_date: 2026-02-28 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 241c10dd-3516-42a6-89b8-36644d970db1 | shipment_id: 11dcfb84-193e-4441-96a5-178c8d51f551 | actual_delivery_date: 2025-02-14 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: 69ce48f8-305e-485d-95f6-298b6054608e | shipment_id: 79e60a44-8299-48cc-a3fb-93c05c1c7801 | actual_delivery_date: 2026-01-14 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: b0fb279a-0cd1-4e44-85fe-ba0ecf997050 | shipment_id: 401c5109-33bc-4fd5-b6fe-6dc2abe11806 | actual_delivery_date: 2025-12-30 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: ac0de8eb-9076-42cb-8001-002d57156362 | shipment_id: 2ac6c9ad-8426-4c9e-b3d1-d566b4e1ac43 | actual_delivery_date: 2025-08-25 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: b3299d2e-0e4e-4fce-84e5-533787ba0423 | shipment_id: dc2b5b3c-1761-4ae9-8a28-8e08d92ddae0 | actual_delivery_date: 2025-02-15 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 74f48706-d5f5-4082-9468-f717c1182e6e | shipment_id: f88aca0a-dcfe-4400-959d-db271375c428 | actual_delivery_date: 2025-07-28 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 8d30d18f-e24a-485c-af93-25cd06c26c17 | shipment_id: 9052e7e4-3979-4e11-979b-c12b0357b743 | actual_delivery_date: 2025-04-05 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 8262c015-3e6b-4355-a73b-96e6b9bf2035 | shipment_id: c986bef3-1e8b-45c8-82f0-1d5506aa9e38 | actual_delivery_date: 2025-08-24 00:00:00 | delivery_status: Delayed | delivery_attempts: 4
history_id: 7f5241d4-1f64-4d2a-96eb-0d88afc4872a | shipment_id: 1702b467-11f5-4039-85cf-1145393d1688 | actual_delivery_date: 2025-06-12 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: f226cc6b-41ae-401f-91f6-1c4e80110ca2 | shipment_id: a175f05f-4ccb-4a95-8118-d4f79df1babf | actual_delivery_date: 2025-12-24 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 687afcb1-0dc6-4244-8cfa-1b29e1690672 | shipment_id: 07f719c2-7277-48a1-ba85-64d0dc45c635 | actual_delivery_date: 2026-05-03 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 7020099c-4e99-4b87-a2f6-c4c4776e10c1 | shipment_id: 857037f6-193a-4189-9468-eb7da5cb009a | actual_delivery_date: 2025-12-25 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 1c914303-9669-4146-afdd-3fec52348e7d | shipment_id: cfd44b9f-dcdc-41fb-8c1c-c355e9ce2046 | actual_delivery_date: 2025-04-26 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 57a6e91d-2eba-4000-8488-29b54586a32c | shipment_id: 2514ca9e-3c3c-4439-9fb5-4fc00ace54f2 | actual_delivery_date: 2025-08-30 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 676933b7-bd13-44e3-8e28-1e7e55825ef6 | shipment_id: eeb50909-2ab4-46a6-b277-ea1e5adc1183 | actual_delivery_date: 2025-10-24 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: f29ce578-511e-468d-8202-a4aaaa560f29 | shipment_id: 1a753287-2730-442d-a775-4340346360d2 | actual_delivery_date: 2025-11-19 00:00:00 | delivery_status: Delayed | delivery_attempts: 2
history_id: 50c0b9ff-7436-48ed-85ac-a69ea7552c4e | shipment_id: a6cbbb38-0735-412d-9dfa-2683dcadbb9c | actual_delivery_date: 2025-05-27 00:00:00 | delivery_status: Delayed | delivery_attempts: 1
history_id: 018bf18f-67e3-4096-a27c-dd424bfc9f9b | shipment_id: 94e2f2a7-f0ce-4d67-a081-8fdf7b14c256 | actual_delivery_date: 2025-11-16 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: 977a2fed-680c-4410-86d5-31b0098adc44 | shipment_id: 5de8f42f-3505-45ac-920b-9aef90521513 | actual_delivery_date: 2025-10-26 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 3d815fb2-9e27-4a27-9745-d806c90cd63d | shipment_id: 98780acf-d2d6-4ee5-b404-a68946df1882 | actual_delivery_date: 2026-01-05 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 663da74a-ffbb-44bb-8533-38dac86993c5 | shipment_id: 4c586292-4890-450f-88e0-00b13c0d4de2 | actual_delivery_date: 2025-06-21 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 230215dc-c983-48af-aadd-e072f7fd88c1 | shipment_id: fde6e35c-4714-46c9-a798-f443c92ad218 | actual_delivery_date: 2025-12-16 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 4d19bf1e-fb63-4b67-abe7-85a6f8829af9 | shipment_id: a50ec0ac-ae82-433c-9f0c-fda664d8b82d | actual_delivery_date: 2025-02-09 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 9760efe8-5d70-4560-84e7-275b8b18174c | shipment_id: 19e34d9d-abf0-476f-84fd-54a82a8e6f3b | actual_delivery_date: 2025-03-09 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 18be0fc3-3540-405d-b426-2fc53f07f2cc | shipment_id: 4e3a8c55-5bda-4d19-b324-3e4fc4aeff9d | actual_delivery_date: 2025-04-17 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 7e4801c0-47ab-4629-bc30-befe79a42c42 | shipment_id: d2255893-4a9f-4a22-942a-6768c50f5e29 | actual_delivery_date: 2025-06-23 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 7e76bf12-97bc-4681-b6b6-3b35d8d08eac | shipment_id: 2c1d825d-5dcd-4a09-a28e-f80747e50e6a | actual_delivery_date: 2026-02-11 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 1cedeb26-d21d-43b8-af0b-fd03a9f1d6db | shipment_id: 6e442b71-4979-445f-82c1-32d4fe629cc7 | actual_delivery_date: 2026-01-08 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: a075d7fd-4f63-42d8-8d25-22876715cbc4 | shipment_id: c460183a-77f2-40b8-a04e-0c9cbc1b0b74 | actual_delivery_date: 2025-10-17 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 57c18431-3a63-4877-908f-42ddb4af463c | shipment_id: 5ff7500c-892f-4dcf-abc3-8b14aee69b4b | actual_delivery_date: 2026-01-23 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: b47fd261-63e9-4e23-8824-47c36f82f303 | shipment_id: 1bb4ea91-0042-4478-9e6c-992e9c5814ef | actual_delivery_date: 2025-02-20 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: d60857b9-9225-445e-9e5c-162d0ef88b2a | shipment_id: a7bc2e78-7982-4d9a-b324-fd7f7cb7bc54 | actual_delivery_date: 2025-07-07 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 2c3d66e1-2dbf-45b6-81fa-7767bb596da0 | shipment_id: 6b8a641d-e1b7-4a59-b9b2-df0b9bf99494 | actual_delivery_date: 2025-05-05 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: b35df56c-7dc2-4448-b06b-6eace1963020 | shipment_id: 8b4b11ca-d27d-496b-86c9-f5277758f8ad | actual_delivery_date: 2025-06-17 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: d72778f8-e685-4401-9d38-76c07d99fd21 | shipment_id: 906e5d99-35e3-41a7-a343-eb24eeede1e5 | actual_delivery_date: 2025-12-26 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 01ff284e-36dd-4ff6-a495-eadbc0423fa2 | shipment_id: 0a55ff6b-0812-40d7-977d-2e0531e6608d | actual_delivery_date: 2025-08-30 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 74cd5241-1963-490e-b1b8-a461362bd49c | shipment_id: 6bfffff0-1d27-48dd-9006-49c4077e1238 | actual_delivery_date: 2026-04-07 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: d735107d-e1a7-4a61-a20e-158c53f6ebf2 | shipment_id: 551f86fe-8872-4925-8a11-2383ae7ded2f | actual_delivery_date: 2026-02-18 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: dbf1a8b8-35f1-4635-a2bf-c7b63ec658d5 | shipment_id: f5aeb6e8-5106-45cf-930d-fe2bfde54f11 | actual_delivery_date: 2025-06-25 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 1c516ef6-2b40-4d4a-af97-717f705a3432 | shipment_id: 451e163f-2927-42a0-8a36-3e5be3ac29ea | actual_delivery_date: 2026-04-17 00:00:00 | delivery_status: Delayed | delivery_attempts: 2
history_id: 8aec9958-72ed-432b-8dd7-f6395e3f5497 | shipment_id: ac00445c-ce8d-4c5c-a5fc-ca96f09aa672 | actual_delivery_date: 2025-06-05 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 8af8d76a-6ebc-445d-8de8-8bff0dfc7067 | shipment_id: c15042e5-798e-46dc-9a3a-0c6e870db6d7 | actual_delivery_date: 2026-01-01 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 4a1feb35-1851-4b32-be0b-7012d9512dc2 | shipment_id: 0b309b04-d8aa-4321-94c7-7af9086a5d56 | actual_delivery_date: 2026-02-03 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 81b4c1f7-8f56-4932-b40c-293777abc799 | shipment_id: e1e1cd6b-8a6e-4ecf-9d93-07e449cfdf96 | actual_delivery_date: 2025-11-15 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: eeff353b-c843-43fd-913a-3f2e0f63c591 | shipment_id: 28aaf055-8b29-4ab9-86ed-4d4ed722b431 | actual_delivery_date: 2025-01-30 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: fab10484-c78b-4d68-83d1-7a8e8869c004 | shipment_id: 9b04a8d7-99ec-4e94-a053-41e0b90fe6a9 | actual_delivery_date: 2025-12-07 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 2df34ff5-4986-48f0-9aad-d69e5d25eb3b | shipment_id: aff70caf-b0a0-4bdc-b464-433bc97368fd | actual_delivery_date: 2026-01-20 00:00:00 | delivery_status: Delayed | delivery_attempts: 4
history_id: 27b462f8-804d-4254-9d22-21a0145e57b4 | shipment_id: 8e0544b9-d31c-4490-94f1-2c02656dc73c | actual_delivery_date: 2025-08-25 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 97174ab6-4f4c-48b4-92bd-cba3aeec0f8f | shipment_id: 3a1eb13a-128d-404a-a5c2-370ee22dc56e | actual_delivery_date: 2026-04-05 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 650eb9f6-96dd-4878-a3de-4e51187833dc | shipment_id: acc09c96-6e72-4fe6-8574-05f0b79a6f38 | actual_delivery_date: 2025-05-11 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: a95e212b-061a-42ad-b956-af01ea35806c | shipment_id: 7f74976b-2cf7-40e9-ada8-0387bf3ae3e7 | actual_delivery_date: 2025-05-17 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: aad509f9-afb9-43dd-a88d-895efe026ae2 | shipment_id: bcb979fe-9d84-4484-9eba-35cc116aa619 | actual_delivery_date: 2025-09-04 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: 576db316-a053-497e-92c7-57184fbdd688 | shipment_id: bfc082b2-7d7f-47c7-be7c-3fb1a06e6421 | actual_delivery_date: 2026-03-12 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: a1da30f9-dc8b-4fc7-bea6-e93ab065d73d | shipment_id: 521da88a-157e-4c00-91a2-c09e644156a1 | actual_delivery_date: 2025-10-10 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: be5e275f-2f6e-41de-8a49-f68a7d8500cf | shipment_id: 7de2240a-f23d-4cf0-a10b-e85b83294d63 | actual_delivery_date: 2025-01-28 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 253628c5-c1d5-433d-8384-de7191076485 | shipment_id: 44ac12fc-5b83-4932-ac34-eccf7e4aea4e | actual_delivery_date: 2025-04-20 00:00:00 | delivery_status: Delayed | delivery_attempts: 2
history_id: 3f3ee08e-4de9-4cd3-92ab-5ec36e545ce6 | shipment_id: c075cdff-8a71-4a87-83da-d9cf0ecf4bf5 | actual_delivery_date: 2025-12-27 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: aa5ddd8f-a5c0-491d-8544-f6d38290a996 | shipment_id: 999fcd3c-0e1b-42da-be48-463b877714b9 | actual_delivery_date: 2025-09-04 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: 71c5e2f9-c656-43c3-b708-28051798402e | shipment_id: 91351f90-04f2-43ac-98b5-06b9bfc5434e | actual_delivery_date: 2025-11-16 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: bacc2fc8-65a3-41e7-9110-70bd99286b79 | shipment_id: a0cc53dd-c81b-4d58-8758-43742fd142ef | actual_delivery_date: 2025-10-25 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 6c017f0e-4c12-4008-9029-2ef5bba75e7f | shipment_id: ede74ad8-8992-4edf-97e5-acc1ecb21d07 | actual_delivery_date: 2025-12-29 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 8e4ca6c2-a3ab-47fd-b21a-159c2659fe33 | shipment_id: 32b8233e-0860-4601-b74e-1bf541e9d855 | actual_delivery_date: 2026-01-14 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 180236d9-ba58-41a5-bb45-effdadeaef40 | shipment_id: 6b86fedd-8d02-43f3-b479-f3dcf3bf0e61 | actual_delivery_date: 2025-03-11 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: d679f3eb-f848-485b-9330-1ef1494b9127 | shipment_id: b98a60a3-4724-4c1f-9343-e196e4a1a88c | actual_delivery_date: 2025-12-11 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: e3f9f8c9-762c-4a9d-8a0a-d4288071b0b4 | shipment_id: 27d20c8c-5358-4947-b746-1cc3a9437b13 | actual_delivery_date: 2025-07-03 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: ef5c3908-f36c-4c39-bee7-00384c85064e | shipment_id: b32baf1e-19d5-43fa-a203-6e3780a37b05 | actual_delivery_date: 2026-01-05 00:00:00 | delivery_status: Delayed | delivery_attempts: 1
history_id: dc7fe045-2c14-445e-b8e1-7d839ddcf04f | shipment_id: a375ccf4-a455-47db-a063-b93279d6cf43 | actual_delivery_date: 2026-04-08 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: bc6d1870-5bfd-4349-8076-d66ea958ff7c | shipment_id: 8da4425d-60eb-4c9e-a915-a2f8d7a52850 | actual_delivery_date: 2025-02-17 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: bfb6d337-d581-4402-bc1f-f311dd60b02d | shipment_id: 0359da2e-de12-448a-b42b-eb16972add4a | actual_delivery_date: 2025-10-24 00:00:00 | delivery_status: Delayed | delivery_attempts: 1
history_id: 001b106e-0960-4257-a04b-bb050b9ada56 | shipment_id: 7a59c637-4612-4ed9-ac84-7cb6548cb614 | actual_delivery_date: 2025-12-31 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: e905f9b8-beac-481c-b136-97aaf2c57672 | shipment_id: 190ce45a-e3bd-455e-a4fe-8826c8668a45 | actual_delivery_date: 2025-05-04 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: abae860c-568d-4730-a4d2-a503d8626798 | shipment_id: 35ea7aab-7c34-4db4-a68f-303bcc0a3076 | actual_delivery_date: 2026-03-14 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: dfbd0dce-3863-4fef-bbbd-614cea057ea7 | shipment_id: 3609232d-8b3a-4155-b2da-e21d9b710d63 | actual_delivery_date: 2025-04-01 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: edb0e733-3a35-4237-8bb0-d46e13ccd188 | shipment_id: 3ccf31a2-2dbd-442b-a637-292c13a2d278 | actual_delivery_date: 2025-07-12 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 16c770f2-d3f4-412f-9ee7-5a57c53d5e99 | shipment_id: e52ba49c-2ea2-42b0-8461-8038db61b33a | actual_delivery_date: 2025-09-26 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 210da73b-63c4-47cc-afad-30337565b7a8 | shipment_id: 2c02e2c5-5419-426e-ac9a-7b9db0fae71e | actual_delivery_date: 2025-08-09 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 53e96087-9503-4c22-b17c-54c74c1c82f4 | shipment_id: 134599e7-9a24-49fb-bffc-4857fdb4d838 | actual_delivery_date: 2025-03-10 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 27257472-76ee-4a11-bdb2-7befaebe37e3 | shipment_id: b6c843bf-6be7-49a9-bf8d-48793d32e87f | actual_delivery_date: 2025-11-30 00:00:00 | delivery_status: Delayed | delivery_attempts: 4
history_id: 62edc4c4-be84-4e19-b51f-c3b65a54bfdf | shipment_id: 642e31c0-c26f-473f-9279-b3794a0b1b05 | actual_delivery_date: 2025-05-24 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 58ae91f3-29f9-4c25-a126-9f640c9f1a1c | shipment_id: f2303e08-b024-4415-bc09-0df3ec129e4f | actual_delivery_date: 2025-12-21 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: ef51cad7-189a-4970-af39-465b21dad534 | shipment_id: 76636e4a-e6f3-401b-b634-20f4519bd58e | actual_delivery_date: 2025-10-04 00:00:00 | delivery_status: Delayed | delivery_attempts: 1
history_id: 7fabc5c0-5ed1-4cee-85d9-c245229bab8b | shipment_id: e770f2f5-4577-42a0-ae97-68898df758c1 | actual_delivery_date: 2025-07-04 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 59cb5546-fabf-4fcc-a671-9a6449ad905c | shipment_id: e205648c-d62c-4743-adfd-3ccc9a8501f6 | actual_delivery_date: 2025-02-10 00:00:00 | delivery_status: Delayed | delivery_attempts: 1
history_id: 575393c2-187f-4822-ab7d-3596d926979c | shipment_id: 9ff5de6c-6434-4231-bd0b-d80e9a82522b | actual_delivery_date: 2025-07-14 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 3e09d7be-41d2-49e5-856a-159e4513f48b | shipment_id: 7bea9601-41ae-4a60-8e06-ac68e19b0581 | actual_delivery_date: 2025-09-22 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 9a8e77f2-a85d-4154-80f1-1870645c4469 | shipment_id: 3727343b-94e0-4460-b054-c2d73972c7ed | actual_delivery_date: 2025-03-03 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: e79bdc0f-7a8c-44f5-8851-e3d40a923585 | shipment_id: 54b86443-3dc1-4f19-ab69-dad47d874f52 | actual_delivery_date: 2026-03-10 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: a79f39db-48a0-47f7-84e7-9831b4666946 | shipment_id: facfef9c-57bd-4f39-8109-d7d61edb5a18 | actual_delivery_date: 2025-11-13 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 1ac8cf76-5d92-4dd3-a6a6-a898672be09a | shipment_id: 02963c68-cd4e-4fee-84f8-faa3aedf1af4 | actual_delivery_date: 2025-07-23 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 9878d794-8cf3-4d4e-829a-7630c61c0ba3 | shipment_id: 9022ffe1-4e93-4ce9-add8-caa982d83041 | actual_delivery_date: 2025-02-07 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: c19047ff-d663-4cbb-b215-7dfed5768931 | shipment_id: 13bd7ac0-06cc-4dcd-b7c1-f5dffc557741 | actual_delivery_date: 2025-09-30 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 83a121cf-c6eb-4655-9e2b-e749bc580253 | shipment_id: 83201487-85bf-4753-b8d4-05d4b01a213c | actual_delivery_date: 2025-02-27 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 03e18c8b-ac0e-42d7-938c-d1c340e2006b | shipment_id: 042dd508-b066-479f-af8d-d28bbc97312e | actual_delivery_date: 2025-11-18 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: ccadfb8d-a7cd-4ce2-b977-a104c3607dca | shipment_id: 7e13f694-52f8-4e9f-bf55-872a5c295a09 | actual_delivery_date: 2026-01-31 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 81d849bc-0494-49f1-9048-8a56a56aab4e | shipment_id: e625c2bd-6807-4fae-940f-bf2d65cbe20d | actual_delivery_date: 2025-09-19 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: c6eae6cc-fa1f-4a48-b607-83e8e49717ac | shipment_id: c3550877-a7ff-458d-a046-2ac0a4b73895 | actual_delivery_date: 2025-10-02 00:00:00 | delivery_status: Delayed | delivery_attempts: 1
history_id: bff0f7fb-8862-4188-b151-6bc33b0a7871 | shipment_id: 9ca73e57-2875-4f1a-b9da-45bea118dc8a | actual_delivery_date: 2025-05-12 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: cf122b51-769c-4711-9777-2b07721bc959 | shipment_id: bebc0191-7522-493c-84b7-afdd178c7c0d | actual_delivery_date: 2025-02-02 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 20d7b726-334d-404d-801e-101b7b05c050 | shipment_id: d04dff3a-b9d6-4d23-8954-b1444e791060 | actual_delivery_date: 2025-06-13 00:00:00 | delivery_status: Delayed | delivery_attempts: 1
history_id: a57e8975-2d8b-4ff3-8226-418b70469c76 | shipment_id: c141f9e0-0710-40b0-a1f8-5de7b9caf799 | actual_delivery_date: 2026-04-19 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 983777a6-66b6-4694-b22e-a989a33e532b | shipment_id: 8fbc6504-df16-4696-99e7-31596535cbbf | actual_delivery_date: 2025-07-14 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
