Sheet Name: Products

product_id: 0a132cf3-2a67-4087-aff9-d11d19a61cac | product_name: Furniture SKU-10000 | category: Furniture | hs_code: 9403.28 | hazardous: False | perishable: False | temperature_controlled: False | fragile: True | weight_per_unit: 623.92 | supplier_name: Nova Suppliers
product_id: 42f7f8e2-4c13-47df-a646-cb1e1290a093 | product_name: Machinery SKU-12665 | category: Machinery | hs_code: 8479.13 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 258.15 | supplier_name: Unity Suppliers
product_id: 7a6a6ec2-5e74-4a27-a9e6-d853d0ae738b | product_name: Textiles SKU-12666 | category: Textiles | hs_code: 6204.73 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 36.34 | supplier_name: Eastern Suppliers
product_id: 50812d9c-43e9-433e-b052-06c15b2277da | product_name: Chemicals SKU-12667 | category: Chemicals | hs_code: 3824.35 | hazardous: True | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 688.81 | supplier_name: Pacific Suppliers
product_id: 775a6dc4-ef7a-421e-8085-fe35fec29e03 | product_name: Machinery SKU-12668 | category: Machinery | hs_code: 8479.88 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 437.02 | supplier_name: Pacific Suppliers
product_id: bf0ca808-0799-4fd7-adfa-816e327bb3b5 | product_name: Pharma SKU-12669 | category: Pharma | hs_code: 3004.44 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 169.63 | supplier_name: Eastern Suppliers
product_id: 5fac73ad-25d1-45e2-b838-75f6e197f6bf | product_name: Chemicals SKU-12670 | category: Chemicals | hs_code: 3824.76 | hazardous: True | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 57.17 | supplier_name: Nova Suppliers
product_id: eaf260df-54d2-4367-a034-676d04faceae | product_name: Pharma SKU-12671 | category: Pharma | hs_code: 3004.88 | hazardous: False | perishable: False | temperature_controlled: True | fragile: False | weight_per_unit: 712.23 | supplier_name: Summit Suppliers
product_id: 93b4a9e1-e8c6-473c-9eaa-eba9a4726e72 | product_name: Electronics SKU-12672 | category: Electronics | hs_code: 8517.92 | hazardous: False | perishable: False | temperature_controlled: False | fragile: True | weight_per_unit: 75.96 | supplier_name: Unity Suppliers
product_id: 7e16c106-87a2-4065-8ea4-dbc947545c64 | product_name: Consumer Goods SKU-12673 | category: Consumer Goods | hs_code: 3926.38 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 201.52 | supplier_name: Metro Suppliers
product_id: 42760d57-9c35-4b1d-a6a6-a10b485dcb29 | product_name: Furniture SKU-12674 | category: Furniture | hs_code: 9403.8 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 296.73 | supplier_name: Eastern Suppliers
product_id: 2a2f228f-5370-4753-b261-f2c1b2b6ffb6 | product_name: Electronics SKU-12675 | category: Electronics | hs_code: 8517.57 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 97.51 | supplier_name: Pacific Suppliers
product_id: d0ecff40-0b71-417a-8aca-14dc42d5c2a2 | product_name: Automotive Parts SKU-12676 | category: Automotive Parts | hs_code: 8708.85 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 424.62 | supplier_name: Summit Suppliers
product_id: 81524573-39c3-4673-ba84-0cb223ad0a00 | product_name: Electronics SKU-12677 | category: Electronics | hs_code: 8517.71 | hazardous: False | perishable: False | temperature_controlled: False | fragile: True | weight_per_unit: 807.69 | supplier_name: Eastern Suppliers
product_id: e669bdb6-bad1-46fa-ae5d-1585ef29045e | product_name: Consumer Goods SKU-12678 | category: Consumer Goods | hs_code: 3926.2 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 88.61 | supplier_name: Pacific Suppliers
product_id: 10ba097d-bdb6-4fc5-a156-7d9dbca128d4 | product_name: Medical Devices SKU-12679 | category: Medical Devices | hs_code: 9018.19 | hazardous: False | perishable: False | temperature_controlled: True | fragile: True | weight_per_unit: 769.52 | supplier_name: Metro Suppliers
product_id: dc3eee57-500f-472d-86fa-e1ff62a26f8a | product_name: Medical Devices SKU-12680 | category: Medical Devices | hs_code: 9018.48 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 223.21 | supplier_name: Eastern Suppliers
product_id: ad1d4490-1197-4a27-babc-c40d667a1469 | product_name: Automotive Parts SKU-12681 | category: Automotive Parts | hs_code: 8708.69 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 337.57 | supplier_name: Nova Suppliers
product_id: e874a015-5214-4493-96c2-a509834ec61b | product_name: Medical Devices SKU-12682 | category: Medical Devices | hs_code: 9018.86 | hazardous: False | perishable: False | temperature_controlled: True | fragile: False | weight_per_unit: 715.49 | supplier_name: Summit Suppliers
product_id: 0f649ab3-0280-4c44-a7e6-0b7e0000a422 | product_name: Electronics SKU-12683 | category: Electronics | hs_code: 8517.99 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 281.08 | supplier_name: Nova Suppliers
product_id: da8ead1b-96a7-4a50-ad94-b49607d6c5a9 | product_name: Textiles SKU-12684 | category: Textiles | hs_code: 6204.33 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 846.58 | supplier_name: Nova Suppliers
product_id: 87f296f6-917e-4879-9899-e4a46237fdce | product_name: Chemicals SKU-12685 | category: Chemicals | hs_code: 3824.18 | hazardous: True | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 780.73 | supplier_name: Pacific Suppliers
product_id: 9167b83c-a4d5-4382-a48a-3288e2c0b169 | product_name: Textiles SKU-12686 | category: Textiles | hs_code: 6204.79 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 524.85 | supplier_name: Eastern Suppliers
product_id: 2532463f-e975-4d03-b29c-5d3614cedcf1 | product_name: Electronics SKU-12687 | category: Electronics | hs_code: 8517.26 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 624.29 | supplier_name: Unity Suppliers
product_id: db5a9945-3765-42f0-9b93-ff3fae37820f | product_name: Textiles SKU-12688 | category: Textiles | hs_code: 6204.55 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 716.09 | supplier_name: Nova Suppliers
product_id: 9cdd65e0-1e43-4ac1-8bae-5e8fad0f818e | product_name: Chemicals SKU-12689 | category: Chemicals | hs_code: 3824.25 | hazardous: True | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 706.02 | supplier_name: Unity Suppliers
product_id: c31cc4ca-8cc3-415b-932c-c3270789b340 | product_name: Electronics SKU-12690 | category: Electronics | hs_code: 8517.72 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 238.9 | supplier_name: Summit Suppliers
product_id: 7b4f8ce3-b824-4eb4-8ce4-1b3b1958f2e6 | product_name: Electronics SKU-12691 | category: Electronics | hs_code: 8517.91 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 595.93 | supplier_name: Eastern Suppliers
product_id: ea2e3239-7ec9-4967-b00a-f3d1483e09df | product_name: Electronics SKU-12692 | category: Electronics | hs_code: 8517.72 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 153.03 | supplier_name: Metro Suppliers
product_id: 1759cfd9-e6d0-4e94-82fa-9bebdd06cb7e | product_name: Food SKU-12693 | category: Food | hs_code: 2106.67 | hazardous: False | perishable: False | temperature_controlled: True | fragile: False | weight_per_unit: 283.16 | supplier_name: Nova Suppliers
product_id: 7444f0bd-c0fc-4eaa-b0a7-52578a0aa19c | product_name: Chemicals SKU-12694 | category: Chemicals | hs_code: 3824.16 | hazardous: True | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 291.91 | supplier_name: Pacific Suppliers
product_id: 36564b4f-6978-4f38-a7b3-1cf38740bde9 | product_name: Textiles SKU-12695 | category: Textiles | hs_code: 6204.74 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 109.53 | supplier_name: Eastern Suppliers
product_id: becf0c04-1208-4211-bd78-59359bba2788 | product_name: Machinery SKU-12696 | category: Machinery | hs_code: 8479.99 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 459.84 | supplier_name: Unity Suppliers
product_id: 75653cc4-218c-4f35-b29b-913407be165f | product_name: Automotive Parts SKU-12697 | category: Automotive Parts | hs_code: 8708.15 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 153.89 | supplier_name: Metro Suppliers
product_id: 30bc71cb-11bf-48e0-832f-7d435ed6c1c5 | product_name: Furniture SKU-12698 | category: Furniture | hs_code: 9403.1 | hazardous: False | perishable: False | temperature_controlled: False | fragile: True | weight_per_unit: 4.73 | supplier_name: Pacific Suppliers
product_id: aa2b6102-0bfe-4ea8-9011-704c8cca53ff | product_name: Electronics SKU-12699 | category: Electronics | hs_code: 8517.88 | hazardous: False | perishable: False | temperature_controlled: False | fragile: True | weight_per_unit: 535.38 | supplier_name: Metro Suppliers
product_id: 73e23a39-fc01-4ec2-86ca-09f2c8ff2e69 | product_name: Automotive Parts SKU-12700 | category: Automotive Parts | hs_code: 8708.67 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 200.38 | supplier_name: Summit Suppliers
product_id: 92e34200-312c-44cc-a5b8-3b7c246f4c9f | product_name: Automotive Parts SKU-12701 | category: Automotive Parts | hs_code: 8708.86 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 285.02 | supplier_name: Unity Suppliers
product_id: 18fbfd90-e550-4186-82ab-9854233fa4a1 | product_name: Automotive Parts SKU-12702 | category: Automotive Parts | hs_code: 8708.19 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 629.76 | supplier_name: Summit Suppliers
product_id: 991486b6-ed6c-4505-a381-3bc45021010f | product_name: Medical Devices SKU-12703 | category: Medical Devices | hs_code: 9018.54 | hazardous: False | perishable: False | temperature_controlled: False | fragile: True | weight_per_unit: 207.92 | supplier_name: Pacific Suppliers
product_id: 8b58dd2e-7924-42af-957a-6266d1e39b9d | product_name: Furniture SKU-12704 | category: Furniture | hs_code: 9403.88 | hazardous: False | perishable: False | temperature_controlled: False | fragile: True | weight_per_unit: 325.5 | supplier_name: Metro Suppliers
product_id: e9b556bc-1a08-4a57-a5f2-4e683296af33 | product_name: Consumer Goods SKU-12705 | category: Consumer Goods | hs_code: 3926.85 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 454.68 | supplier_name: Summit Suppliers
product_id: da7d9f04-9a47-4c3d-b842-e95c8c2a646c | product_name: Textiles SKU-12706 | category: Textiles | hs_code: 6204.14 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 166.51 | supplier_name: Summit Suppliers
product_id: a235fcd5-deae-4647-946c-141118d75d9f | product_name: Pharma SKU-12707 | category: Pharma | hs_code: 3004.12 | hazardous: False | perishable: False | temperature_controlled: True | fragile: False | weight_per_unit: 32.55 | supplier_name: Eastern Suppliers
product_id: 7a18aeb4-ec0b-45bd-84cd-97afadfef830 | product_name: Electronics SKU-12708 | category: Electronics | hs_code: 8517.64 | hazardous: False | perishable: False | temperature_controlled: False | fragile: True | weight_per_unit: 769.2 | supplier_name: Metro Suppliers
product_id: 567f62e5-26d9-49f4-8e57-5be4ae6f580a | product_name: Pharma SKU-12709 | category: Pharma | hs_code: 3004.28 | hazardous: False | perishable: False | temperature_controlled: True | fragile: False | weight_per_unit: 760.7 | supplier_name: Eastern Suppliers
product_id: dddd45e1-3db7-4a9a-aadc-2dc54d21ca5e | product_name: Consumer Goods SKU-12710 | category: Consumer Goods | hs_code: 3926.56 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 214.92 | supplier_name: Nova Suppliers
product_id: be6ec840-120a-492a-babc-aa672959181e | product_name: Chemicals SKU-12711 | category: Chemicals | hs_code: 3824.83 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 298.18 | supplier_name: Summit Suppliers
product_id: 7c3f626a-92d6-4cae-a5cd-d16f2288e8ff | product_name: Electronics SKU-12712 | category: Electronics | hs_code: 8517.84 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 512.92 | supplier_name: Summit Suppliers
product_id: 6682b5e2-456e-4d26-a23f-214a3b05cf2c | product_name: Food SKU-12713 | category: Food | hs_code: 2106.42 | hazardous: False | perishable: False | temperature_controlled: True | fragile: False | weight_per_unit: 478.27 | supplier_name: Metro Suppliers
product_id: 004d8107-d611-4be4-bd0c-3886231891bc | product_name: Food SKU-12714 | category: Food | hs_code: 2106.64 | hazardous: False | perishable: True | temperature_controlled: True | fragile: False | weight_per_unit: 708.87 | supplier_name: Pacific Suppliers
product_id: 2a6c2988-0284-4225-87ac-5a167db9cd88 | product_name: Textiles SKU-12715 | category: Textiles | hs_code: 6204.32 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 373.33 | supplier_name: Eastern Suppliers
product_id: 68efdd0c-ed05-4556-aea6-fd493de8eeaa | product_name: Pharma SKU-12716 | category: Pharma | hs_code: 3004.31 | hazardous: False | perishable: True | temperature_controlled: False | fragile: False | weight_per_unit: 497.93 | supplier_name: Metro Suppliers
product_id: 14f917cd-d616-46e9-bc65-183a9d47822e | product_name: Machinery SKU-12717 | category: Machinery | hs_code: 8479.21 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 469.87 | supplier_name: Eastern Suppliers
product_id: eb985070-d7e3-4279-bc5b-5d365c44d2bf | product_name: Medical Devices SKU-12718 | category: Medical Devices | hs_code: 9018.16 | hazardous: False | perishable: False | temperature_controlled: True | fragile: False | weight_per_unit: 728.1 | supplier_name: Metro Suppliers
product_id: 1d27b83b-d15a-44cf-b210-0df6274fac49 | product_name: Consumer Goods SKU-12719 | category: Consumer Goods | hs_code: 3926.23 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 805.01 | supplier_name: Pacific Suppliers
product_id: 720ffaaa-2788-459e-8b1f-e9727d1ea281 | product_name: Electronics SKU-12720 | category: Electronics | hs_code: 8517.24 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 298.33 | supplier_name: Unity Suppliers
product_id: c78ff0f2-1b51-44a6-a980-f31ef5279ffe | product_name: Food SKU-12721 | category: Food | hs_code: 2106.8 | hazardous: False | perishable: True | temperature_controlled: True | fragile: False | weight_per_unit: 778.31 | supplier_name: Nova Suppliers
product_id: 9976adae-2d19-4c3f-8a12-cc5664ca82fa | product_name: Textiles SKU-12722 | category: Textiles | hs_code: 6204.43 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 621.63 | supplier_name: Summit Suppliers
product_id: c8a2a49f-5046-4739-99fd-9da8f888404f | product_name: Pharma SKU-12723 | category: Pharma | hs_code: 3004.9 | hazardous: False | perishable: False | temperature_controlled: True | fragile: False | weight_per_unit: 713.48 | supplier_name: Eastern Suppliers
product_id: a676ca78-5a69-4d76-bd68-709770fd5d9c | product_name: Medical Devices SKU-12724 | category: Medical Devices | hs_code: 9018.2 | hazardous: False | perishable: False | temperature_controlled: True | fragile: False | weight_per_unit: 341.42 | supplier_name: Pacific Suppliers
product_id: 65ae70a7-a9bb-4c6c-9d7c-40a67653dba4 | product_name: Food SKU-12725 | category: Food | hs_code: 2106.89 | hazardous: False | perishable: False | temperature_controlled: True | fragile: False | weight_per_unit: 166.33 | supplier_name: Nova Suppliers
product_id: bcf49ba4-2c3b-481d-a49c-2b349f1fa169 | product_name: Furniture SKU-12726 | category: Furniture | hs_code: 9403.19 | hazardous: False | perishable: False | temperature_controlled: False | fragile: True | weight_per_unit: 653.38 | supplier_name: Eastern Suppliers
product_id: 92f72eb5-4c19-4ebf-84cd-7db4d7fb4483 | product_name: Pharma SKU-12727 | category: Pharma | hs_code: 3004.72 | hazardous: False | perishable: False | temperature_controlled: True | fragile: False | weight_per_unit: 55.74 | supplier_name: Eastern Suppliers
product_id: 104d0eb1-a8ad-4bb5-9f38-78d671c49703 | product_name: Consumer Goods SKU-12728 | category: Consumer Goods | hs_code: 3926.75 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 326.78 | supplier_name: Summit Suppliers
product_id: 9f6a7b65-25c0-4ca5-9656-7a34148688db | product_name: Chemicals SKU-12729 | category: Chemicals | hs_code: 3824.35 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 638.67 | supplier_name: Nova Suppliers
product_id: 6ae60818-1382-4638-b16f-e3067692f171 | product_name: Textiles SKU-12730 | category: Textiles | hs_code: 6204.26 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 713.78 | supplier_name: Pacific Suppliers
product_id: 0ea7a4b1-ea4d-4645-8fa1-8a7cd2aec8ec | product_name: Electronics SKU-12731 | category: Electronics | hs_code: 8517.14 | hazardous: False | perishable: False | temperature_controlled: False | fragile: True | weight_per_unit: 427.52 | supplier_name: Pacific Suppliers
product_id: 30efe42f-90c3-4f7f-88d3-7e1455e17a06 | product_name: Medical Devices SKU-12732 | category: Medical Devices | hs_code: 9018.27 | hazardous: False | perishable: False | temperature_controlled: True | fragile: False | weight_per_unit: 510.01 | supplier_name: Nova Suppliers
product_id: 157943bf-2ed2-4687-b3f3-de682f74176d | product_name: Consumer Goods SKU-12733 | category: Consumer Goods | hs_code: 3926.13 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 413.44 | supplier_name: Eastern Suppliers
product_id: a886c0e9-ee4e-4e92-9fd4-8b280ae120e5 | product_name: Food SKU-12734 | category: Food | hs_code: 2106.19 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 830.18 | supplier_name: Unity Suppliers
product_id: 2914ac43-fe97-4abc-86a4-b2ae646ec153 | product_name: Pharma SKU-12735 | category: Pharma | hs_code: 3004.9 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 399.44 | supplier_name: Nova Suppliers
product_id: 59939904-2d9b-4ce2-ab8c-37cecf83c414 | product_name: Automotive Parts SKU-12736 | category: Automotive Parts | hs_code: 8708.88 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 662.82 | supplier_name: Summit Suppliers
product_id: 5cf78702-a155-4fb4-aaa3-31d566b2b6f9 | product_name: Chemicals SKU-12737 | category: Chemicals | hs_code: 3824.87 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 197.57 | supplier_name: Nova Suppliers
product_id: 341dee1f-45ee-45e3-8d27-bb3e19eb3539 | product_name: Electronics SKU-12738 | category: Electronics | hs_code: 8517.59 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 504.69 | supplier_name: Metro Suppliers
product_id: 55f38361-1217-430a-a6f2-7184f76ccc2a | product_name: Automotive Parts SKU-12739 | category: Automotive Parts | hs_code: 8708.5 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 367.13 | supplier_name: Eastern Suppliers
product_id: 04fb981f-e1b9-401f-b582-2bbd5b532272 | product_name: Food SKU-12740 | category: Food | hs_code: 2106.25 | hazardous: False | perishable: False | temperature_controlled: True | fragile: False | weight_per_unit: 483.62 | supplier_name: Nova Suppliers
product_id: b56fc503-eae2-455b-b0a5-16a94922ca1f | product_name: Furniture SKU-12741 | category: Furniture | hs_code: 9403.92 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 656.57 | supplier_name: Pacific Suppliers
product_id: 62bde116-0c8b-4a0a-b3e6-0c99d0b0957b | product_name: Medical Devices SKU-12742 | category: Medical Devices | hs_code: 9018.69 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 374.59 | supplier_name: Metro Suppliers
product_id: 4f3a0283-56a6-4a2b-852c-d42c845402e1 | product_name: Electronics SKU-12743 | category: Electronics | hs_code: 8517.57 | hazardous: False | perishable: False | temperature_controlled: False | fragile: True | weight_per_unit: 456.34 | supplier_name: Unity Suppliers
product_id: 1afee91a-4aa1-4e82-ad1b-99f3e04a404a | product_name: Chemicals SKU-12744 | category: Chemicals | hs_code: 3824.11 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 607.42 | supplier_name: Eastern Suppliers
product_id: c2b24786-b1f9-4530-a727-ceb9ee139fd8 | product_name: Furniture SKU-12745 | category: Furniture | hs_code: 9403.37 | hazardous: False | perishable: False | temperature_controlled: False | fragile: True | weight_per_unit: 569.14 | supplier_name: Nova Suppliers
product_id: 4f747464-4ec0-4b30-832b-808b4f606b4b | product_name: Machinery SKU-12746 | category: Machinery | hs_code: 8479.46 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 339.19 | supplier_name: Eastern Suppliers
product_id: 42d751cc-8ebc-4693-ae50-a34f6ad5e8b8 | product_name: Chemicals SKU-12747 | category: Chemicals | hs_code: 3824.13 | hazardous: True | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 632.97 | supplier_name: Summit Suppliers
product_id: edcea7af-8df0-4ff7-8964-dc5d226f16f5 | product_name: Pharma SKU-12748 | category: Pharma | hs_code: 3004.64 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 711.36 | supplier_name: Unity Suppliers
product_id: 2ebda0d2-04b3-4f9e-900c-ca7d6a4023c2 | product_name: Consumer Goods SKU-12749 | category: Consumer Goods | hs_code: 3926.98 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 695.17 | supplier_name: Nova Suppliers
product_id: 8ffa1858-9c2b-465c-a45a-c3acd8ec107f | product_name: Chemicals SKU-12750 | category: Chemicals | hs_code: 3824.81 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 106.85 | supplier_name: Eastern Suppliers
product_id: 03ea832d-b0fc-4c55-b679-d101425b4c9f | product_name: Automotive Parts SKU-12751 | category: Automotive Parts | hs_code: 8708.69 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 660.28 | supplier_name: Summit Suppliers
product_id: c4595283-7a84-4f67-aef8-75ddb15dc9b3 | product_name: Textiles SKU-12752 | category: Textiles | hs_code: 6204.19 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 427.5 | supplier_name: Unity Suppliers
product_id: 5656904f-cc7f-4b6f-b8ed-32ae6632722e | product_name: Electronics SKU-12753 | category: Electronics | hs_code: 8517.91 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 453.97 | supplier_name: Eastern Suppliers
product_id: c22b8060-fb44-4069-912a-c9137174df25 | product_name: Machinery SKU-12754 | category: Machinery | hs_code: 8479.84 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 577.5 | supplier_name: Metro Suppliers
product_id: 4a355686-c4d3-4b2b-a3cc-bf0360630490 | product_name: Furniture SKU-12755 | category: Furniture | hs_code: 9403.13 | hazardous: False | perishable: False | temperature_controlled: False | fragile: True | weight_per_unit: 110.3 | supplier_name: Nova Suppliers
product_id: 26a031a8-1b8d-4b07-81c6-dd310d07d840 | product_name: Furniture SKU-12756 | category: Furniture | hs_code: 9403.67 | hazardous: False | perishable: False | temperature_controlled: False | fragile: True | weight_per_unit: 645.11 | supplier_name: Summit Suppliers
product_id: b6e42c1c-d7db-4acb-bd9f-037a041ad84d | product_name: Automotive Parts SKU-12757 | category: Automotive Parts | hs_code: 8708.76 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 737.67 | supplier_name: Pacific Suppliers
product_id: 1bcad3d7-0c5b-431e-a9f1-c652ca26217c | product_name: Electronics SKU-12758 | category: Electronics | hs_code: 8517.79 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 807.15 | supplier_name: Unity Suppliers
product_id: ee0d5107-1e35-461a-aaab-533b70f69402 | product_name: Electronics SKU-12759 | category: Electronics | hs_code: 8517.24 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 638.77 | supplier_name: Metro Suppliers
product_id: 74b1b7ec-b65e-4366-a0ae-48527d3ba4ee | product_name: Consumer Goods SKU-12760 | category: Consumer Goods | hs_code: 3926.52 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 120.43 | supplier_name: Unity Suppliers
product_id: c0c861da-0dcd-4eca-b662-82a84a09ad62 | product_name: Machinery SKU-12761 | category: Machinery | hs_code: 8479.76 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 362.26 | supplier_name: Pacific Suppliers
product_id: 86c382f0-12d6-4947-9928-1e79998bde9e | product_name: Machinery SKU-12762 | category: Machinery | hs_code: 8479.47 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 64.23 | supplier_name: Unity Suppliers
product_id: fd645a9a-6226-49dc-8cab-af157dd0d6ea | product_name: Food SKU-12763 | category: Food | hs_code: 2106.66 | hazardous: False | perishable: True | temperature_controlled: True | fragile: False | weight_per_unit: 755.87 | supplier_name: Nova Suppliers
product_id: c23fd601-4abe-4214-8c59-3ec39a4616f1 | product_name: Electronics SKU-12764 | category: Electronics | hs_code: 8517.91 | hazardous: False | perishable: False | temperature_controlled: False | fragile: True | weight_per_unit: 234.2 | supplier_name: Pacific Suppliers
product_id: dda9d34d-08ad-4655-8d6a-e2e51ba2b829 | product_name: Food SKU-12765 | category: Food | hs_code: 2106.32 | hazardous: False | perishable: False | temperature_controlled: True | fragile: False | weight_per_unit: 130.8 | supplier_name: Unity Suppliers
product_id: 4130199d-c908-42a3-b752-4c8cb8748958 | product_name: Automotive Parts SKU-12766 | category: Automotive Parts | hs_code: 8708.94 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 579.22 | supplier_name: Pacific Suppliers
product_id: b0b89cac-91ef-434d-89f9-acb2286ddab2 | product_name: Consumer Goods SKU-12767 | category: Consumer Goods | hs_code: 3926.16 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 288.1 | supplier_name: Summit Suppliers
product_id: a4cf9f2f-076c-4aa9-b4c7-753e0b867775 | product_name: Automotive Parts SKU-12768 | category: Automotive Parts | hs_code: 8708.88 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 241.46 | supplier_name: Summit Suppliers
product_id: cc9b6e58-26ab-411a-b529-304ea56a435b | product_name: Machinery SKU-12769 | category: Machinery | hs_code: 8479.93 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 771.66 | supplier_name: Pacific Suppliers
product_id: 1fb4a726-b0b7-4d9b-ba95-c57513c81de2 | product_name: Chemicals SKU-12770 | category: Chemicals | hs_code: 3824.8 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 513.03 | supplier_name: Metro Suppliers
product_id: a04cae78-eb87-4503-bda0-4633563b354c | product_name: Pharma SKU-12771 | category: Pharma | hs_code: 3004.63 | hazardous: False | perishable: False | temperature_controlled: True | fragile: False | weight_per_unit: 321.5 | supplier_name: Metro Suppliers
product_id: 31f2bf7f-f257-44fe-98d4-427c0c456706 | product_name: Automotive Parts SKU-12772 | category: Automotive Parts | hs_code: 8708.11 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 204.83 | supplier_name: Nova Suppliers
