Sheet Name: Warehouses

warehouse_id: 990fca17-5717-4846-9322-f136d8bf02f2 | warehouse_name: Kolkata Distribution Center 1 | city: Kolkata | state: Telangana | warehouse_capacity: 41441 | current_utilization: 85.09 | warehouse_type: Regional
warehouse_id: 7205d18e-2e91-4a32-9b78-609bd8587faa | warehouse_name: Seoul Distribution Center 2109 | city: Seoul | state: Seoul | warehouse_capacity: 10091 | current_utilization: 75.39 | warehouse_type: Regional
warehouse_id: 7466ee48-7620-4a46-9b6f-7ce957dc21c2 | warehouse_name: Seoul Regional Hub 2110 | city: Seoul | state: Seoul | warehouse_capacity: 19162 | current_utilization: 58.23 | warehouse_type: Distribution
warehouse_id: 02c9be81-e9a9-4744-b43d-5a4181a3f40c | warehouse_name: Shenzhen Distribution Center 2111 | city: Shenzhen | state: Shenzhen | warehouse_capacity: 35651 | current_utilization: 68.8 | warehouse_type: Regional
warehouse_id: 9b36f644-e49e-4939-adcc-4c5550eccef0 | warehouse_name: Seoul Bonded Warehouse 2112 | city: Seoul | state: Seoul | warehouse_capacity: 55808 | current_utilization: 60.35 | warehouse_type: Distribution
warehouse_id: 71acd248-a125-4086-8504-68d9c475d59c | warehouse_name: Sharjah Bonded Warehouse 2113 | city: Sharjah | state: Sharjah | warehouse_capacity: 11117 | current_utilization: 81.51 | warehouse_type: Bonded
warehouse_id: d913a7ee-5906-4657-a2ac-ef8af154af73 | warehouse_name: London Fulfilment Center 2114 | city: London | state: London | warehouse_capacity: 64853 | current_utilization: 84.0 | warehouse_type: Bonded
warehouse_id: f8bd56ce-fc6d-44bf-b1bb-39ccc7452287 | warehouse_name: Busan Fulfilment Center 2115 | city: Busan | state: Busan | warehouse_capacity: 54020 | current_utilization: 82.0 | warehouse_type: Distribution
warehouse_id: 84f02fe5-db41-4727-9c49-89247086588a | warehouse_name: London Fulfilment Center 2116 | city: London | state: London | warehouse_capacity: 32002 | current_utilization: 58.52 | warehouse_type: Distribution
warehouse_id: 0dec3a3a-3241-4bf0-b3fc-491ebee1e53d | warehouse_name: Frankfurt Bonded Warehouse 2117 | city: Frankfurt | state: Frankfurt | warehouse_capacity: 58764 | current_utilization: 75.88 | warehouse_type: Distribution
warehouse_id: 40137954-d0c7-477b-8cf4-c19bde47ca41 | warehouse_name: Sharjah Fulfilment Center 2118 | city: Sharjah | state: Sharjah | warehouse_capacity: 103003 | current_utilization: 93.57 | warehouse_type: Distribution
warehouse_id: 0317c224-d535-4d7d-a094-3ce21cc5be3d | warehouse_name: Seoul Regional Hub 2119 | city: Seoul | state: Seoul | warehouse_capacity: 74676 | current_utilization: 74.47 | warehouse_type: Regional
warehouse_id: 19e2cf64-9f2a-4ca8-8d9b-0221fcfafe31 | warehouse_name: Seoul Fulfilment Center 2120 | city: Seoul | state: Seoul | warehouse_capacity: 7762 | current_utilization: 86.9 | warehouse_type: Bonded
warehouse_id: 41e22faa-16da-434b-924f-4c6a26ac3a08 | warehouse_name: Osaka Regional Hub 2121 | city: Osaka | state: Osaka | warehouse_capacity: 62213 | current_utilization: 68.61 | warehouse_type: Regional
warehouse_id: 4b4ef1d2-cdb2-4d99-9000-9efdfe645110 | warehouse_name: Manchester Fulfilment Center 2122 | city: Manchester | state: Manchester | warehouse_capacity: 83843 | current_utilization: 67.36 | warehouse_type: Distribution
warehouse_id: 679de5f3-7415-4f8e-a6ec-ebc6172e2c75 | warehouse_name: Abu Dhabi Distribution Center 2123 | city: Abu Dhabi | state: Abu Dhabi | warehouse_capacity: 73320 | current_utilization: 72.7 | warehouse_type: Regional
warehouse_id: abb9012d-8db0-4b83-892a-c1d88d3998a6 | warehouse_name: Rotterdam Distribution Center 2124 | city: Rotterdam | state: Rotterdam | warehouse_capacity: 75841 | current_utilization: 74.95 | warehouse_type: Distribution
warehouse_id: bd72e0c3-d8e8-487c-ba9c-5f0ef2d1ebb2 | warehouse_name: Shanghai Bonded Warehouse 2125 | city: Shanghai | state: Shanghai | warehouse_capacity: 113332 | current_utilization: 80.21 | warehouse_type: Bonded
warehouse_id: 2cb4bbf4-6346-4d1e-aae7-2587e3bcbe5f | warehouse_name: Houston Bonded Warehouse 2126 | city: Houston | state: Houston | warehouse_capacity: 16886 | current_utilization: 73.73 | warehouse_type: Distribution
warehouse_id: 2446df76-7f95-4fa1-a7cc-b51b6f4cedd0 | warehouse_name: Bengaluru Fulfilment Center 2127 | city: Bengaluru | state: Karnataka | warehouse_capacity: 64134 | current_utilization: 89.6 | warehouse_type: Distribution
warehouse_id: d803acd0-04f7-4016-a6a2-8efc2d812d45 | warehouse_name: Amsterdam Fulfilment Center 2128 | city: Amsterdam | state: Amsterdam | warehouse_capacity: 33596 | current_utilization: 55.41 | warehouse_type: Distribution
warehouse_id: 36c8d757-922f-46ec-944f-9ab39f33a375 | warehouse_name: Dubai Regional Hub 2129 | city: Dubai | state: Dubai | warehouse_capacity: 16041 | current_utilization: 85.06 | warehouse_type: Distribution
warehouse_id: d51f259e-eb7c-4220-a876-7436300404ef | warehouse_name: Amsterdam Fulfilment Center 2130 | city: Amsterdam | state: Amsterdam | warehouse_capacity: 51297 | current_utilization: 86.34 | warehouse_type: Distribution
warehouse_id: 0eea9e1b-6a58-4f94-aba6-c78c8ed00e5f | warehouse_name: Shanghai Bonded Warehouse 2131 | city: Shanghai | state: Shanghai | warehouse_capacity: 58194 | current_utilization: 74.07 | warehouse_type: Distribution
warehouse_id: 84824c46-fce6-4ef3-8e3e-96e6dceb53e4 | warehouse_name: Abu Dhabi Distribution Center 2132 | city: Abu Dhabi | state: Abu Dhabi | warehouse_capacity: 30533 | current_utilization: 79.09 | warehouse_type: Distribution
warehouse_id: 3469d15c-6b9b-4504-9ccd-8ff4dbd80de0 | warehouse_name: Guangzhou Regional Hub 2133 | city: Guangzhou | state: Guangzhou | warehouse_capacity: 35006 | current_utilization: 72.76 | warehouse_type: Distribution
warehouse_id: 32b71d14-ebcd-429e-a503-e8cc53ef1ef3 | warehouse_name: Manchester Bonded Warehouse 2134 | city: Manchester | state: Manchester | warehouse_capacity: 63420 | current_utilization: 89.05 | warehouse_type: Distribution
warehouse_id: 23ee472b-0712-469d-abe0-05517ebe2905 | warehouse_name: Ahmedabad Fulfilment Center 2135 | city: Ahmedabad | state: Gujarat | warehouse_capacity: 85465 | current_utilization: 52.79 | warehouse_type: Distribution
warehouse_id: f4172955-90b9-4a25-8abd-4194f22a5495 | warehouse_name: Frankfurt Distribution Center 2136 | city: Frankfurt | state: Frankfurt | warehouse_capacity: 55936 | current_utilization: 67.38 | warehouse_type: Distribution
warehouse_id: 3f54f2a5-becc-4d7c-8003-eff17e1115c5 | warehouse_name: Abu Dhabi Regional Hub 2137 | city: Abu Dhabi | state: Abu Dhabi | warehouse_capacity: 6362 | current_utilization: 82.68 | warehouse_type: Regional
warehouse_id: 813c7df5-408e-4f27-95eb-d738cd8f9cc5 | warehouse_name: Singapore Regional Hub 2138 | city: Singapore | state: Singapore | warehouse_capacity: 74124 | current_utilization: 74.79 | warehouse_type: Distribution
warehouse_id: 45a50407-64bb-4f95-8437-9284bbc6b502 | warehouse_name: Amsterdam Regional Hub 2139 | city: Amsterdam | state: Amsterdam | warehouse_capacity: 89465 | current_utilization: 75.87 | warehouse_type: Bonded
warehouse_id: 63bf4ffb-8f6c-4e35-8823-347ca28dd30d | warehouse_name: London Bonded Warehouse 2140 | city: London | state: London | warehouse_capacity: 116247 | current_utilization: 61.81 | warehouse_type: Distribution
warehouse_id: 08edce82-a8d0-4adb-a3b0-f34a2af4c346 | warehouse_name: Bremen Bonded Warehouse 2141 | city: Bremen | state: Bremen | warehouse_capacity: 112000 | current_utilization: 80.36 | warehouse_type: Bonded
warehouse_id: 2f48e9f8-6fc5-421f-95d2-ef7a325507a1 | warehouse_name: Osaka Distribution Center 2142 | city: Osaka | state: Osaka | warehouse_capacity: 112186 | current_utilization: 71.65 | warehouse_type: Distribution
warehouse_id: 0606c995-7080-4bb5-8427-d8f2cf8fe65f | warehouse_name: Abu Dhabi Regional Hub 2143 | city: Abu Dhabi | state: Abu Dhabi | warehouse_capacity: 71622 | current_utilization: 71.2 | warehouse_type: Distribution
warehouse_id: 69bb6630-9e62-4f93-bc02-91c698048edb | warehouse_name: London Regional Hub 2144 | city: London | state: London | warehouse_capacity: 53150 | current_utilization: 80.6 | warehouse_type: Distribution
warehouse_id: 37f41442-4168-48e4-922c-6b958906bb1e | warehouse_name: Ningbo Distribution Center 2145 | city: Ningbo | state: Ningbo | warehouse_capacity: 68797 | current_utilization: 47.35 | warehouse_type: Distribution
warehouse_id: 5770f197-b331-4541-b3a3-2ca061fa7d80 | warehouse_name: Shenzhen Bonded Warehouse 2146 | city: Shenzhen | state: Shenzhen | warehouse_capacity: 65313 | current_utilization: 59.12 | warehouse_type: Regional
warehouse_id: e019e38a-085e-40ef-9c1f-99720db7a46a | warehouse_name: Singapore Bonded Warehouse 2147 | city: Singapore | state: Singapore | warehouse_capacity: 55220 | current_utilization: 71.61 | warehouse_type: Bonded
warehouse_id: 7886b943-7a01-4941-9518-9e9c0013b1ce | warehouse_name: Frankfurt Distribution Center 2148 | city: Frankfurt | state: Frankfurt | warehouse_capacity: 91508 | current_utilization: 77.46 | warehouse_type: Regional
warehouse_id: ca5e53ae-f2ed-42fb-8f78-59807a08541b | warehouse_name: Manchester Regional Hub 2149 | city: Manchester | state: Manchester | warehouse_capacity: 107286 | current_utilization: 95.89 | warehouse_type: Distribution
warehouse_id: 687fa23d-6da0-49d0-aa60-981c5a8ef3cd | warehouse_name: Yokohama Fulfilment Center 2150 | city: Yokohama | state: Yokohama | warehouse_capacity: 39332 | current_utilization: 58.8 | warehouse_type: Distribution
warehouse_id: 424791d7-9774-4c0e-aa7e-927f025c5a8b | warehouse_name: Amsterdam Bonded Warehouse 2151 | city: Amsterdam | state: Amsterdam | warehouse_capacity: 78779 | current_utilization: 83.94 | warehouse_type: Distribution
warehouse_id: 2aeded7e-689d-403d-8a58-09c9eef14891 | warehouse_name: Manchester Regional Hub 2152 | city: Manchester | state: Manchester | warehouse_capacity: 99519 | current_utilization: 68.43 | warehouse_type: Bonded
warehouse_id: 22f30b82-75a1-4358-8dcc-c6ddaa575ea6 | warehouse_name: Shenzhen Distribution Center 2153 | city: Shenzhen | state: Shenzhen | warehouse_capacity: 89914 | current_utilization: 67.79 | warehouse_type: Regional
warehouse_id: 287d9ab5-eccf-4f16-b467-b168676b1311 | warehouse_name: Houston Distribution Center 2154 | city: Houston | state: Houston | warehouse_capacity: 22718 | current_utilization: 41.04 | warehouse_type: Regional
warehouse_id: a6277e43-d072-45d1-ae1c-5dd2dcde0816 | warehouse_name: Bremen Fulfilment Center 2155 | city: Bremen | state: Bremen | warehouse_capacity: 74330 | current_utilization: 96.07 | warehouse_type: Regional
warehouse_id: d6902624-26b7-4f33-a1e2-a2022f1b323d | warehouse_name: Singapore Regional Hub 2156 | city: Singapore | state: Singapore | warehouse_capacity: 72312 | current_utilization: 90.24 | warehouse_type: Distribution
warehouse_id: 1f0b09e7-0b8d-447d-9285-edf4e5e1e950 | warehouse_name: Los Angeles Fulfilment Center 2157 | city: Los Angeles | state: Los Angeles | warehouse_capacity: 28291 | current_utilization: 74.19 | warehouse_type: Bonded
warehouse_id: edfd4700-f1c0-458f-b57b-4893edbba68a | warehouse_name: Bremen Fulfilment Center 2158 | city: Bremen | state: Bremen | warehouse_capacity: 48762 | current_utilization: 38.82 | warehouse_type: Distribution
warehouse_id: 0837d87c-b23d-451f-8e2b-4c9769960b3e | warehouse_name: Dubai Regional Hub 2159 | city: Dubai | state: Dubai | warehouse_capacity: 115501 | current_utilization: 84.62 | warehouse_type: Regional
warehouse_id: 1863d1e5-0901-4942-b2bf-9c547845f4d6 | warehouse_name: Hamburg Distribution Center 2160 | city: Hamburg | state: Hamburg | warehouse_capacity: 5976 | current_utilization: 84.03 | warehouse_type: Distribution
warehouse_id: 6f39aebf-c8d1-4aa4-bc92-85ae18412cf0 | warehouse_name: Incheon Fulfilment Center 2161 | city: Incheon | state: Incheon | warehouse_capacity: 102821 | current_utilization: 60.7 | warehouse_type: Regional
warehouse_id: bdfd97a8-6464-4417-94dc-a31bf0f38ed9 | warehouse_name: Seoul Distribution Center 2162 | city: Seoul | state: Seoul | warehouse_capacity: 40819 | current_utilization: 72.17 | warehouse_type: Distribution
warehouse_id: c3119d96-1a0b-4be2-bc6b-0aa9212da618 | warehouse_name: Frankfurt Regional Hub 2163 | city: Frankfurt | state: Frankfurt | warehouse_capacity: 68518 | current_utilization: 58.6 | warehouse_type: Distribution
warehouse_id: 58543a35-4576-48f4-87d8-eb9ed8ff5520 | warehouse_name: Amsterdam Bonded Warehouse 2164 | city: Amsterdam | state: Amsterdam | warehouse_capacity: 84889 | current_utilization: 44.32 | warehouse_type: Regional
warehouse_id: c422ea69-4254-4fc0-a6d3-7eb147b4b7c6 | warehouse_name: Bremen Distribution Center 2165 | city: Bremen | state: Bremen | warehouse_capacity: 43699 | current_utilization: 74.19 | warehouse_type: Bonded
warehouse_id: 1795b099-9140-4f5f-9625-6096cad9d68b | warehouse_name: Tokyo Regional Hub 2166 | city: Tokyo | state: Tokyo | warehouse_capacity: 117336 | current_utilization: 66.64 | warehouse_type: Bonded
warehouse_id: b9406489-4621-49a7-81ad-4795c5c5c31a | warehouse_name: Osaka Bonded Warehouse 2167 | city: Osaka | state: Osaka | warehouse_capacity: 54046 | current_utilization: 66.9 | warehouse_type: Distribution
warehouse_id: 1d3afd47-508a-4af9-adbe-8a9fb785781e | warehouse_name: Felixstowe Bonded Warehouse 2168 | city: Felixstowe | state: Felixstowe | warehouse_capacity: 25643 | current_utilization: 59.53 | warehouse_type: Regional
warehouse_id: 9c1b26b7-42da-4846-a1c7-c698215065f3 | warehouse_name: Yokohama Bonded Warehouse 2169 | city: Yokohama | state: Yokohama | warehouse_capacity: 67464 | current_utilization: 80.79 | warehouse_type: Distribution
warehouse_id: a105ae2e-b4a0-4c68-a834-487ed5a791a6 | warehouse_name: Singapore Regional Hub 2170 | city: Singapore | state: Singapore | warehouse_capacity: 91041 | current_utilization: 60.96 | warehouse_type: Distribution
warehouse_id: fe9559a6-7b51-4b05-9d5e-b63587a7c286 | warehouse_name: Dubai Distribution Center 2171 | city: Dubai | state: Dubai | warehouse_capacity: 84805 | current_utilization: 71.54 | warehouse_type: Distribution
warehouse_id: 411362b0-534d-434e-b306-331fd4c2cf3d | warehouse_name: Yokohama Bonded Warehouse 2172 | city: Yokohama | state: Yokohama | warehouse_capacity: 26054 | current_utilization: 69.88 | warehouse_type: Distribution
warehouse_id: aa1d31a5-daab-4efc-b4c7-b7fa502a89a0 | warehouse_name: Singapore Distribution Center 2173 | city: Singapore | state: Singapore | warehouse_capacity: 59547 | current_utilization: 48.88 | warehouse_type: Distribution
warehouse_id: f1af9603-afac-4e5f-bf80-a0dc26d01934 | warehouse_name: Rotterdam Distribution Center 2174 | city: Rotterdam | state: Rotterdam | warehouse_capacity: 46005 | current_utilization: 67.34 | warehouse_type: Distribution
warehouse_id: 8ad81b87-8955-40bc-82d0-ca08098ae551 | warehouse_name: Busan Bonded Warehouse 2175 | city: Busan | state: Busan | warehouse_capacity: 93901 | current_utilization: 62.28 | warehouse_type: Regional
warehouse_id: 4e5c73f9-f28b-4365-8c7f-98887b68c504 | warehouse_name: Los Angeles Bonded Warehouse 2176 | city: Los Angeles | state: Los Angeles | warehouse_capacity: 47881 | current_utilization: 73.29 | warehouse_type: Regional
warehouse_id: 92e10c37-6740-44cf-a58c-561d5c0d0375 | warehouse_name: Incheon Distribution Center 2177 | city: Incheon | state: Incheon | warehouse_capacity: 43152 | current_utilization: 57.23 | warehouse_type: Distribution
warehouse_id: cdfb1426-b96e-443d-80f7-c972ca8cc3d2 | warehouse_name: Ningbo Regional Hub 2178 | city: Ningbo | state: Ningbo | warehouse_capacity: 65040 | current_utilization: 62.4 | warehouse_type: Regional
warehouse_id: fcda1d53-66c1-4d72-aff8-1daedb27803a | warehouse_name: Bremen Fulfilment Center 2179 | city: Bremen | state: Bremen | warehouse_capacity: 78041 | current_utilization: 71.48 | warehouse_type: Distribution
warehouse_id: 71a6a723-6ba2-4949-8b8d-669528999878 | warehouse_name: Manchester Regional Hub 2180 | city: Manchester | state: Manchester | warehouse_capacity: 87282 | current_utilization: 67.07 | warehouse_type: Distribution
warehouse_id: b6ee70f6-eb07-4c23-84d3-7ef5b44c9e15 | warehouse_name: Mumbai Regional Hub 2181 | city: Mumbai | state: Karnataka | warehouse_capacity: 76540 | current_utilization: 88.07 | warehouse_type: Regional
warehouse_id: fcf4995a-1780-47e8-a62a-11da7d2e174b | warehouse_name: Bremen Fulfilment Center 2182 | city: Bremen | state: Bremen | warehouse_capacity: 54206 | current_utilization: 61.32 | warehouse_type: Distribution
warehouse_id: c7ee33a4-7d1f-4e28-8751-f3786c1abc07 | warehouse_name: Manchester Distribution Center 2183 | city: Manchester | state: Manchester | warehouse_capacity: 76860 | current_utilization: 96.13 | warehouse_type: Bonded
warehouse_id: b579973e-955c-4361-833e-df61ec13bbb7 | warehouse_name: Incheon Fulfilment Center 2184 | city: Incheon | state: Incheon | warehouse_capacity: 63294 | current_utilization: 61.55 | warehouse_type: Distribution
warehouse_id: 1e6814e5-bc51-4ec0-a616-e9bd20ca59ac | warehouse_name: Shanghai Bonded Warehouse 2185 | city: Shanghai | state: Shanghai | warehouse_capacity: 84179 | current_utilization: 83.3 | warehouse_type: Regional
warehouse_id: 5cc3b4dd-dced-478e-8457-bd24e8ec8361 | warehouse_name: Abu Dhabi Regional Hub 2186 | city: Abu Dhabi | state: Abu Dhabi | warehouse_capacity: 8862 | current_utilization: 81.24 | warehouse_type: Bonded
warehouse_id: f31d2664-3ccb-48b8-a66a-a2f4aad0dad8 | warehouse_name: Sharjah Bonded Warehouse 2187 | city: Sharjah | state: Sharjah | warehouse_capacity: 27658 | current_utilization: 71.09 | warehouse_type: Regional
warehouse_id: 13c1d0c4-6111-43d4-ab9f-b70646b832b6 | warehouse_name: London Bonded Warehouse 2188 | city: London | state: London | warehouse_capacity: 40716 | current_utilization: 50.49 | warehouse_type: Distribution
warehouse_id: 333fe397-f8b9-4718-9e72-acd75f055033 | warehouse_name: Incheon Distribution Center 2189 | city: Incheon | state: Incheon | warehouse_capacity: 49208 | current_utilization: 73.08 | warehouse_type: Distribution
warehouse_id: 86fb4af5-db04-483a-acbf-473f97ae45b1 | warehouse_name: Singapore Regional Hub 2190 | city: Singapore | state: Singapore | warehouse_capacity: 26038 | current_utilization: 85.38 | warehouse_type: Regional
warehouse_id: 7429b7be-798c-468e-a9d4-d34f801ea557 | warehouse_name: Bremen Regional Hub 2191 | city: Bremen | state: Bremen | warehouse_capacity: 8480 | current_utilization: 73.63 | warehouse_type: Distribution
warehouse_id: ba767f45-e259-49c3-88b7-b3a8e40663ed | warehouse_name: Chennai Fulfilment Center 2192 | city: Chennai | state: Delhi | warehouse_capacity: 19464 | current_utilization: 85.8 | warehouse_type: Bonded
warehouse_id: f1e52b1b-91da-43d8-bbda-7a8a61a51f2f | warehouse_name: Guangzhou Bonded Warehouse 2193 | city: Guangzhou | state: Guangzhou | warehouse_capacity: 115589 | current_utilization: 68.41 | warehouse_type: Distribution
warehouse_id: 8a78cfa4-9175-4436-839c-1f4bc47c64d5 | warehouse_name: Singapore Distribution Center 2194 | city: Singapore | state: Singapore | warehouse_capacity: 35603 | current_utilization: 69.42 | warehouse_type: Distribution
warehouse_id: eecfc16c-8676-4c00-a9f0-0aaad7a9a713 | warehouse_name: Seoul Regional Hub 2195 | city: Seoul | state: Seoul | warehouse_capacity: 21072 | current_utilization: 58.06 | warehouse_type: Distribution
warehouse_id: 8913bc52-90a8-4f94-8c2f-f0a9daafc3a1 | warehouse_name: Sharjah Regional Hub 2196 | city: Sharjah | state: Sharjah | warehouse_capacity: 56055 | current_utilization: 71.07 | warehouse_type: Distribution
warehouse_id: b95482a5-81a1-4d68-8abf-3ce97ef70e23 | warehouse_name: Delhi Regional Hub 2197 | city: Delhi | state: Telangana | warehouse_capacity: 15529 | current_utilization: 69.29 | warehouse_type: Distribution
warehouse_id: 65573e13-8127-4cf1-a60c-3c7b83798834 | warehouse_name: New York Distribution Center 2198 | city: New York | state: New York | warehouse_capacity: 23150 | current_utilization: 56.19 | warehouse_type: Distribution
warehouse_id: 3fc5688f-ca35-4eb7-9cac-df82196d95e8 | warehouse_name: New York Regional Hub 2199 | city: New York | state: New York | warehouse_capacity: 29377 | current_utilization: 68.54 | warehouse_type: Distribution
warehouse_id: c04aeb15-ac04-45a3-9021-0ee622c2cc04 | warehouse_name: Bremen Distribution Center 2200 | city: Bremen | state: Bremen | warehouse_capacity: 118124 | current_utilization: 96.5 | warehouse_type: Distribution
warehouse_id: c3bbaec5-1f91-4aba-9aa2-e063182c22a6 | warehouse_name: Frankfurt Regional Hub 2201 | city: Frankfurt | state: Frankfurt | warehouse_capacity: 27266 | current_utilization: 77.88 | warehouse_type: Distribution
warehouse_id: e412bd01-8687-42e8-a674-705ab3a466a2 | warehouse_name: London Fulfilment Center 2202 | city: London | state: London | warehouse_capacity: 35218 | current_utilization: 67.47 | warehouse_type: Distribution
warehouse_id: 2f15d4e1-ffdb-417b-9861-7345ba52e46d | warehouse_name: Houston Bonded Warehouse 2203 | city: Houston | state: Houston | warehouse_capacity: 38876 | current_utilization: 59.0 | warehouse_type: Distribution
warehouse_id: 29876d40-8df3-4024-a821-204bfd5da187 | warehouse_name: Singapore Fulfilment Center 2204 | city: Singapore | state: Singapore | warehouse_capacity: 56477 | current_utilization: 95.98 | warehouse_type: Distribution
warehouse_id: a0a6ce5d-8287-4e71-b491-309922ed18e3 | warehouse_name: Bremen Distribution Center 2205 | city: Bremen | state: Bremen | warehouse_capacity: 50766 | current_utilization: 66.17 | warehouse_type: Regional
warehouse_id: 78da0070-0237-4bc7-9c7b-3063904a2d88 | warehouse_name: Amsterdam Regional Hub 2206 | city: Amsterdam | state: Amsterdam | warehouse_capacity: 112142 | current_utilization: 68.42 | warehouse_type: Distribution
warehouse_id: 84d7d433-5181-4ea6-9cd5-11264304ab40 | warehouse_name: Bremen Regional Hub 2207 | city: Bremen | state: Bremen | warehouse_capacity: 37732 | current_utilization: 83.86 | warehouse_type: Bonded
warehouse_id: 9bb29473-2c42-490e-bb4b-0fbe307d3dc5 | warehouse_name: Incheon Distribution Center 2208 | city: Incheon | state: Incheon | warehouse_capacity: 26664 | current_utilization: 75.36 | warehouse_type: Distribution
warehouse_id: ec1208f1-4d03-4764-b522-84507a64b301 | warehouse_name: Shanghai Bonded Warehouse 2209 | city: Shanghai | state: Shanghai | warehouse_capacity: 43427 | current_utilization: 53.25 | warehouse_type: Regional
warehouse_id: d015922c-567b-4405-bef1-8c6741d079e7 | warehouse_name: Singapore Bonded Warehouse 2210 | city: Singapore | state: Singapore | warehouse_capacity: 47998 | current_utilization: 65.56 | warehouse_type: Distribution
warehouse_id: 8e3f08ca-5e1c-4245-a1b0-92efe9d2733d | warehouse_name: Tokyo Bonded Warehouse 2211 | city: Tokyo | state: Tokyo | warehouse_capacity: 13976 | current_utilization: 61.09 | warehouse_type: Distribution
warehouse_id: da83208a-1058-4365-be8e-5a23fc5f9c82 | warehouse_name: Sharjah Regional Hub 2212 | city: Sharjah | state: Sharjah | warehouse_capacity: 34370 | current_utilization: 74.28 | warehouse_type: Bonded
warehouse_id: 2a735724-fd35-49ba-ae7e-b23820aeddf6 | warehouse_name: Los Angeles Fulfilment Center 2213 | city: Los Angeles | state: Los Angeles | warehouse_capacity: 49783 | current_utilization: 80.31 | warehouse_type: Distribution
warehouse_id: d3cc8a34-f4c3-40fb-be81-bf1da9cb6d95 | warehouse_name: Ningbo Distribution Center 2214 | city: Ningbo | state: Ningbo | warehouse_capacity: 9939 | current_utilization: 86.18 | warehouse_type: Regional
warehouse_id: ef8f1c69-3cdc-4180-a063-270fa9dda1cf | warehouse_name: Shanghai Bonded Warehouse 2215 | city: Shanghai | state: Shanghai | warehouse_capacity: 92505 | current_utilization: 77.76 | warehouse_type: Distribution
warehouse_id: 5ead6b8d-c351-4cac-b7c7-ee74b9212317 | warehouse_name: Chicago Bonded Warehouse 2216 | city: Chicago | state: Chicago | warehouse_capacity: 83939 | current_utilization: 93.71 | warehouse_type: Regional
warehouse_id: d4d4fc48-654a-4026-9ba0-aacc187f8600 | warehouse_name: Rotterdam Distribution Center 2217 | city: Rotterdam | state: Rotterdam | warehouse_capacity: 104630 | current_utilization: 51.89 | warehouse_type: Regional
warehouse_id: 933d09a0-ee18-42d2-842c-b966cbdba897 | warehouse_name: Dubai Regional Hub 2218 | city: Dubai | state: Dubai | warehouse_capacity: 68719 | current_utilization: 74.31 | warehouse_type: Distribution
warehouse_id: 8e84adf7-a5ca-40cf-9388-3172c01b15ee | warehouse_name: Seoul Regional Hub 2219 | city: Seoul | state: Seoul | warehouse_capacity: 108500 | current_utilization: 80.25 | warehouse_type: Distribution
warehouse_id: 7feb9fbe-7db0-4f71-a3c9-79da1ecf6b4d | warehouse_name: Felixstowe Fulfilment Center 2220 | city: Felixstowe | state: Felixstowe | warehouse_capacity: 27617 | current_utilization: 70.39 | warehouse_type: Distribution
warehouse_id: 8c75e2b9-7ead-49c0-90cd-50439b05616f | warehouse_name: Tokyo Fulfilment Center 2221 | city: Tokyo | state: Tokyo | warehouse_capacity: 86946 | current_utilization: 82.04 | warehouse_type: Distribution
warehouse_id: 83edf14a-fad4-494b-95c1-1803d30f5337 | warehouse_name: Busan Fulfilment Center 2222 | city: Busan | state: Busan | warehouse_capacity: 86144 | current_utilization: 57.58 | warehouse_type: Distribution
warehouse_id: 9902116f-5170-41b6-a302-f69072401dab | warehouse_name: Ahmedabad Fulfilment Center 2223 | city: Ahmedabad | state: Tamil Nadu | warehouse_capacity: 102996 | current_utilization: 98.0 | warehouse_type: Regional
warehouse_id: 2c1963e0-837f-4627-8605-432644c9e7b1 | warehouse_name: New York Distribution Center 2224 | city: New York | state: New York | warehouse_capacity: 98305 | current_utilization: 83.3 | warehouse_type: Distribution
warehouse_id: 4fb12775-c68f-44f1-a827-f6f3c66c55a0 | warehouse_name: Chicago Distribution Center 2225 | city: Chicago | state: Chicago | warehouse_capacity: 73368 | current_utilization: 89.07 | warehouse_type: Distribution
warehouse_id: 360deb85-cefd-487e-8afe-4b0bfe4c06e2 | warehouse_name: Tokyo Distribution Center 2226 | city: Tokyo | state: Tokyo | warehouse_capacity: 98535 | current_utilization: 63.3 | warehouse_type: Distribution
warehouse_id: 60f507d4-0a2e-416f-ab46-8ed926c1b324 | warehouse_name: London Regional Hub 2227 | city: London | state: London | warehouse_capacity: 101996 | current_utilization: 77.05 | warehouse_type: Distribution
warehouse_id: 67533afd-2dc5-412b-807c-496ac70acb8d | warehouse_name: Abu Dhabi Distribution Center 2228 | city: Abu Dhabi | state: Abu Dhabi | warehouse_capacity: 52522 | current_utilization: 63.95 | warehouse_type: Distribution
warehouse_id: 10a2c30d-a0a2-4bad-8378-287af90a5c72 | warehouse_name: Amsterdam Fulfilment Center 2229 | city: Amsterdam | state: Amsterdam | warehouse_capacity: 70234 | current_utilization: 93.65 | warehouse_type: Distribution
warehouse_id: b23b90c7-6d6e-4991-86e1-5ede55d9dfd3 | warehouse_name: Chicago Bonded Warehouse 2230 | city: Chicago | state: Chicago | warehouse_capacity: 113108 | current_utilization: 85.41 | warehouse_type: Distribution
warehouse_id: 1047526e-713b-4aa1-9922-975b36088140 | warehouse_name: Shenzhen Fulfilment Center 2231 | city: Shenzhen | state: Shenzhen | warehouse_capacity: 23384 | current_utilization: 76.22 | warehouse_type: Distribution
